"GEO_ID","NAME","B19013_001E","B19013_001M","POPGROUP","POPGROUP_LABEL",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)","Race/Ethnic Group","Population Groups",
"1400000US36047022000","Census Tract 220; Kings County; New York","30861","5263","001","Total population",
"1400000US36047022100","Census Tract 221; Kings County; New York","37140","12288","001","Total population",
"1400000US36047022200","Census Tract 222; Kings County; New York","35094","9138","001","Total population",
"1400000US36047022400","Census Tract 224; Kings County; New York","37271","6327","001","Total population",
"1400000US36047022600","Census Tract 226; Kings County; New York","48269","16028","001","Total population",
"1400000US36047022700","Census Tract 227; Kings County; New York","53363","8368","001","Total population",
"1400000US36047022800","Census Tract 228; Kings County; New York","30913","5721","001","Total population",
"1400000US36047022900","Census Tract 229; Kings County; New York","51645","13885","001","Total population",
"1400000US36047023000","Census Tract 230; Kings County; New York","31102","7078","001","Total population",
"1400000US36047023100","Census Tract 231; Kings County; New York","77039","8111","001","Total population",
"1400000US36047023200","Census Tract 232; Kings County; New York","33801","3440","001","Total population",
"1400000US36047023300","Census Tract 233; Kings County; New York","33141","6249","001","Total population",
"1400000US36047023400","Census Tract 234; Kings County; New York","24978","5998","001","Total population",
"1400000US36047023500","Census Tract 235; Kings County; New York","45406","9075","001","Total population",
"1400000US36047023600","Census Tract 236; Kings County; New York","24240","2791","001","Total population",
"1400000US36047023800","Census Tract 238; Kings County; New York","29050","4749","001","Total population",
"1400000US36047024000","Census Tract 240; Kings County; New York","26823","4395","001","Total population",
"1400000US36047024100","Census Tract 241; Kings County; New York","60815","12400","001","Total population",
"1400000US36047024200","Census Tract 242; Kings County; New York","38333","11956","001","Total population",
"1400000US36047024300","Census Tract 243; Kings County; New York","54505","9250","001","Total population",
"1400000US36047024400","Census Tract 244; Kings County; New York","48611","10710","001","Total population",
"1400000US36047024500","Census Tract 245; Kings County; New York","51605","7426","001","Total population",
"1400000US36047024600","Census Tract 246; Kings County; New York","45417","10349","001","Total population",
"1400000US36047024700","Census Tract 247; Kings County; New York","42308","7668","001","Total population",
"1400000US36047024800","Census Tract 248; Kings County; New York","46310","11455","001","Total population",
"1400000US36047024900","Census Tract 249; Kings County; New York","48315","10838","001","Total population",
"1400000US36047025000","Census Tract 250; Kings County; New York","46190","12997","001","Total population",
"1400000US36047025100","Census Tract 251; Kings County; New York","27125","11145","001","Total population",
"1400000US36047025200","Census Tract 252; Kings County; New York","42302","12576","001","Total population",
"1400000US36047025300","Census Tract 253; Kings County; New York","43491","20986","001","Total population",
"1400000US36047025400","Census Tract 254; Kings County; New York","48261","11325","001","Total population",
"1400000US36047025500","Census Tract 255; Kings County; New York","22500","5966","001","Total population",
"1400000US36047025600","Census Tract 256; Kings County; New York","53036","20270","001","Total population",
"1400000US36047025700","Census Tract 257; Kings County; New York","51310","12985","001","Total population",
"1400000US36047025800","Census Tract 258; Kings County; New York","37917","9428","001","Total population",
"1400000US36047025901","Census Tract 259.01; Kings County; New York","41289","9946","001","Total population",
"1400000US36047025902","Census Tract 259.02; Kings County; New York","16140","4738","001","Total population",
"1400000US36047026000","Census Tract 260; Kings County; New York","50123","8292","001","Total population",
"1400000US36047026100","Census Tract 261; Kings County; New York","38859","13993","001","Total population",
"1400000US36047026200","Census Tract 262; Kings County; New York","57121","8108","001","Total population",
"1400000US36047026300","Census Tract 263; Kings County; New York","39861","16116","001","Total population",
"1400000US36047026400","Census Tract 264; Kings County; New York","47336","9252","001","Total population",
"1400000US36047026500","Census Tract 265; Kings County; New York","51050","23649","001","Total population",
"1400000US36047026600","Census Tract 266; Kings County; New York","50580","13381","001","Total population",
"1400000US36047026700","Census Tract 267; Kings County; New York","41458","9489","001","Total population",
"1400000US36047026800","Census Tract 268; Kings County; New York","44548","20123","001","Total population",
"1400000US36047026900","Census Tract 269; Kings County; New York","48841","9463","001","Total population",
"1400000US36047027000","Census Tract 270; Kings County; New York","50490","16745","001","Total population",
"1400000US36047027100","Census Tract 271; Kings County; New York","37104","8010","001","Total population",
"1400000US36047027200","Census Tract 272; Kings County; New York","50982","12322","001","Total population",
"1400000US36047027300","Census Tract 273; Kings County; New York","34297","6892","001","Total population",
"1400000US36047027400","Census Tract 274; Kings County; New York","42266","16340","001","Total population",
"1400000US36047027500","Census Tract 275; Kings County; New York","55990","11683","001","Total population",
"1400000US36047027600","Census Tract 276; Kings County; New York","46194","12781","001","Total population",
"1400000US36047027700","Census Tract 277; Kings County; New York","37875","9635","001","Total population",
"1400000US36047027800","Census Tract 278; Kings County; New York","47917","16737","001","Total population",
"1400000US36047027900","Census Tract 279; Kings County; New York","57869","18552","001","Total population",
"1400000US36047028000","Census Tract 280; Kings County; New York","56974","8170","001","Total population",
"1400000US36047028100","Census Tract 281; Kings County; New York","25082","9360","001","Total population",
"1400000US36047028200","Census Tract 282; Kings County; New York","41974","5858","001","Total population",
"1400000US36047028300","Census Tract 283; Kings County; New York","32917","11228","001","Total population",
"1400000US36047028400","Census Tract 284; Kings County; New York","51849","6661","001","Total population",
"1400000US36047028502","Census Tract 285.02; Kings County; New York","15135","3217","001","Total population",
"1400000US36047028600","Census Tract 286; Kings County; New York","43828","14396","001","Total population",
"1400000US36047028700","Census Tract 287; Kings County; New York","30755","6763","001","Total population",
"1400000US36047028800","Census Tract 288; Kings County; New York","41786","5628","001","Total population",
"1400000US36047028900","Census Tract 289; Kings County; New York","39570","11236","001","Total population",
"1400000US36047029000","Census Tract 290; Kings County; New York","45179","8920","001","Total population",
"1400000US36047029100","Census Tract 291; Kings County; New York","35521","17587","001","Total population",
"1400000US36047029200","Census Tract 292; Kings County; New York","42740","8813","001","Total population",
"1400000US36047029300","Census Tract 293; Kings County; New York","30479","3309","001","Total population",
"1400000US36047029400","Census Tract 294; Kings County; New York","53625","11283","001","Total population",
"1400000US36047029500","Census Tract 295; Kings County; New York","54276","9409","001","Total population",
"1400000US36047029600","Census Tract 296; Kings County; New York","44875","24248","001","Total population",
"1400000US36047029700","Census Tract 297; Kings County; New York","50260","10330","001","Total population",
"1400000US36047029800","Census Tract 298; Kings County; New York","55938","10588","001","Total population",
"1400000US36047029900","Census Tract 299; Kings County; New York","22734","6817","001","Total population",
"1400000US36047030000","Census Tract 300; Kings County; New York","64615","14906","001","Total population",
"1400000US36047030100","Census Tract 301; Kings County; New York","44911","16071","001","Total population",
"1400000US36047030200","Census Tract 302; Kings County; New York","60370","15348","001","Total population",
"1400000US36047030300","Census Tract 303; Kings County; New York","19696","7336","001","Total population",
"1400000US36047030400","Census Tract 304; Kings County; New York","37837","8685","001","Total population",
"1400000US36047030500","Census Tract 305; Kings County; New York","65701","15104","001","Total population",
"1400000US36047030600","Census Tract 306; Kings County; New York","60132","30964","001","Total population",
"1400000US36047030700","Census Tract 307; Kings County; New York","24706","7445","001","Total population",
"1400000US36047030800","Census Tract 308; Kings County; New York","50189","15307","001","Total population",
"1400000US36047030900","Census Tract 309; Kings County; New York","29375","5851","001","Total population",
"1400000US36047031100","Census Tract 311; Kings County; New York","41683","10342","001","Total population",
"1400000US36047031300","Census Tract 313; Kings County; New York","34817","7142","001","Total population",
"1400000US36047031400","Census Tract 314, Kings County, New York","40486","9759","001","Total population",
"1400000US36047031500","Census Tract 315; Kings County; New York","54113","4593","001","Total population",
"1400000US36047031701","Census Tract 317.01; Kings County; New York","50205","9433","001","Total population",
"1400000US36047031702","Census Tract 317.02; Kings County; New York","53111","10450","001","Total population",
"1400000US36047031900","Census Tract 319; Kings County; New York","40744","7181","001","Total population",
"1400000US36047032100","Census Tract 321; Kings County; New York","41094","6657","001","Total population",
"1400000US36047032300","Census Tract 323; Kings County; New York","53851","7673","001","Total population",
"1400000US36047032500","Census Tract 325; Kings County; New York","43245","6238","001","Total population",
"1400000US36047032600","Census Tract 326; Kings County; New York","20833","3071","001","Total population",
"1400000US36047032700","Census Tract 327; Kings County; New York","47153","14984","001","Total population",
"1400000US36047032800","Census Tract 328; Kings County; New York","45357","15745","001","Total population",
"1400000US36047032900","Census Tract 329; Kings County; New York","47578","23692","001","Total population",
"1400000US36047033000","Census Tract 330; Kings County; New York","23007","5427","001","Total population",
"1400000US36047033100","Census Tract 331; Kings County; New York","39301","6317","001","Total population",
"1400000US36047033300","Census Tract 333; Kings County; New York","44608","5404","001","Total population",
"1400000US36047033500","Census Tract 335; Kings County; New York","61164","11126","001","Total population",
"1400000US36047033600","Census Tract 336; Kings County; New York","62649","10353","001","Total population",
"1400000US36047033700","Census Tract 337, Kings County, New York","48114","11306","001","Total population",
"1400000US36047033900","Census Tract 339; Kings County; New York","34231","8860","001","Total population",
"1400000US36047034000","Census Tract 340; Kings County; New York","17574","5311","001","Total population",
"1400000US36047034100","Census Tract 341; Kings County; New York","50417","7767","001","Total population",
"1400000US36047034200","Census Tract 342; Kings County; New York","16656","2291","001","Total population",
"1400000US36047034300","Census Tract 343; Kings County; New York","25019","2841","001","Total population",
"1400000US36047034500","Census Tract 345; Kings County; New York","31701","8934","001","Total population",
"1400000US36047034700","Census Tract 347; Kings County; New York","29114","21218","001","Total population",
"1400000US36047034800","Census Tract 348; Kings County; New York","46346","23463","001","Total population",
"1400000US36047034900","Census Tract 349, Kings County, New York","29754","5742","001","Total population",
"1400000US36047035000","Census Tract 350; Kings County; New York","30889","11175","001","Total population",
"1400000US36047035100","Census Tract 351, Kings County, New York","24519","11396","001","Total population",
"1400000US36047035200","Census Tract 352; Kings County; New York","11011","1485","001","Total population",
"1400000US36047035300","Census Tract 353, Kings County, New York","39934","8886","001","Total population",
"1400000US36047035400","Census Tract 354; Kings County; New York","53158","13323","001","Total population",
"1400000US36047035500","Census Tract 355; Kings County; New York","39850","13650","001","Total population",
"1400000US36047035601","Census Tract 356.01; Kings County; New York","35954","17123","001","Total population",
"1400000US36047035602","Census Tract 356.02; Kings County; New York","32348","10821","001","Total population",
"1400000US36047035700","Census Tract 357, Kings County, New York","21227","4769","001","Total population",
"1400000US36047035900","Census Tract 359; Kings County; New York","30898","6354","001","Total population",
"1400000US36047036001","Census Tract 360.01; Kings County; New York","22384","4353","001","Total population",
"1400000US36047036002","Census Tract 360.02; Kings County; New York","18738","7454","001","Total population",
"1400000US36047036100","Census Tract 361; Kings County; New York","26936","5954","001","Total population",
"1400000US36047036200","Census Tract 362; Kings County; New York","28750","8032","001","Total population",
"1400000US36047036300","Census Tract 363; Kings County; New York","29741","8057","001","Total population",
"1400000US36047036400","Census Tract 364; Kings County; New York","33750","15510","001","Total population",
"1400000US36047036501","Census Tract 365.01; Kings County; New York","39019","3833","001","Total population",
"1400000US36047036502","Census Tract 365.02; Kings County; New York","27364","24430","001","Total population",
"1400000US36047036600","Census Tract 366; Kings County; New York","36487","5549","001","Total population",
"1400000US36047036700","Census Tract 367; Kings County; New York","51140","12786","001","Total population",
"1400000US36047036900","Census Tract 369; Kings County; New York","31059","5566","001","Total population",
"1400000US36047037000","Census Tract 370; Kings County; New York","66836","8564","001","Total population",
"1400000US36047037100","Census Tract 371; Kings County; New York","46641","12012","001","Total population",
"1400000US36047037300","Census Tract 373; Kings County; New York","29057","3619","001","Total population",
"1400000US36047037401","Census Tract 374.01; Kings County; New York","51857","9598","001","Total population",
"1400000US36047037402","Census Tract 374.02; Kings County; New York","30449","7255","001","Total population",
"1400000US36047037500","Census Tract 375; Kings County; New York","45573","7523","001","Total population",
"1400000US36047037700","Census Tract 377; Kings County; New York","40272","5292","001","Total population",
"1400000US36047037900","Census Tract 379; Kings County; New York","40412","9880","001","Total population",
"1400000US36047038100","Census Tract 381; Kings County; New York","27885","5749","001","Total population",
"1400000US36047038200","Census Tract 382; Kings County; New York","17308","5565","001","Total population",
"1400000US36047038300","Census Tract 383; Kings County; New York","48712","16204","001","Total population",
"1400000US36047038500","Census Tract 385; Kings County; New York","39141","14250","001","Total population",
"1400000US36047038600","Census Tract 386; Kings County; New York","44766","14654","001","Total population",
"1400000US36047038700","Census Tract 387; Kings County; New York","36430","4516","001","Total population",
"1400000US36047038800","Census Tract 388; Kings County; New York","60132","10235","001","Total population",
"1400000US36047038900","Census Tract 389; Kings County; New York","47059","9546","001","Total population",
"1400000US36047039000","Census Tract 390; Kings County; New York","45682","11485","001","Total population",
"1400000US36047039100","Census Tract 391; Kings County; New York","35542","15145","001","Total population",
"1400000US36047039200","Census Tract 392; Kings County; New York","33125","9332","001","Total population",
"1400000US36047039300","Census Tract 393; Kings County; New York","52244","14708","001","Total population",
"1400000US36047039400","Census Tract 394; Kings County; New York","51927","12494","001","Total population",
"1400000US36047039500","Census Tract 395; Kings County; New York","27870","9248","001","Total population",
"1400000US36047039600","Census Tract 396; Kings County; New York","46926","22743","001","Total population",
"1400000US36047039700","Census Tract 397; Kings County; New York","38266","6612","001","Total population",
"1400000US36047039800","Census Tract 398; Kings County; New York","52721","12843","001","Total population",
"1400000US36047039900","Census Tract 399; Kings County; New York","31563","11561","001","Total population",
"1400000US36047040000","Census Tract 400; Kings County; New York","41759","7551","001","Total population",
"1400000US36047040100","Census Tract 401; Kings County; New York","42079","10451","001","Total population",
"1400000US36047040200","Census Tract 402; Kings County; New York","42000","12984","001","Total population",
"1400000US36047040300","Census Tract 403; Kings County; New York","27827","5244","001","Total population",
"1400000US36047040400","Census Tract 404; Kings County; New York","39947","14125","001","Total population",
"1400000US36047040500","Census Tract 405; Kings County; New York","40815","18342","001","Total population",
"1400000US36047040600","Census Tract 406; Kings County; New York","44107","10096","001","Total population",
"1400000US36047040800","Census Tract 408; Kings County; New York","59056","12137","001","Total population",
"1400000US36047040900","Census Tract 409; Kings County; New York","37635","9165","001","Total population",
"1400000US36047041000","Census Tract 410; Kings County; New York","43750","13081","001","Total population",
"1400000US36047041100","Census Tract 411; Kings County; New York","35068","16481","001","Total population",
"1400000US36047041200","Census Tract 412; Kings County; New York","41944","11129","001","Total population",
"1400000US36047041300","Census Tract 413; Kings County; New York","38955","4814","001","Total population",
"1400000US36047041401","Census Tract 414.01; Kings County; New York","52774","11172","001","Total population",
"1400000US36047041402","Census Tract 414.02; Kings County; New York","28884","6107","001","Total population",
"1400000US36047041500","Census Tract 415; Kings County; New York","53924","11019","001","Total population",
"1400000US36047041600","Census Tract 416; Kings County; New York","44260","5147","001","Total population",
"1400000US36047041700","Census Tract 417; Kings County; New York","22022","9891","001","Total population",
"1400000US36047041800","Census Tract 418; Kings County; New York","33056","8662","001","Total population",
"1400000US36047041900","Census Tract 419; Kings County; New York","35877","5821","001","Total population",
"1400000US36047042000","Census Tract 420; Kings County; New York","42969","11571","001","Total population",
"1400000US36047042100","Census Tract 421; Kings County; New York","34362","9773","001","Total population",
"1400000US36047042200","Census Tract 422; Kings County; New York","68382","20475","001","Total population",
"1400000US36047042300","Census Tract 423; Kings County; New York","51083","24847","001","Total population",
"1400000US36047042400","Census Tract 424; Kings County; New York","46570","6638","001","Total population",
"1400000US36047042500","Census Tract 425; Kings County; New York","45642","5117","001","Total population",
"1400000US36047042600","Census Tract 426; Kings County; New York","47788","13478","001","Total population",
"1400000US36047042700","Census Tract 427; Kings County; New York","47055","5523","001","Total population",
"1400000US36047042800","Census Tract 428; Kings County; New York","52188","10039","001","Total population",
"1400000US36047042900","Census Tract 429; Kings County; New York","45382","4017","001","Total population",
"1400000US36047043000","Census Tract 430; Kings County; New York","34729","6529","001","Total population",
"1400000US36047043100","Census Tract 431; Kings County; New York","42269","7394","001","Total population",
"1400000US36047043200","Census Tract 432; Kings County; New York","48574","4851","001","Total population",
"1400000US36047043300","Census Tract 433; Kings County; New York","37882","9496","001","Total population",
"1400000US36047043400","Census Tract 434; Kings County; New York","47054","11313","001","Total population",
"1400000US36047043500","Census Tract 435; Kings County; New York","41058","7322","001","Total population",
"1400000US36047043600","Census Tract 436; Kings County; New York","60227","12099","001","Total population",
"1400000US36047043700","Census Tract 437; Kings County; New York","42500","4623","001","Total population",
"1400000US36047043800","Census Tract 438; Kings County; New York","40227","13323","001","Total population",
"1400000US36047043900","Census Tract 439; Kings County; New York","40455","23235","001","Total population",
"1400000US36047044000","Census Tract 440; Kings County; New York","47727","16948","001","Total population",
"1400000US36047044100","Census Tract 441; Kings County; New York","49167","7311","001","Total population",
"1400000US36047044200","Census Tract 442; Kings County; New York","57366","11782","001","Total population",
"1400000US36047044300","Census Tract 443; Kings County; New York","56657","16104","001","Total population",
"1400000US36047044400","Census Tract 444; Kings County; New York","44896","8276","001","Total population",
"1400000US36047044500","Census Tract 445; Kings County; New York","42894","4015","001","Total population",
"1400000US36047044600","Census Tract 446; Kings County; New York","47031","14217","001","Total population",
"1400000US36047044700","Census Tract 447; Kings County; New York","50114","8823","001","Total population",
"1400000US36047044800","Census Tract 448; Kings County; New York","52083","11326","001","Total population",
"1400000US36047044900","Census Tract 449, Kings County, New York","33831","15356","001","Total population",
"1400000US36047045000","Census Tract 450; Kings County; New York","29659","26139","001","Total population",
"1400000US36047045200","Census Tract 452; Kings County; New York","67431","13319","001","Total population",
"1400000US36047045300","Census Tract 453; Kings County; New York","55536","11079","001","Total population",
"1400000US36047045400","Census Tract 454; Kings County; New York","47188","22827","001","Total population",
"1400000US36047045600","Census Tract 456; Kings County; New York","35385","12482","001","Total population",
"1400000US36047045800","Census Tract 458; Kings County; New York","60250","18555","001","Total population",
"1400000US36047046000","Census Tract 460; Kings County; New York","45938","7665","001","Total population",
"1400000US36047046201","Census Tract 462.01; Kings County; New York","36765","15549","001","Total population",
"1400000US36047046202","Census Tract 462.02; Kings County; New York","56818","14687","001","Total population",
"1400000US36047046400","Census Tract 464; Kings County; New York","43889","10883","001","Total population",
"1400000US36047046800","Census Tract 468; Kings County; New York","34063","18851","001","Total population",
"1400000US36047047000","Census Tract 470; Kings County; New York","46696","13426","001","Total population",
"1400000US36047047200","Census Tract 472; Kings County; New York","51159","4580","001","Total population",
"1400000US36047047400","Census Tract 474; Kings County; New York","52125","6109","001","Total population",
"1400000US36047047600","Census Tract 476; Kings County; New York","45588","12938","001","Total population",
"1400000US36047047700","Census Tract 477; Kings County; New York","86932","12112","001","Total population",
"1400000US36047047800","Census Tract 478; Kings County; New York","31708","7007","001","Total population",
"1400000US36047048000","Census Tract 480; Kings County; New York","30968","8764","001","Total population",
"1400000US36047048100","Census Tract 481; Kings County; New York","72717","10764","001","Total population",
"1400000US36047048200","Census Tract 482; Kings County; New York","31992","4792","001","Total population",
"1400000US36047048400","Census Tract 484; Kings County; New York","40724","10134","001","Total population",
"1400000US36047048500","Census Tract 485; Kings County; New York","85924","15913","001","Total population",
"1400000US36047048600","Census Tract 486; Kings County; New York","44489","7592","001","Total population",
"1400000US36047048800","Census Tract 488; Kings County; New York","52000","18532","001","Total population",
"1400000US36047048900","Census Tract 489; Kings County; New York","19518","3987","001","Total population",
"1400000US36047049000","Census Tract 490; Kings County; New York","35642","7778","001","Total population",
"1400000US36047049100","Census Tract 491; Kings County; New York","32813","5966","001","Total population",
"1400000US36047049200","Census Tract 492; Kings County; New York","46146","6929","001","Total population",
"1400000US36047049300","Census Tract 493, Kings County, New York","30613","8494","001","Total population",
"1400000US36047049400","Census Tract 494; Kings County; New York","47397","8122","001","Total population",
"1400000US36047049500","Census Tract 495; Kings County; New York","73913","30234","001","Total population",
"1400000US36047049600","Census Tract 496; Kings County; New York","57477","7657","001","Total population",
"1400000US36047049700","Census Tract 497; Kings County; New York","79934","23417","001","Total population",
"1400000US36047049800","Census Tract 498; Kings County; New York","67907","11113","001","Total population",
"1400000US36047049900","Census Tract 499; Kings County; New York","70031","8605","001","Total population",
"1400000US36047050000","Census Tract 500, Kings County, New York","78313","12713","001","Total population",
"1400000US36047050100","Census Tract 501; Kings County; New York","73919","11658","001","Total population",
"1400000US36047050202","Census Tract 502.02; Kings County; New York","73081","12580","001","Total population",
"1400000US36047050300","Census Tract 503; Kings County; New York","69712","12481","001","Total population",
"1400000US36047050400","Census Tract 504, Kings County, New York","86771","13097","001","Total population",
"1400000US36047050500","Census Tract 505; Kings County; New York","30216","6538","001","Total population",
"1400000US36047050600","Census Tract 506; Kings County; New York","48583","8159","001","Total population",
"1400000US36047050700","Census Tract 507; Kings County; New York","30625","7489","001","Total population",
"1400000US36047050801","Census Tract 508.01; Kings County; New York","40417","14637","001","Total population",
"1400000US36047050803","Census Tract 508.03; Kings County; New York","38807","9141","001","Total population",
"1400000US36047050804","Census Tract 508.04; Kings County; New York","50440","3068","001","Total population",
"1400000US36047050900","Census Tract 509; Kings County; New York","32762","4191","001","Total population",
"1400000US36047051001","Census Tract 510.01; Kings County; New York","44332","8858","001","Total population",
"1400000US36047051002","Census Tract 510.02; Kings County; New York","45982","8300","001","Total population",
"1400000US36047051100","Census Tract 511; Kings County; New York","31047","10042","001","Total population",
"1400000US36047051200","Census Tract 512; Kings County; New York","36661","10393","001","Total population",
"1400000US36047051300","Census Tract 513; Kings County; New York","66951","10960","001","Total population",
"1400000US36047051400","Census Tract 514; Kings County; New York","45685","5913","001","Total population",
"1400000US36047051500","Census Tract 515; Kings County; New York","96146","13423","001","Total population",
"1400000US36047051601","Census Tract 516.01; Kings County; New York","34241","5367","001","Total population",
"1400000US36047051602","Census Tract 516.02; Kings County; New York","38813","6117","001","Total population",
"1400000US36047051700","Census Tract 517; Kings County; New York","100814","17797","001","Total population",
"1400000US36047051800","Census Tract 518; Kings County; New York","69856","11516","001","Total population",
"1400000US36047051900","Census Tract 519; Kings County; New York","87087","7769","001","Total population",
"1400000US36047052000","Census Tract 520; Kings County; New York","47130","15368","001","Total population",
"1400000US36047052300","Census Tract 523; Kings County; New York","43076","6571","001","Total population",
"1400000US36047052500","Census Tract 525; Kings County; New York","20993","6964","001","Total population",
"1400000US36047052600","Census Tract 526; Kings County; New York","60159","5716","001","Total population",
"1400000US36047052700","Census Tract 527; Kings County; New York","32022","7106","001","Total population",
"1400000US36047052800","Census Tract 528; Kings County; New York","88068","22499","001","Total population",
"1400000US36047052900","Census Tract 529; Kings County; New York","31962","12064","001","Total population",
"1400000US36047053000","Census Tract 530; Kings County; New York","37273","8057","001","Total population",
"1400000US36047053100","Census Tract 531, Kings County, New York","33945","7118","001","Total population",
"1400000US36047053200","Census Tract 532; Kings County; New York","49395","11935","001","Total population",
"1400000US36047053300","Census Tract 533; Kings County; New York","20931","3052","001","Total population",
"1400000US36047053400","Census Tract 534; Kings County; New York","31004","12494","001","Total population",
"1400000US36047053500","Census Tract 535; Kings County; New York","20044","3375","001","Total population",
"1400000US36047053700","Census Tract 537; Kings County; New York","26346","6901","001","Total population",
"1400000US36047053800","Census Tract 538; Kings County; New York","27192","8484","001","Total population",
"1400000US36047053900","Census Tract 539; Kings County; New York","19602","3091","001","Total population",
"1400000US36047054200","Census Tract 542; Kings County; New York","39468","10226","001","Total population",
"1400000US36047054400","Census Tract 544; Kings County; New York","44453","31211","001","Total population",
"1400000US36047054500","Census Tract 545; Kings County; New York","16638","2944","001","Total population",
"1400000US36047054600","Census Tract 546; Kings County; New York","31868","9091","001","Total population",
"1400000US36047054700","Census Tract 547; Kings County; New York","39773","9086","001","Total population",
"1400000US36047054800","Census Tract 548; Kings County; New York","58906","11388","001","Total population",
"1400000US36047054900","Census Tract 549; Kings County; New York","68043","11109","001","Total population",
"1400000US36047055000","Census Tract 550; Kings County; New York","42993","13950","001","Total population",
"1400000US36047055100","Census Tract 551; Kings County; New York","63613","10517","001","Total population",
"1400000US36047055200","Census Tract 552; Kings County; New York","41850","7823","001","Total population",
"1400000US36047055300","Census Tract 553; Kings County; New York","80909","16862","001","Total population",
"1400000US36047055400","Census Tract 554; Kings County; New York","51830","5825","001","Total population",
"1400000US36047055500","Census Tract 555; Kings County; New York","108190","11578","001","Total population",
"1400000US36047055600","Census Tract 556; Kings County; New York","50066","7441","001","Total population",
"1400000US36047055700","Census Tract 557; Kings County; New York","92222","23673","001","Total population",
"1400000US36047055800","Census Tract 558; Kings County; New York","53233","12682","001","Total population",
"1400000US36047056000","Census Tract 560; Kings County; New York","45788","11529","001","Total population",
"1400000US36047056100","Census Tract 561; Kings County; New York","80000","7368","001","Total population",
"1400000US36047056200","Census Tract 562; Kings County; New York","66250","19873","001","Total population",
"1400000US36047056300","Census Tract 563, Kings County, New York","66591","10236","001","Total population",
"1400000US36047056400","Census Tract 564; Kings County; New York","71707","9072","001","Total population",
"1400000US36047056500","Census Tract 565; Kings County; New York","78445","14560","001","Total population",
"1400000US36047056600","Census Tract 566; Kings County; New York","61779","12131","001","Total population",
"1400000US36047056800","Census Tract 568; Kings County; New York","79583","9459","001","Total population",
"1400000US36047056900","Census Tract 569; Kings County; New York","71111","8708","001","Total population",
"1400000US36047057000","Census Tract 570; Kings County; New York","57200","11930","001","Total population",
"1400000US36047057100","Census Tract 571; Kings County; New York","58553","23401","001","Total population",
"1400000US36047057200","Census Tract 572; Kings County; New York","18459","3492","001","Total population",
"1400000US36047057300","Census Tract 573; Kings County; New York","70878","11868","001","Total population",
"1400000US36047057400","Census Tract 574; Kings County; New York","83295","20530","001","Total population",
"1400000US36047057500","Census Tract 575; Kings County; New York","79476","14823","001","Total population",
"1400000US36047057600","Census Tract 576; Kings County; New York","68950","6896","001","Total population",
"1400000US36047057800","Census Tract 578; Kings County; New York","37953","4413","001","Total population",
"1400000US36047057900","Census Tract 579, Kings County, New York","56500","17310","001","Total population",
"1400000US36047058000","Census Tract 580; Kings County; New York","40675","10000","001","Total population",
"1400000US36047058200","Census Tract 582; Kings County; New York","43750","16685","001","Total population",
"1400000US36047058400","Census Tract 584; Kings County; New York","58975","13600","001","Total population",
"1400000US36047058600","Census Tract 586; Kings County; New York","56797","14087","001","Total population",
"1400000US36047058800","Census Tract 588; Kings County; New York","61964","13807","001","Total population",
"1400000US36047058900","Census Tract 589, Kings County, New York","82311","12981","001","Total population",
"1400000US36047059000","Census Tract 590; Kings County; New York","49792","10381","001","Total population",
"1400000US36047059100","Census Tract 591; Kings County; New York","76532","18072","001","Total population",
"1400000US36047059200","Census Tract 592; Kings County; New York","61164","20044","001","Total population",
"1400000US36047059300","Census Tract 593; Kings County; New York","73021","12049","001","Total population",
"1400000US36047059401","Census Tract 594.01, Kings County, New York","42067","13433","001","Total population",
"1400000US36047059402","Census Tract 594.02; Kings County; New York","68429","7293","001","Total population",
"1400000US36047059600","Census Tract 596; Kings County; New York","61422","14960","001","Total population",
"1400000US36047059800","Census Tract 598; Kings County; New York","63613","13339","001","Total population",
"1400000US36047060000","Census Tract 600; Kings County; New York","51845","11431","001","Total population",
"1400000US36047060600","Census Tract 606; Kings County; New York","29759","12389","001","Total population",
"1400000US36047060800","Census Tract 608; Kings County; New York","50213","11113","001","Total population",
"1400000US36047061002","Census Tract 610.02; Kings County; New York","68750","22239","001","Total population",
"1400000US36047061003","Census Tract 610.03; Kings County; New York","45202","11340","001","Total population",
"1400000US36047061004","Census Tract 610.04; Kings County; New York","23583","5636","001","Total population",
"1400000US36047061200","Census Tract 612; Kings County; New York","63333","17729","001","Total population",
"1400000US36047061600","Census Tract 616; Kings County; New York","103000","53832","001","Total population",
"1400000US36047062000","Census Tract 620; Kings County; New York","103929","17555","001","Total population",
"1400000US36047062200","Census Tract 622; Kings County; New York","52353","14066","001","Total population",
"1400000US36047062600","Census Tract 626; Kings County; New York","45547","14530","001","Total population",
"1400000US36047062800","Census Tract 628; Kings County; New York","70260","6054","001","Total population",
"1400000US36047063200","Census Tract 632; Kings County; New York","60139","13943","001","Total population",
"1400000US36047063600","Census Tract 636; Kings County; New York","93214","15117","001","Total population",
"1400000US36047063800","Census Tract 638; Kings County; New York","69405","12904","001","Total population",
"1400000US36047064000","Census Tract 640; Kings County; New York","97241","20842","001","Total population",
"1400000US36047064200","Census Tract 642; Kings County; New York","59732","9831","001","Total population",
