"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)",
"1500000US360610070024","Block Group 4; Census Tract 70.02; New York County; New York","141750","77207",
"1500000US360610071001","Block Group 1; Census Tract 71; New York County; New York","240799","79081",
"1500000US360610071002","Block Group 2; Census Tract 71; New York County; New York","216326","74744",
"1500000US360610071003","Block Group 3; Census Tract 71; New York County; New York","162727","139706",
"1500000US360610071004","Block Group 4; Census Tract 71; New York County; New York","176833","129887",
"1500000US360610071005","Block Group 5; Census Tract 71; New York County; New York","144853","33594",
"1500000US360610072001","Block Group 1; Census Tract 72; New York County; New York","139358","11457",
"1500000US360610072002","Block Group 2; Census Tract 72; New York County; New York","205211","108797",
"1500000US360610072003","Block Group 3; Census Tract 72; New York County; New York","-","**",
"1500000US360610072004","Block Group 4; Census Tract 72; New York County; New York","178942","74983",
"1500000US360610072005","Block Group 5; Census Tract 72; New York County; New York","122840","66595",
"1500000US360610072006","Block Group 6; Census Tract 72; New York County; New York","218114","152887",
"1500000US360610072007","Block Group 7; Census Tract 72; New York County; New York","105110","69867",
"1500000US360610073001","Block Group 1; Census Tract 73; New York County; New York","79852","65748",
"1500000US360610073002","Block Group 2; Census Tract 73; New York County; New York","-","**",
"1500000US360610073003","Block Group 3; Census Tract 73; New York County; New York","200625","141602",
"1500000US360610073004","Block Group 4; Census Tract 73; New York County; New York","166739","92653",
"1500000US360610073005","Block Group 5; Census Tract 73; New York County; New York","163664","1027",
"1500000US360610073006","Block Group 6; Census Tract 73; New York County; New York","-","**",
"1500000US360610074001","Block Group 1; Census Tract 74; New York County; New York","145089","89530",
"1500000US360610074002","Block Group 2; Census Tract 74; New York County; New York","235279","95495",
"1500000US360610074003","Block Group 3; Census Tract 74; New York County; New York","250,000+","***",
"1500000US360610074004","Block Group 4; Census Tract 74; New York County; New York","159358","62361",
"1500000US360610074005","Block Group 5; Census Tract 74; New York County; New York","193613","58029",
"1500000US360610075000","Block Group 0; Census Tract 75; New York County; New York","-","**",
"1500000US360610075001","Block Group 1; Census Tract 75; New York County; New York","147245","68961",
"1500000US360610075002","Block Group 2; Census Tract 75; New York County; New York","119150","30352",
"1500000US360610075003","Block Group 3; Census Tract 75; New York County; New York","116050","27190",
"1500000US360610076001","Block Group 1; Census Tract 76; New York County; New York","122679","23232",
"1500000US360610076002","Block Group 2; Census Tract 76; New York County; New York","216116","84868",
"1500000US360610077001","Block Group 1; Census Tract 77; New York County; New York","133274","21930",
"1500000US360610077002","Block Group 2; Census Tract 77; New York County; New York","126765","89370",
"1500000US360610077003","Block Group 3; Census Tract 77; New York County; New York","223619","37713",
"1500000US360610077004","Block Group 4; Census Tract 77; New York County; New York","250,000+","***",
"1500000US360610077005","Block Group 5; Census Tract 77; New York County; New York","241250","121136",
"1500000US360610078001","Block Group 1; Census Tract 78; New York County; New York","-","**",
"1500000US360610078002","Block Group 2; Census Tract 78; New York County; New York","165577","109534",
"1500000US360610078003","Block Group 3; Census Tract 78; New York County; New York","112242","81348",
"1500000US360610078004","Block Group 4; Census Tract 78; New York County; New York","250,000+","***",
"1500000US360610078005","Block Group 5; Census Tract 78; New York County; New York","188182","144914",
"1500000US360610078006","Block Group 6; Census Tract 78; New York County; New York","197600","84438",
"1500000US360610078007","Block Group 7; Census Tract 78; New York County; New York","114731","89979",
"1500000US360610079000","Block Group 0; Census Tract 79; New York County; New York","-","**",
"1500000US360610079001","Block Group 1; Census Tract 79; New York County; New York","250,000+","***",
"1500000US360610079002","Block Group 2; Census Tract 79; New York County; New York","87054","41769",
"1500000US360610079003","Block Group 3; Census Tract 79; New York County; New York","145074","61732",
"1500000US360610079004","Block Group 4; Census Tract 79; New York County; New York","162589","100194",
"1500000US360610080001","Block Group 1; Census Tract 80; New York County; New York","169432","46061",
"1500000US360610080002","Block Group 2; Census Tract 80; New York County; New York","143346","68044",
"1500000US360610080003","Block Group 3; Census Tract 80; New York County; New York","142375","68108",
"1500000US360610080004","Block Group 4; Census Tract 80; New York County; New York","186338","42564",
"1500000US360610080005","Block Group 5; Census Tract 80; New York County; New York","-","**",
"1500000US360610080006","Block Group 6; Census Tract 80; New York County; New York","167941","48420",
"1500000US360610081001","Block Group 1; Census Tract 81; New York County; New York","222665","54342",
"1500000US360610081002","Block Group 2; Census Tract 81; New York County; New York","125552","31334",
"1500000US360610081003","Block Group 3; Census Tract 81; New York County; New York","124263","91358",
"1500000US360610081004","Block Group 4; Census Tract 81; New York County; New York","208144","77985",
"1500000US360610081005","Block Group 5; Census Tract 81; New York County; New York","155113","28465",
"1500000US360610081006","Block Group 6; Census Tract 81; New York County; New York","127286","82822",
"1500000US360610082001","Block Group 1; Census Tract 82; New York County; New York","111622","101897",
"1500000US360610082002","Block Group 2; Census Tract 82; New York County; New York","248548","52698",
"1500000US360610082003","Block Group 3; Census Tract 82; New York County; New York","172639","122384",
"1500000US360610083001","Block Group 1; Census Tract 83; New York County; New York","85500","46310",
"1500000US360610083002","Block Group 2; Census Tract 83; New York County; New York","153611","49994",
"1500000US360610083003","Block Group 3; Census Tract 83; New York County; New York","46497","17865",
"1500000US360610084001","Block Group 1; Census Tract 84; New York County; New York","-","**",
"1500000US360610084002","Block Group 2; Census Tract 84; New York County; New York","250,000+","***",
"1500000US360610086010","Block Group 0; Census Tract 86.01; New York County; New York","-","**",
"1500000US360610086011","Block Group 1; Census Tract 86.01; New York County; New York","134167","59653",
"1500000US360610086012","Block Group 2; Census Tract 86.01; New York County; New York","-","**",
"1500000US360610086013","Block Group 3; Census Tract 86.01; New York County; New York","174688","24944",
"1500000US360610086020","Block Group 0; Census Tract 86.02; New York County; New York","-","**",
"1500000US360610086021","Block Group 1; Census Tract 86.02; New York County; New York","-","**",
"1500000US360610086030","Block Group 0; Census Tract 86.03; New York County; New York","-","**",
"1500000US360610086031","Block Group 1; Census Tract 86.03; New York County; New York","194766","99664",
"1500000US360610086032","Block Group 2; Census Tract 86.03; New York County; New York","221082","21625",
"1500000US360610086033","Block Group 3; Census Tract 86.03; New York County; New York","127708","89635",
"1500000US360610086034","Block Group 4; Census Tract 86.03; New York County; New York","217277","54754",
"1500000US360610087001","Block Group 1; Census Tract 87; New York County; New York","126637","57906",
"1500000US360610087002","Block Group 2; Census Tract 87; New York County; New York","201432","63696",
"1500000US360610087003","Block Group 3; Census Tract 87; New York County; New York","100616","89745",
"1500000US360610087004","Block Group 4; Census Tract 87; New York County; New York","-","**",
"1500000US360610087005","Block Group 5; Census Tract 87; New York County; New York","190541","125414",
"1500000US360610087006","Block Group 6; Census Tract 87; New York County; New York","219808","93163",
"1500000US360610088001","Block Group 1; Census Tract 88; New York County; New York","88363","75338",
"1500000US360610088002","Block Group 2; Census Tract 88; New York County; New York","216856","176486",
"1500000US360610088003","Block Group 3; Census Tract 88; New York County; New York","-","**",
"1500000US360610088004","Block Group 4; Census Tract 88; New York County; New York","149302","32296",
"1500000US360610088005","Block Group 5; Census Tract 88; New York County; New York","199451","50756",
"1500000US360610088006","Block Group 6; Census Tract 88; New York County; New York","87450","61005",
"1500000US360610088007","Block Group 7; Census Tract 88; New York County; New York","149189","30365",
"1500000US360610089001","Block Group 1; Census Tract 89; New York County; New York","170867","62078",
"1500000US360610089002","Block Group 2; Census Tract 89; New York County; New York","67854","39947",
"1500000US360610089003","Block Group 3; Census Tract 89; New York County; New York","-","**",
"1500000US360610089004","Block Group 4; Census Tract 89; New York County; New York","-","**",
"1500000US360610089005","Block Group 5; Census Tract 89; New York County; New York","146488","73494",
"1500000US360610090001","Block Group 1; Census Tract 90; New York County; New York","-","**",
"1500000US360610090002","Block Group 2; Census Tract 90; New York County; New York","206042","92437",
"1500000US360610090003","Block Group 3; Census Tract 90; New York County; New York","191625","62188",
"1500000US360610090004","Block Group 4; Census Tract 90; New York County; New York","83261","36741",
"1500000US360610090005","Block Group 5; Census Tract 90; New York County; New York","205377","142153",
"1500000US360610090006","Block Group 6; Census Tract 90; New York County; New York","145009","111611",
"1500000US360610090007","Block Group 7; Census Tract 90; New York County; New York","-","**",
"1500000US360610091001","Block Group 1; Census Tract 91; New York County; New York","-","**",
"1500000US360610091002","Block Group 2; Census Tract 91; New York County; New York","-","**",
"1500000US360610091003","Block Group 3; Census Tract 91; New York County; New York","198272","129215",
"1500000US360610091004","Block Group 4; Census Tract 91; New York County; New York","197773","41635",
"1500000US360610091005","Block Group 5; Census Tract 91; New York County; New York","193017","188014",
"1500000US360610091006","Block Group 6; Census Tract 91; New York County; New York","250,000+","***",
"1500000US360610092001","Block Group 1; Census Tract 92; New York County; New York","230185","79064",
"1500000US360610092002","Block Group 2; Census Tract 92; New York County; New York","-","**",
"1500000US360610092003","Block Group 3; Census Tract 92; New York County; New York","157625","37086",
"1500000US360610093001","Block Group 1; Census Tract 93; New York County; New York","85284","46044",
"1500000US360610093002","Block Group 2; Census Tract 93; New York County; New York","109031","72098",
"1500000US360610093003","Block Group 3; Census Tract 93; New York County; New York","156993","92165",
"1500000US360610093004","Block Group 4; Census Tract 93; New York County; New York","158105","148390",
"1500000US360610093005","Block Group 5; Census Tract 93; New York County; New York","200429","71986",
"1500000US360610093006","Block Group 6; Census Tract 93; New York County; New York","26655","23932",
"1500000US360610093007","Block Group 7; Census Tract 93; New York County; New York","48021","22664",
"1500000US360610094001","Block Group 1; Census Tract 94; New York County; New York","171875","166850",
"1500000US360610094002","Block Group 2; Census Tract 94; New York County; New York","-","**",
"1500000US360610095001","Block Group 1; Census Tract 95; New York County; New York","178542","89679",
"1500000US360610095002","Block Group 2; Census Tract 95; New York County; New York","166964","67566",
"1500000US360610096001","Block Group 1; Census Tract 96; New York County; New York","-","**",
"1500000US360610096002","Block Group 2; Census Tract 96; New York County; New York","-","**",
"1500000US360610097001","Block Group 1; Census Tract 97; New York County; New York","65461","32991",
"1500000US360610097002","Block Group 2; Census Tract 97; New York County; New York","26808","10575",
"1500000US360610097003","Block Group 3; Census Tract 97; New York County; New York","117188","19436",
"1500000US360610097004","Block Group 4; Census Tract 97; New York County; New York","67276","35835",
"1500000US360610098001","Block Group 1; Census Tract 98; New York County; New York","149401","122833",
"1500000US360610098002","Block Group 2; Census Tract 98; New York County; New York","250,000+","***",
"1500000US360610098003","Block Group 3; Census Tract 98; New York County; New York","-","**",
"1500000US360610098004","Block Group 4; Census Tract 98; New York County; New York","-","**",
"1500000US360610098005","Block Group 5; Census Tract 98; New York County; New York","123491","17876",
"1500000US360610098006","Block Group 6; Census Tract 98; New York County; New York","196023","86128",
"1500000US360610098007","Block Group 7; Census Tract 98; New York County; New York","-","**",
"1500000US360610099010","Block Group 0; Census Tract 99.01; New York County; New York","-","**",
"1500000US360610099011","Block Group 1; Census Tract 99.01; New York County; New York","250,000+","***",
"1500000US360610099012","Block Group 2; Census Tract 99.01; New York County; New York","-","**",
"1500000US360610099020","Block Group 0; Census Tract 99.02; New York County; New York","-","**",
"1500000US360610099021","Block Group 1; Census Tract 99.02; New York County; New York","148706","47629",
"1500000US360610099022","Block Group 2; Census Tract 99.02; New York County; New York","-","**",
"1500000US360610099030","Block Group 0; Census Tract 99.03; New York County; New York","-","**",
"1500000US360610099031","Block Group 1; Census Tract 99.03; New York County; New York","-","**",
"1500000US360610099032","Block Group 2; Census Tract 99.03; New York County; New York","175333","57195",
"1500000US360610100001","Block Group 1; Census Tract 100; New York County; New York","155461","94601",
"1500000US360610100002","Block Group 2; Census Tract 100; New York County; New York","91333","78939",
"1500000US360610101001","Block Group 1; Census Tract 101; New York County; New York","97242","35726",
"1500000US360610102001","Block Group 1; Census Tract 102; New York County; New York","-","**",
"1500000US360610102002","Block Group 2; Census Tract 102; New York County; New York","91250","15007",
"1500000US360610103001","Block Group 1; Census Tract 103; New York County; New York","90817","14968",
"1500000US360610103002","Block Group 2; Census Tract 103; New York County; New York","250,000+","***",
"1500000US360610104001","Block Group 1; Census Tract 104; New York County; New York","181333","50475",
"1500000US360610106010","Block Group 0; Census Tract 106.01; New York County; New York","-","**",
"1500000US360610106011","Block Group 1; Census Tract 106.01; New York County; New York","250,000+","***",
"1500000US360610106012","Block Group 2; Census Tract 106.01; New York County; New York","-","**",
"1500000US360610106013","Block Group 3; Census Tract 106.01; New York County; New York","250,000+","***",
"1500000US360610106014","Block Group 4; Census Tract 106.01; New York County; New York","250,000+","***",
"1500000US360610106015","Block Group 5; Census Tract 106.01; New York County; New York","144944","49573",
"1500000US360610106016","Block Group 6; Census Tract 106.01; New York County; New York","230700","147485",
"1500000US360610106020","Block Group 0; Census Tract 106.02; New York County; New York","-","**",
"1500000US360610106021","Block Group 1; Census Tract 106.02; New York County; New York","196771","81794",
"1500000US360610106022","Block Group 2; Census Tract 106.02; New York County; New York","157857","41194",
"1500000US360610106023","Block Group 3; Census Tract 106.02; New York County; New York","222063","61778",
"1500000US360610106024","Block Group 4; Census Tract 106.02; New York County; New York","143472","61861",
"1500000US360610108011","Block Group 1; Census Tract 108.01; New York County; New York","191542","36732",
"1500000US360610108012","Block Group 2; Census Tract 108.01; New York County; New York","226222","11383",
"1500000US360610108013","Block Group 3; Census Tract 108.01; New York County; New York","85870","47404",
"1500000US360610108021","Block Group 1; Census Tract 108.02; New York County; New York","114548","81394",
"1500000US360610108022","Block Group 2; Census Tract 108.02; New York County; New York","-","**",
"1500000US360610108023","Block Group 3; Census Tract 108.02; New York County; New York","132326","110425",
"1500000US360610108031","Block Group 1; Census Tract 108.03; New York County; New York","160139","65526",
"1500000US360610108032","Block Group 2; Census Tract 108.03; New York County; New York","152411","80614",
"1500000US360610109001","Block Group 1; Census Tract 109; New York County; New York","146042","12350",
"1500000US360610110001","Block Group 1; Census Tract 110; New York County; New York","174365","91215",
"1500000US360610110002","Block Group 2; Census Tract 110; New York County; New York","250,000+","***",
"1500000US360610110003","Block Group 3; Census Tract 110; New York County; New York","216466","97048",
"1500000US360610110004","Block Group 4; Census Tract 110; New York County; New York","118193","14329",
"1500000US360610110005","Block Group 5; Census Tract 110; New York County; New York","141973","35004",
"1500000US360610110006","Block Group 6; Census Tract 110; New York County; New York","136642","13109",
"1500000US360610111001","Block Group 1; Census Tract 111; New York County; New York","135821","53343",
"1500000US360610111002","Block Group 2; Census Tract 111; New York County; New York","65855","62361",
"1500000US360610111003","Block Group 3; Census Tract 111; New York County; New York","102297","32411",
"1500000US360610112011","Block Group 1; Census Tract 112.01; New York County; New York","198750","49019",
"1500000US360610112021","Block Group 1; Census Tract 112.02; New York County; New York","198000","44454",
"1500000US360610112031","Block Group 1; Census Tract 112.03; New York County; New York","173000","43667",
"1500000US360610112032","Block Group 2; Census Tract 112.03; New York County; New York","250,000+","***",
"1500000US360610113001","Block Group 1; Census Tract 113; New York County; New York","82500","55055",
"1500000US360610114011","Block Group 1; Census Tract 114.01; New York County; New York","250,000+","***",
"1500000US360610114012","Block Group 2; Census Tract 114.01; New York County; New York","250,000+","***",
"1500000US360610114021","Block Group 1; Census Tract 114.02; New York County; New York","220417","100689",
"1500000US360610114022","Block Group 2; Census Tract 114.02; New York County; New York","166429","30096",
"1500000US360610115001","Block Group 1; Census Tract 115; New York County; New York","128929","36307",
"1500000US360610115002","Block Group 2; Census Tract 115; New York County; New York","159286","46670",
"1500000US360610116000","Block Group 0; Census Tract 116; New York County; New York","-","**",
"1500000US360610116001","Block Group 1; Census Tract 116; New York County; New York","-","**",
"1500000US360610116002","Block Group 2; Census Tract 116; New York County; New York","127337","66762",
"1500000US360610116003","Block Group 3; Census Tract 116; New York County; New York","-","**",
"1500000US360610117000","Block Group 0; Census Tract 117; New York County; New York","-","**",
"1500000US360610117001","Block Group 1; Census Tract 117; New York County; New York","123056","122664",
"1500000US360610117002","Block Group 2; Census Tract 117; New York County; New York","109718","56031",
"1500000US360610117003","Block Group 3; Census Tract 117; New York County; New York","-","**",
"1500000US360610118001","Block Group 1; Census Tract 118; New York County; New York","159077","79591",
"1500000US360610118002","Block Group 2; Census Tract 118; New York County; New York","250,000+","***",
"1500000US360610118003","Block Group 3; Census Tract 118; New York County; New York","-","**",
"1500000US360610118004","Block Group 4; Census Tract 118; New York County; New York","162756","62006",
"1500000US360610118005","Block Group 5; Census Tract 118; New York County; New York","119114","24592",
"1500000US360610118006","Block Group 6; Census Tract 118; New York County; New York","186250","160860",
"1500000US360610118007","Block Group 7; Census Tract 118; New York County; New York","232056","168553",
"1500000US360610118008","Block Group 8; Census Tract 118; New York County; New York","215912","208942",
"1500000US360610119001","Block Group 1; Census Tract 119; New York County; New York","30129","15496",
"1500000US360610119002","Block Group 2; Census Tract 119; New York County; New York","15040","3869",
"1500000US360610120001","Block Group 1; Census Tract 120; New York County; New York","120417","67203",
"1500000US360610120002","Block Group 2; Census Tract 120; New York County; New York","-","**",
"1500000US360610120003","Block Group 3; Census Tract 120; New York County; New York","173845","36640",
"1500000US360610120004","Block Group 4; Census Tract 120; New York County; New York","250,000+","***",
"1500000US360610121011","Block Group 1; Census Tract 121.01; New York County; New York","84082","56485",
"1500000US360610121012","Block Group 2; Census Tract 121.01; New York County; New York","49890","11949",
"1500000US360610121021","Block Group 1; Census Tract 121.02; New York County; New York","66006","12827",
"1500000US360610121022","Block Group 2; Census Tract 121.02; New York County; New York","-","**",
"1500000US360610121023","Block Group 3; Census Tract 121.02; New York County; New York","118654","19212",
"1500000US360610121024","Block Group 4; Census Tract 121.02; New York County; New York","126783","46566",
"1500000US360610122001","Block Group 1; Census Tract 122; New York County; New York","242938","37558",
"1500000US360610122002","Block Group 2; Census Tract 122; New York County; New York","149712","82080",
"1500000US360610122003","Block Group 3; Census Tract 122; New York County; New York","250,000+","***",
"1500000US360610122004","Block Group 4; Census Tract 122; New York County; New York","218819","107592",
"1500000US360610124000","Block Group 0; Census Tract 124; New York County; New York","-","**",
"1500000US360610124001","Block Group 1; Census Tract 124; New York County; New York","112974","67747",
"1500000US360610124002","Block Group 2; Census Tract 124; New York County; New York","197578","88400",
"1500000US360610124003","Block Group 3; Census Tract 124; New York County; New York","170794","84122",
"1500000US360610124004","Block Group 4; Census Tract 124; New York County; New York","175765","24787",
"1500000US360610124005","Block Group 5; Census Tract 124; New York County; New York","250,000+","***",
"1500000US360610124006","Block Group 6; Census Tract 124; New York County; New York","-","**",
"1500000US360610124007","Block Group 7; Census Tract 124; New York County; New York","130025","71219",
"1500000US360610124008","Block Group 8; Census Tract 124; New York County; New York","115588","65888",
"1500000US360610125001","Block Group 1; Census Tract 125; New York County; New York","89773","58625",
"1500000US360610125002","Block Group 2; Census Tract 125; New York County; New York","225556","91609",
"1500000US360610125003","Block Group 3; Census Tract 125; New York County; New York","-","**",
"1500000US360610125004","Block Group 4; Census Tract 125; New York County; New York","238500","183771",
"1500000US360610126011","Block Group 1; Census Tract 126.01; New York County; New York","98029","72139",
"1500000US360610126012","Block Group 2; Census Tract 126.01; New York County; New York","-","**",
"1500000US360610126013","Block Group 3; Census Tract 126.01; New York County; New York","91618","35272",
"1500000US360610126014","Block Group 4; Census Tract 126.01; New York County; New York","-","**",
"1500000US360610126015","Block Group 5; Census Tract 126.01; New York County; New York","106420","46161",
"1500000US360610126021","Block Group 1; Census Tract 126.02; New York County; New York","149349","95441",
"1500000US360610126022","Block Group 2; Census Tract 126.02; New York County; New York","211490","64033",
"1500000US360610126023","Block Group 3; Census Tract 126.02; New York County; New York","250,000+","***",
"1500000US360610126024","Block Group 4; Census Tract 126.02; New York County; New York","115688","54255",
"1500000US360610127001","Block Group 1; Census Tract 127; New York County; New York","46652","43184",
"1500000US360610127002","Block Group 2; Census Tract 127; New York County; New York","159036","10984",
"1500000US360610127003","Block Group 3; Census Tract 127; New York County; New York","147315","115420",
"1500000US360610127004","Block Group 4; Census Tract 127; New York County; New York","113024","54273",
"1500000US360610127005","Block Group 5; Census Tract 127; New York County; New York","190652","134527",
"1500000US360610128001","Block Group 1; Census Tract 128; New York County; New York","157583","36352",
"1500000US360610128002","Block Group 2; Census Tract 128; New York County; New York","204333","83619",
"1500000US360610128003","Block Group 3; Census Tract 128; New York County; New York","235574","42058",
"1500000US360610128004","Block Group 4; Census Tract 128; New York County; New York","250,000+","***",
"1500000US360610128005","Block Group 5; Census Tract 128; New York County; New York","-","**",
"1500000US360610129010","Block Group 0; Census Tract 129.01; New York County; New York","-","**",
"1500000US360610129011","Block Group 1; Census Tract 129.01; New York County; New York","174114","81305",
"1500000US360610129012","Block Group 2; Census Tract 129.01; New York County; New York","103988","15479",
"1500000US360610129013","Block Group 3; Census Tract 129.01; New York County; New York","-","**",
"1500000US360610129014","Block Group 4; Census Tract 129.01; New York County; New York","-","**",
"1500000US360610129020","Block Group 0; Census Tract 129.02; New York County; New York","-","**",
"1500000US360610129021","Block Group 1; Census Tract 129.02; New York County; New York","86990","26874",
"1500000US360610129022","Block Group 2; Census Tract 129.02; New York County; New York","128967","55199",
"1500000US360610129023","Block Group 3; Census Tract 129.02; New York County; New York","-","**",
"1500000US360610130001","Block Group 1; Census Tract 130; New York County; New York","224063","118761",
"1500000US360610130002","Block Group 2; Census Tract 130; New York County; New York","187014","137322",
"1500000US360610130003","Block Group 3; Census Tract 130; New York County; New York","-","**",
"1500000US360610130004","Block Group 4; Census Tract 130; New York County; New York","211711","87115",
"1500000US360610131001","Block Group 1; Census Tract 131; New York County; New York","77941","63843",
"1500000US360610131002","Block Group 2; Census Tract 131; New York County; New York","230217","66750",
"1500000US360610131003","Block Group 3; Census Tract 131; New York County; New York","106627","47253",
"1500000US360610132010","Block Group 0; Census Tract 132.01; New York County; New York","-","**",
"1500000US360610132011","Block Group 1; Census Tract 132.01; New York County; New York","-","**",
"1500000US360610132012","Block Group 2; Census Tract 132.01; New York County; New York","174667","100691",
"1500000US360610132013","Block Group 3; Census Tract 132.01; New York County; New York","191386","150042",
"1500000US360610132021","Block Group 1; Census Tract 132.02; New York County; New York","-","**",
"1500000US360610132022","Block Group 2; Census Tract 132.02; New York County; New York","67802","59096",
"1500000US360610132023","Block Group 3; Census Tract 132.02; New York County; New York","101460","63485",
"1500000US360610132031","Block Group 1; Census Tract 132.03; New York County; New York","114513","92472",
"1500000US360610132032","Block Group 2; Census Tract 132.03; New York County; New York","159135","80454",
"1500000US360610132033","Block Group 3; Census Tract 132.03; New York County; New York","65570","56212",
"1500000US360610133001","Block Group 1; Census Tract 133; New York County; New York","227623","72581",
"1500000US360610133002","Block Group 2; Census Tract 133; New York County; New York","110136","64749",
"1500000US360610133003","Block Group 3; Census Tract 133; New York County; New York","112609","85919",
"1500000US360610133004","Block Group 4; Census Tract 133; New York County; New York","-","**",
"1500000US360610133005","Block Group 5; Census Tract 133; New York County; New York","93491","71878",
"1500000US360610134001","Block Group 1; Census Tract 134; New York County; New York","250,000+","***",
"1500000US360610134002","Block Group 2; Census Tract 134; New York County; New York","135288","117598",
"1500000US360610134003","Block Group 3; Census Tract 134; New York County; New York","64567","41967",
"1500000US360610134004","Block Group 4; Census Tract 134; New York County; New York","-","**",
"1500000US360610134005","Block Group 5; Census Tract 134; New York County; New York","157780","97841",
"1500000US360610134006","Block Group 6; Census Tract 134; New York County; New York","71667","38962",
"1500000US360610134007","Block Group 7; Census Tract 134; New York County; New York","140368","103654",
"1500000US360610134008","Block Group 8; Census Tract 134; New York County; New York","250,000+","***",
"1500000US360610134009","Block Group 9; Census Tract 134; New York County; New York","116605","35105",
"1500000US360610135010","Block Group 0; Census Tract 135.01; New York County; New York","-","**",
"1500000US360610135011","Block Group 1; Census Tract 135.01; New York County; New York","37057","32678",
"1500000US360610135012","Block Group 2; Census Tract 135.01; New York County; New York","123490","96962",
"1500000US360610135013","Block Group 3; Census Tract 135.01; New York County; New York","222966","148716",
"1500000US360610135014","Block Group 4; Census Tract 135.01; New York County; New York","-","**",
"1500000US360610135020","Block Group 0; Census Tract 135.02; New York County; New York","-","**",
"1500000US360610135021","Block Group 1; Census Tract 135.02; New York County; New York","-","**",
"1500000US360610135022","Block Group 2; Census Tract 135.02; New York County; New York","-","**",
"1500000US360610135023","Block Group 3; Census Tract 135.02; New York County; New York","170700","117755",
"1500000US360610135024","Block Group 4; Census Tract 135.02; New York County; New York","-","**",
"1500000US360610135025","Block Group 5; Census Tract 135.02; New York County; New York","-","**",
"1500000US360610136010","Block Group 0; Census Tract 136.01; New York County; New York","-","**",
"1500000US360610136011","Block Group 1; Census Tract 136.01; New York County; New York","243496","54397",
"1500000US360610136021","Block Group 1; Census Tract 136.02; New York County; New York","186544","73124",
"1500000US360610136022","Block Group 2; Census Tract 136.02; New York County; New York","96250","35398",
"1500000US360610136023","Block Group 3; Census Tract 136.02; New York County; New York","213979","135367",
"1500000US360610136031","Block Group 1; Census Tract 136.03; New York County; New York","163676","98068",
"1500000US360610136032","Block Group 2; Census Tract 136.03; New York County; New York","-","**",
"1500000US360610136033","Block Group 3; Census Tract 136.03; New York County; New York","114706","63231",
"1500000US360610136041","Block Group 1; Census Tract 136.04; New York County; New York","85357","56502",
"1500000US360610136042","Block Group 2; Census Tract 136.04; New York County; New York","215911","885",
"1500000US360610136043","Block Group 3; Census Tract 136.04; New York County; New York","114250","111868",
"1500000US360610136044","Block Group 4; Census Tract 136.04; New York County; New York","229484","138763",
"1500000US360610137001","Block Group 1; Census Tract 137; New York County; New York","250,000+","***",
"1500000US360610137002","Block Group 2; Census Tract 137; New York County; New York","151707","115716",
"1500000US360610137003","Block Group 3; Census Tract 137; New York County; New York","-","**",
"1500000US360610137004","Block Group 4; Census Tract 137; New York County; New York","-","**",
"1500000US360610137005","Block Group 5; Census Tract 137; New York County; New York","212344","71504",
"1500000US360610137006","Block Group 6; Census Tract 137; New York County; New York","207949","80977",
"1500000US360610138001","Block Group 1; Census Tract 138; New York County; New York","-","**",
"1500000US360610138002","Block Group 2; Census Tract 138; New York County; New York","124542","106353",
"1500000US360610138003","Block Group 3; Census Tract 138; New York County; New York","173018","53930",
"1500000US360610138004","Block Group 4; Census Tract 138; New York County; New York","131050","3444",
"1500000US360610138005","Block Group 5; Census Tract 138; New York County; New York","250,000+","***",
"1500000US360610138006","Block Group 6; Census Tract 138; New York County; New York","113523","71423",
"1500000US360610138007","Block Group 7; Census Tract 138; New York County; New York","152091","129370",
"1500000US360610138008","Block Group 8; Census Tract 138; New York County; New York","199015","65042",
"1500000US360610138009","Block Group 9; Census Tract 138; New York County; New York","106729","57120",
"1500000US360610139001","Block Group 1; Census Tract 139; New York County; New York","-","**",
"1500000US360610139002","Block Group 2; Census Tract 139; New York County; New York","120538","74390",
"1500000US360610139003","Block Group 3; Census Tract 139; New York County; New York","-","**",
"1500000US360610139004","Block Group 4; Census Tract 139; New York County; New York","125865","39880",
"1500000US360610139005","Block Group 5; Census Tract 139; New York County; New York","82560","65986",
"1500000US360610139006","Block Group 6; Census Tract 139; New York County; New York","167536","91356",
"1500000US360610139007","Block Group 7; Census Tract 139; New York County; New York","73926","52426",
"1500000US360610140001","Block Group 1; Census Tract 140; New York County; New York","118917","43060",
"1500000US360610140002","Block Group 2; Census Tract 140; New York County; New York","131048","93966",
"1500000US360610140003","Block Group 3; Census Tract 140; New York County; New York","-","**",
"1500000US360610140004","Block Group 4; Census Tract 140; New York County; New York","250,000+","***",
"1500000US360610140005","Block Group 5; Census Tract 140; New York County; New York","250,000+","***",
"1500000US360610140006","Block Group 6; Census Tract 140; New York County; New York","193750","104946",
"1500000US360610142001","Block Group 1; Census Tract 142; New York County; New York","222415","125543",
"1500000US360610142002","Block Group 2; Census Tract 142; New York County; New York","250,000+","***",
"1500000US360610142003","Block Group 3; Census Tract 142; New York County; New York","-","**",
"1500000US360610142004","Block Group 4; Census Tract 142; New York County; New York","-","**",
