"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2022 inflation-adjusted dollars)",
"1500000US360050394002","Block Group 2; Census Tract 394; Bronx County; New York","52037","37379",
"1500000US360050394003","Block Group 3; Census Tract 394; Bronx County; New York","91125","27455",
"1500000US360050394004","Block Group 4; Census Tract 394; Bronx County; New York","25500","12610",
"1500000US360050395001","Block Group 1; Census Tract 395; Bronx County; New York","-","**",
"1500000US360050395002","Block Group 2; Census Tract 395; Bronx County; New York","46898","38617",
"1500000US360050395003","Block Group 3; Census Tract 395; Bronx County; New York","-","**",
"1500000US360050395004","Block Group 4; Census Tract 395; Bronx County; New York","-","**",
"1500000US360050396001","Block Group 1; Census Tract 396; Bronx County; New York","38194","31870",
"1500000US360050396002","Block Group 2; Census Tract 396; Bronx County; New York","41852","20641",
"1500000US360050396003","Block Group 3; Census Tract 396; Bronx County; New York","48063","45700",
"1500000US360050396004","Block Group 4; Census Tract 396; Bronx County; New York","35660","20011",
"1500000US360050397001","Block Group 1; Census Tract 397; Bronx County; New York","19375","12260",
"1500000US360050397002","Block Group 2; Census Tract 397; Bronx County; New York","37368","11708",
"1500000US360050398001","Block Group 1; Census Tract 398; Bronx County; New York","-","**",
"1500000US360050398002","Block Group 2; Census Tract 398; Bronx County; New York","-","**",
"1500000US360050398003","Block Group 3; Census Tract 398; Bronx County; New York","61038","12662",
"1500000US360050399011","Block Group 1; Census Tract 399.01; Bronx County; New York","41184","15932",
"1500000US360050399012","Block Group 2; Census Tract 399.01; Bronx County; New York","19655","19640",
"1500000US360050399013","Block Group 3; Census Tract 399.01; Bronx County; New York","54073","39209",
"1500000US360050399014","Block Group 4; Census Tract 399.01; Bronx County; New York","41091","16141",
"1500000US360050399015","Block Group 5; Census Tract 399.01; Bronx County; New York","-","**",
"1500000US360050399021","Block Group 1; Census Tract 399.02; Bronx County; New York","47188","8767",
"1500000US360050399022","Block Group 2; Census Tract 399.02; Bronx County; New York","39583","31003",
"1500000US360050399023","Block Group 3; Census Tract 399.02; Bronx County; New York","66354","18286",
"1500000US360050399024","Block Group 4; Census Tract 399.02; Bronx County; New York","51528","27732",
"1500000US360050399025","Block Group 5; Census Tract 399.02; Bronx County; New York","51522","16499",
"1500000US360050401001","Block Group 1; Census Tract 401; Bronx County; New York","26489","13124",
"1500000US360050401002","Block Group 2; Census Tract 401; Bronx County; New York","26563","9547",
"1500000US360050401003","Block Group 3; Census Tract 401; Bronx County; New York","28638","9376",
"1500000US360050401004","Block Group 4; Census Tract 401; Bronx County; New York","62171","55287",
"1500000US360050401005","Block Group 5; Census Tract 401; Bronx County; New York","2,500-","***",
"1500000US360050403021","Block Group 1; Census Tract 403.02; Bronx County; New York","54948","26648",
"1500000US360050403022","Block Group 2; Census Tract 403.02; Bronx County; New York","41766","25158",
"1500000US360050403023","Block Group 3; Census Tract 403.02; Bronx County; New York","-","**",
"1500000US360050403031","Block Group 1; Census Tract 403.03; Bronx County; New York","46583","19626",
"1500000US360050403032","Block Group 2; Census Tract 403.03; Bronx County; New York","53177","14979",
"1500000US360050403033","Block Group 3; Census Tract 403.03; Bronx County; New York","25625","14045",
"1500000US360050403041","Block Group 1; Census Tract 403.04; Bronx County; New York","25169","13841",
"1500000US360050403042","Block Group 2; Census Tract 403.04; Bronx County; New York","48715","16854",
"1500000US360050403043","Block Group 3; Census Tract 403.04; Bronx County; New York","20862","11897",
"1500000US360050404001","Block Group 1; Census Tract 404; Bronx County; New York","103105","16003",
"1500000US360050404002","Block Group 2; Census Tract 404; Bronx County; New York","39504","13188",
"1500000US360050404003","Block Group 3; Census Tract 404; Bronx County; New York","-","**",
"1500000US360050405011","Block Group 1; Census Tract 405.01; Bronx County; New York","41589","8415",
"1500000US360050405012","Block Group 2; Census Tract 405.01; Bronx County; New York","41838","20327",
"1500000US360050405013","Block Group 3; Census Tract 405.01; Bronx County; New York","50509","31343",
"1500000US360050405021","Block Group 1; Census Tract 405.02; Bronx County; New York","35778","17721",
"1500000US360050405022","Block Group 2; Census Tract 405.02; Bronx County; New York","51764","3053",
"1500000US360050405023","Block Group 3; Census Tract 405.02; Bronx County; New York","38355","27318",
"1500000US360050405024","Block Group 4; Census Tract 405.02; Bronx County; New York","-","**",
"1500000US360050405025","Block Group 5; Census Tract 405.02; Bronx County; New York","-","**",
"1500000US360050405026","Block Group 6; Census Tract 405.02; Bronx County; New York","38375","35956",
"1500000US360050406001","Block Group 1; Census Tract 406; Bronx County; New York","76500","33392",
"1500000US360050406002","Block Group 2; Census Tract 406; Bronx County; New York","28750","19783",
"1500000US360050406003","Block Group 3; Census Tract 406; Bronx County; New York","46291","19592",
"1500000US360050407011","Block Group 1; Census Tract 407.01; Bronx County; New York","47200","10044",
"1500000US360050407012","Block Group 2; Census Tract 407.01; Bronx County; New York","42031","13908",
"1500000US360050407013","Block Group 3; Census Tract 407.01; Bronx County; New York","51366","3621",
"1500000US360050407021","Block Group 1; Census Tract 407.02; Bronx County; New York","-","**",
"1500000US360050407022","Block Group 2; Census Tract 407.02; Bronx County; New York","26818","16582",
"1500000US360050407023","Block Group 3; Census Tract 407.02; Bronx County; New York","43906","12749",
"1500000US360050407024","Block Group 4; Census Tract 407.02; Bronx County; New York","34695","18913",
"1500000US360050407025","Block Group 5; Census Tract 407.02; Bronx County; New York","21657","17290",
"1500000US360050408001","Block Group 1; Census Tract 408; Bronx County; New York","-","**",
"1500000US360050408002","Block Group 2; Census Tract 408; Bronx County; New York","-","**",
"1500000US360050408003","Block Group 3; Census Tract 408; Bronx County; New York","35456","5887",
"1500000US360050408004","Block Group 4; Census Tract 408; Bronx County; New York","41541","13707",
"1500000US360050409001","Block Group 1; Census Tract 409; Bronx County; New York","57143","15769",
"1500000US360050409002","Block Group 2; Census Tract 409; Bronx County; New York","-","**",
"1500000US360050411001","Block Group 1; Census Tract 411; Bronx County; New York","67146","11309",
"1500000US360050411002","Block Group 2; Census Tract 411; Bronx County; New York","33187","12326",
"1500000US360050411003","Block Group 3; Census Tract 411; Bronx County; New York","51280","13700",
"1500000US360050413001","Block Group 1; Census Tract 413; Bronx County; New York","59148","14574",
"1500000US360050413002","Block Group 2; Census Tract 413; Bronx County; New York","76019","30617",
"1500000US360050413003","Block Group 3; Census Tract 413; Bronx County; New York","60871","23901",
"1500000US360050413004","Block Group 4; Census Tract 413; Bronx County; New York","48097","17936",
"1500000US360050413005","Block Group 5; Census Tract 413; Bronx County; New York","58026","18110",
"1500000US360050413006","Block Group 6; Census Tract 413; Bronx County; New York","69181","33596",
"1500000US360050413007","Block Group 7; Census Tract 413; Bronx County; New York","73529","14505",
"1500000US360050414001","Block Group 1; Census Tract 414; Bronx County; New York","146515","98665",
"1500000US360050414002","Block Group 2; Census Tract 414; Bronx County; New York","33949","2238",
"1500000US360050414003","Block Group 3; Census Tract 414; Bronx County; New York","-","**",
"1500000US360050414004","Block Group 4; Census Tract 414; Bronx County; New York","59806","15053",
"1500000US360050415001","Block Group 1; Census Tract 415; Bronx County; New York","35028","13530",
"1500000US360050415002","Block Group 2; Census Tract 415; Bronx County; New York","52639","19659",
"1500000US360050415003","Block Group 3; Census Tract 415; Bronx County; New York","38125","30261",
"1500000US360050415004","Block Group 4; Census Tract 415; Bronx County; New York","-","**",
"1500000US360050415005","Block Group 5; Census Tract 415; Bronx County; New York","38590","37428",
"1500000US360050415006","Block Group 6; Census Tract 415; Bronx County; New York","67216","44255",
"1500000US360050418001","Block Group 1; Census Tract 418; Bronx County; New York","50096","49459",
"1500000US360050418002","Block Group 2; Census Tract 418; Bronx County; New York","-","**",
"1500000US360050418003","Block Group 3; Census Tract 418; Bronx County; New York","45273","32766",
"1500000US360050418004","Block Group 4; Census Tract 418; Bronx County; New York","69250","40302",
"1500000US360050419001","Block Group 1; Census Tract 419; Bronx County; New York","62988","26998",
"1500000US360050419002","Block Group 2; Census Tract 419; Bronx County; New York","-","**",
"1500000US360050419003","Block Group 3; Census Tract 419; Bronx County; New York","15916","10118",
"1500000US360050419004","Block Group 4; Census Tract 419; Bronx County; New York","-","**",
"1500000US360050419005","Block Group 5; Census Tract 419; Bronx County; New York","21534","10454",
"1500000US360050419006","Block Group 6; Census Tract 419; Bronx County; New York","51928","15319",
"1500000US360050419007","Block Group 7; Census Tract 419; Bronx County; New York","90464","19978",
"1500000US360050420001","Block Group 1; Census Tract 420; Bronx County; New York","-","**",
"1500000US360050420002","Block Group 2; Census Tract 420; Bronx County; New York","-","**",
"1500000US360050420003","Block Group 3; Census Tract 420; Bronx County; New York","-","**",
"1500000US360050421001","Block Group 1; Census Tract 421; Bronx County; New York","78158","16851",
"1500000US360050421002","Block Group 2; Census Tract 421; Bronx County; New York","66319","39264",
"1500000US360050421003","Block Group 3; Census Tract 421; Bronx County; New York","-","**",
"1500000US360050421004","Block Group 4; Census Tract 421; Bronx County; New York","36295","12956",
"1500000US360050421005","Block Group 5; Census Tract 421; Bronx County; New York","38750","21216",
"1500000US360050422001","Block Group 1; Census Tract 422; Bronx County; New York","95966","48340",
"1500000US360050422002","Block Group 2; Census Tract 422; Bronx County; New York","70288","37774",
"1500000US360050423001","Block Group 1; Census Tract 423; Bronx County; New York","-","**",
"1500000US360050423002","Block Group 2; Census Tract 423; Bronx County; New York","72614","30369",
"1500000US360050423003","Block Group 3; Census Tract 423; Bronx County; New York","64712","24117",
"1500000US360050424001","Block Group 1; Census Tract 424; Bronx County; New York","103207","59255",
"1500000US360050424002","Block Group 2; Census Tract 424; Bronx County; New York","93462","16151",
"1500000US360050425001","Block Group 1; Census Tract 425; Bronx County; New York","-","**",
"1500000US360050425002","Block Group 2; Census Tract 425; Bronx County; New York","46528","45067",
"1500000US360050425003","Block Group 3; Census Tract 425; Bronx County; New York","63071","23283",
"1500000US360050425004","Block Group 4; Census Tract 425; Bronx County; New York","-","**",
"1500000US360050425005","Block Group 5; Census Tract 425; Bronx County; New York","-","**",
"1500000US360050425006","Block Group 6; Census Tract 425; Bronx County; New York","39375","29210",
"1500000US360050425007","Block Group 7; Census Tract 425; Bronx County; New York","24706","10620",
"1500000US360050426001","Block Group 1; Census Tract 426; Bronx County; New York","157962","34745",
"1500000US360050426002","Block Group 2; Census Tract 426; Bronx County; New York","55340","29891",
"1500000US360050426003","Block Group 3; Census Tract 426; Bronx County; New York","108864","7160",
"1500000US360050426004","Block Group 4; Census Tract 426; Bronx County; New York","-","**",
"1500000US360050426005","Block Group 5; Census Tract 426; Bronx County; New York","77041","17960",
"1500000US360050426006","Block Group 6; Census Tract 426; Bronx County; New York","250,000+","***",
"1500000US360050428001","Block Group 1; Census Tract 428; Bronx County; New York","-","**",
"1500000US360050428002","Block Group 2; Census Tract 428; Bronx County; New York","70781","34142",
"1500000US360050429011","Block Group 1; Census Tract 429.01; Bronx County; New York","42230","25323",
"1500000US360050429012","Block Group 2; Census Tract 429.01; Bronx County; New York","68500","30955",
"1500000US360050429013","Block Group 3; Census Tract 429.01; Bronx County; New York","32556","25356",
"1500000US360050429021","Block Group 1; Census Tract 429.02; Bronx County; New York","38750","15545",
"1500000US360050429022","Block Group 2; Census Tract 429.02; Bronx County; New York","49605","33919",
"1500000US360050429023","Block Group 3; Census Tract 429.02; Bronx County; New York","59861","14681",
"1500000US360050430001","Block Group 1; Census Tract 430; Bronx County; New York","107068","36501",
"1500000US360050430002","Block Group 2; Census Tract 430; Bronx County; New York","-","**",
"1500000US360050430003","Block Group 3; Census Tract 430; Bronx County; New York","80807","68301",
"1500000US360050431011","Block Group 1; Census Tract 431.01; Bronx County; New York","-","**",
"1500000US360050431012","Block Group 2; Census Tract 431.01; Bronx County; New York","-","**",
"1500000US360050431013","Block Group 3; Census Tract 431.01; Bronx County; New York","46495","36433",
"1500000US360050431014","Block Group 4; Census Tract 431.01; Bronx County; New York","68429","43822",
"1500000US360050431021","Block Group 1; Census Tract 431.02; Bronx County; New York","-","**",
"1500000US360050431022","Block Group 2; Census Tract 431.02; Bronx County; New York","29622","12519",
"1500000US360050431023","Block Group 3; Census Tract 431.02; Bronx County; New York","42911","10443",
"1500000US360050434001","Block Group 1; Census Tract 434; Bronx County; New York","78163","35736",
"1500000US360050434002","Block Group 2; Census Tract 434; Bronx County; New York","-","**",
"1500000US360050434003","Block Group 3; Census Tract 434; Bronx County; New York","-","**",
"1500000US360050434004","Block Group 4; Census Tract 434; Bronx County; New York","70862","67909",
"1500000US360050435011","Block Group 1; Census Tract 435.01; Bronx County; New York","26523","8451",
"1500000US360050435021","Block Group 1; Census Tract 435.02; Bronx County; New York","-","**",
"1500000US360050435031","Block Group 1; Census Tract 435.03; Bronx County; New York","88438","56924",
"1500000US360050436001","Block Group 1; Census Tract 436; Bronx County; New York","82356","11571",
"1500000US360050436002","Block Group 2; Census Tract 436; Bronx County; New York","38781","24847",
"1500000US360050442001","Block Group 1; Census Tract 442; Bronx County; New York","33859","30244",
"1500000US360050442002","Block Group 2; Census Tract 442; Bronx County; New York","-","**",
"1500000US360050442003","Block Group 3; Census Tract 442; Bronx County; New York","75399","13612",
"1500000US360050442004","Block Group 4; Census Tract 442; Bronx County; New York","-","**",
"1500000US360050442005","Block Group 5; Census Tract 442; Bronx County; New York","-","**",
"1500000US360050444001","Block Group 1; Census Tract 444; Bronx County; New York","120921","28655",
"1500000US360050444002","Block Group 2; Census Tract 444; Bronx County; New York","106755","29845",
"1500000US360050444003","Block Group 3; Census Tract 444; Bronx County; New York","84091","23188",
"1500000US360050444004","Block Group 4; Census Tract 444; Bronx County; New York","-","**",
"1500000US360050448001","Block Group 1; Census Tract 448; Bronx County; New York","84438","58505",
"1500000US360050448002","Block Group 2; Census Tract 448; Bronx County; New York","137941","89429",
"1500000US360050449011","Block Group 1; Census Tract 449.01; Bronx County; New York","84940","45082",
"1500000US360050449012","Block Group 2; Census Tract 449.01; Bronx County; New York","98300","38626",
"1500000US360050449021","Block Group 1; Census Tract 449.02; Bronx County; New York","106389","38009",
"1500000US360050449022","Block Group 2; Census Tract 449.02; Bronx County; New York","76406","25818",
"1500000US360050451011","Block Group 1; Census Tract 451.01; Bronx County; New York","105481","31839",
"1500000US360050451012","Block Group 2; Census Tract 451.01; Bronx County; New York","59549","24283",
"1500000US360050451021","Block Group 1; Census Tract 451.02; Bronx County; New York","155486","23835",
"1500000US360050451022","Block Group 2; Census Tract 451.02; Bronx County; New York","91378","4000",
"1500000US360050456001","Block Group 1; Census Tract 456; Bronx County; New York","-","**",
"1500000US360050456002","Block Group 2; Census Tract 456; Bronx County; New York","142734","118801",
"1500000US360050456003","Block Group 3; Census Tract 456; Bronx County; New York","-","**",
"1500000US360050458001","Block Group 1; Census Tract 458; Bronx County; New York","-","**",
"1500000US360050458002","Block Group 2; Census Tract 458; Bronx County; New York","-","**",
"1500000US360050458003","Block Group 3; Census Tract 458; Bronx County; New York","-","**",
"1500000US360050458004","Block Group 4; Census Tract 458; Bronx County; New York","24465","6134",
"1500000US360050460001","Block Group 1; Census Tract 460; Bronx County; New York","40273","30418",
"1500000US360050460002","Block Group 2; Census Tract 460; Bronx County; New York","-","**",
"1500000US360050462031","Block Group 1; Census Tract 462.03; Bronx County; New York","38773","10808",
"1500000US360050462032","Block Group 2; Census Tract 462.03; Bronx County; New York","-","**",
"1500000US360050462033","Block Group 3; Census Tract 462.03; Bronx County; New York","47091","24816",
"1500000US360050462041","Block Group 1; Census Tract 462.04; Bronx County; New York","98632","40080",
"1500000US360050462042","Block Group 2; Census Tract 462.04; Bronx County; New York","72542","43212",
"1500000US360050462043","Block Group 3; Census Tract 462.04; Bronx County; New York","-","**",
"1500000US360050462044","Block Group 4; Census Tract 462.04; Bronx County; New York","52456","40554",
"1500000US360050462051","Block Group 1; Census Tract 462.05; Bronx County; New York","-","**",
"1500000US360050462052","Block Group 2; Census Tract 462.05; Bronx County; New York","47227","42278",
"1500000US360050462053","Block Group 3; Census Tract 462.05; Bronx County; New York","61568","4096",
"1500000US360050462054","Block Group 4; Census Tract 462.05; Bronx County; New York","-","**",
"1500000US360050462055","Block Group 5; Census Tract 462.05; Bronx County; New York","-","**",
"1500000US360050462061","Block Group 1; Census Tract 462.06; Bronx County; New York","-","**",
"1500000US360050462062","Block Group 2; Census Tract 462.06; Bronx County; New York","39743","17469",
"1500000US360050462063","Block Group 3; Census Tract 462.06; Bronx County; New York","-","**",
"1500000US360050462064","Block Group 4; Census Tract 462.06; Bronx County; New York","58952","43835",
"1500000US360050462071","Block Group 1; Census Tract 462.07; Bronx County; New York","103106","50874",
"1500000US360050462072","Block Group 2; Census Tract 462.07; Bronx County; New York","-","**",
"1500000US360050462073","Block Group 3; Census Tract 462.07; Bronx County; New York","68972","25262",
"1500000US360050462081","Block Group 1; Census Tract 462.08; Bronx County; New York","115221","75398",
"1500000US360050462082","Block Group 2; Census Tract 462.08; Bronx County; New York","-","**",
"1500000US360050462083","Block Group 3; Census Tract 462.08; Bronx County; New York","108676","96431",
"1500000US360050462084","Block Group 4; Census Tract 462.08; Bronx County; New York","72871","12621",
"1500000US360050462091","Block Group 1; Census Tract 462.09; Bronx County; New York","28576","11739",
"1500000US360050462092","Block Group 2; Census Tract 462.09; Bronx County; New York","-","**",
"1500000US360050462093","Block Group 3; Census Tract 462.09; Bronx County; New York","-","**",
"1500000US360050484011","Block Group 1; Census Tract 484.01; Bronx County; New York","112857","49384",
"1500000US360050484012","Block Group 2; Census Tract 484.01; Bronx County; New York","-","**",
"1500000US360050484013","Block Group 3; Census Tract 484.01; Bronx County; New York","83500","42154",
"1500000US360050484021","Block Group 1; Census Tract 484.02; Bronx County; New York","-","**",
"1500000US360050504000","Block Group 0; Census Tract 504; Bronx County; New York","-","**",
"1500000US360050504001","Block Group 1; Census Tract 504; Bronx County; New York","-","**",
"1500000US360050516010","Block Group 0; Census Tract 516.01; Bronx County; New York","-","**",
"1500000US360050516011","Block Group 1; Census Tract 516.01; Bronx County; New York","-","**",
"1500000US360050516012","Block Group 2; Census Tract 516.01; Bronx County; New York","128735","51753",
"1500000US360050516013","Block Group 3; Census Tract 516.01; Bronx County; New York","170242","57170",
"1500000US360050516014","Block Group 4; Census Tract 516.01; Bronx County; New York","115494","101617",
"1500000US360050516015","Block Group 5; Census Tract 516.01; Bronx County; New York","-","**",
"1500000US360050516020","Block Group 0; Census Tract 516.02; Bronx County; New York","-","**",
"1500000US360050516021","Block Group 1; Census Tract 516.02; Bronx County; New York","-","**",
"1500000US360470001001","Block Group 1; Census Tract 1; Kings County; New York","250,000+","***",
"1500000US360470001002","Block Group 2; Census Tract 1; Kings County; New York","120966","57540",
"1500000US360470001003","Block Group 3; Census Tract 1; Kings County; New York","178558","152340",
"1500000US360470001004","Block Group 4; Census Tract 1; Kings County; New York","100689","34029",
"1500000US360470002001","Block Group 1; Census Tract 2; Kings County; New York","78942","20427",
"1500000US360470003011","Block Group 1; Census Tract 3.01; Kings County; New York","169097","156301",
"1500000US360470003012","Block Group 2; Census Tract 3.01; Kings County; New York","178992","141756",
"1500000US360470003013","Block Group 3; Census Tract 3.01; Kings County; New York","-","**",
"1500000US360470003014","Block Group 4; Census Tract 3.01; Kings County; New York","250,000+","***",
"1500000US360470003015","Block Group 5; Census Tract 3.01; Kings County; New York","171053","128863",
"1500000US360470005011","Block Group 1; Census Tract 5.01; Kings County; New York","134769","45955",
"1500000US360470005012","Block Group 2; Census Tract 5.01; Kings County; New York","160486","123388",
"1500000US360470005013","Block Group 3; Census Tract 5.01; Kings County; New York","122500","77739",
"1500000US360470005021","Block Group 1; Census Tract 5.02; Kings County; New York","185694","37142",
"1500000US360470005022","Block Group 2; Census Tract 5.02; Kings County; New York","143438","43214",
"1500000US360470007001","Block Group 1; Census Tract 7; Kings County; New York","189375","101616",
"1500000US360470007002","Block Group 2; Census Tract 7; Kings County; New York","175962","108726",
"1500000US360470007003","Block Group 3; Census Tract 7; Kings County; New York","169784","50494",
"1500000US360470009001","Block Group 1; Census Tract 9; Kings County; New York","230856","35718",
"1500000US360470009002","Block Group 2; Census Tract 9; Kings County; New York","167262","155061",
"1500000US360470011001","Block Group 1; Census Tract 11; Kings County; New York","166250","46398",
"1500000US360470013001","Block Group 1; Census Tract 13; Kings County; New York","148542","37578",
"1500000US360470013002","Block Group 2; Census Tract 13; Kings County; New York","-","**",
"1500000US360470015011","Block Group 1; Census Tract 15.01; Kings County; New York","164500","46851",
"1500000US360470015012","Block Group 2; Census Tract 15.01; Kings County; New York","47591","9581",
"1500000US360470015021","Block Group 1; Census Tract 15.02; Kings County; New York","130471","10487",
"1500000US360470018010","Block Group 0; Census Tract 18.01; Kings County; New York","-","**",
"1500000US360470018011","Block Group 1; Census Tract 18.01; Kings County; New York","-","**",
"1500000US360470018012","Block Group 2; Census Tract 18.01; Kings County; New York","-","**",
"1500000US360470018020","Block Group 0; Census Tract 18.02; Kings County; New York","-","**",
"1500000US360470018021","Block Group 1; Census Tract 18.02; Kings County; New York","-","**",
"1500000US360470018030","Block Group 0; Census Tract 18.03; Kings County; New York","-","**",
"1500000US360470018031","Block Group 1; Census Tract 18.03; Kings County; New York","-","**",
"1500000US360470018040","Block Group 0; Census Tract 18.04; Kings County; New York","-","**",
"1500000US360470018041","Block Group 1; Census Tract 18.04; Kings County; New York","-","**",
"1500000US360470020001","Block Group 1; Census Tract 20; Kings County; New York","91176","16480",
"1500000US360470020002","Block Group 2; Census Tract 20; Kings County; New York","70688","38070",
"1500000US360470021001","Block Group 1; Census Tract 21; Kings County; New York","250,000+","***",
"1500000US360470021002","Block Group 2; Census Tract 21; Kings County; New York","250,000+","***",
"1500000US360470021003","Block Group 3; Census Tract 21; Kings County; New York","234564","59981",
"1500000US360470022001","Block Group 1; Census Tract 22; Kings County; New York","37417","10464",
"1500000US360470022002","Block Group 2; Census Tract 22; Kings County; New York","45724","19771",
"1500000US360470022003","Block Group 3; Census Tract 22; Kings County; New York","-","**",
"1500000US360470022004","Block Group 4; Census Tract 22; Kings County; New York","26167","14370",
"1500000US360470023001","Block Group 1; Census Tract 23; Kings County; New York","21747","8006",
"1500000US360470023002","Block Group 2; Census Tract 23; Kings County; New York","21147","5432",
"1500000US360470023003","Block Group 3; Census Tract 23; Kings County; New York","34047","5121",
"1500000US360470029011","Block Group 1; Census Tract 29.01; Kings County; New York","23829","5069",
"1500000US360470029012","Block Group 2; Census Tract 29.01; Kings County; New York","-","**",
"1500000US360470030001","Block Group 1; Census Tract 30; Kings County; New York","124593","11957",
"1500000US360470030002","Block Group 2; Census Tract 30; Kings County; New York","80288","22338",
"1500000US360470031011","Block Group 1; Census Tract 31.01; Kings County; New York","174722","39932",
"1500000US360470031012","Block Group 2; Census Tract 31.01; Kings County; New York","-","**",
"1500000US360470031013","Block Group 3; Census Tract 31.01; Kings County; New York","-","**",
"1500000US360470031021","Block Group 1; Census Tract 31.02; Kings County; New York","-","**",
"1500000US360470033001","Block Group 1; Census Tract 33; Kings County; New York","137250","86995",
"1500000US360470033002","Block Group 2; Census Tract 33; Kings County; New York","124183","35323",
"1500000US360470034000","Block Group 0; Census Tract 34; Kings County; New York","-","**",
"1500000US360470034001","Block Group 1; Census Tract 34; Kings County; New York","80625","65735",
"1500000US360470034002","Block Group 2; Census Tract 34; Kings County; New York","106713","10874",
"1500000US360470034003","Block Group 3; Census Tract 34; Kings County; New York","90469","51241",
"1500000US360470035001","Block Group 1; Census Tract 35; Kings County; New York","146818","20630",
"1500000US360470035002","Block Group 2; Census Tract 35; Kings County; New York","79844","60627",
"1500000US360470036001","Block Group 1; Census Tract 36; Kings County; New York","98300","15959",
"1500000US360470036002","Block Group 2; Census Tract 36; Kings County; New York","65815","28828",
"1500000US360470036003","Block Group 3; Census Tract 36; Kings County; New York","107258","39791",
"1500000US360470037001","Block Group 1; Census Tract 37; Kings County; New York","169709","21416",
"1500000US360470038000","Block Group 0; Census Tract 38; Kings County; New York","-","**",
"1500000US360470038001","Block Group 1; Census Tract 38; Kings County; New York","142644","75810",
"1500000US360470039001","Block Group 1; Census Tract 39; Kings County; New York","150724","32441",
"1500000US360470039002","Block Group 2; Census Tract 39; Kings County; New York","93519","27137",
"1500000US360470039003","Block Group 3; Census Tract 39; Kings County; New York","242750","138671",
"1500000US360470041001","Block Group 1; Census Tract 41; Kings County; New York","163188","49817",
"1500000US360470041002","Block Group 2; Census Tract 41; Kings County; New York","250,000+","***",
"1500000US360470041003","Block Group 3; Census Tract 41; Kings County; New York","225729","81392",
"1500000US360470043001","Block Group 1; Census Tract 43; Kings County; New York","-","**",
"1500000US360470043002","Block Group 2; Census Tract 43; Kings County; New York","157143","76472",
"1500000US360470043003","Block Group 3; Census Tract 43; Kings County; New York","149345","51251",
"1500000US360470043004","Block Group 4; Census Tract 43; Kings County; New York","176563","42656",
"1500000US360470044000","Block Group 0; Census Tract 44; Kings County; New York","-","**",
"1500000US360470044001","Block Group 1; Census Tract 44; Kings County; New York","186750","29605",
"1500000US360470044002","Block Group 2; Census Tract 44; Kings County; New York","73971","36484",
"1500000US360470045001","Block Group 1; Census Tract 45; Kings County; New York","166042","63815",
"1500000US360470045002","Block Group 2; Census Tract 45; Kings County; New York","163664","21040",
"1500000US360470045003","Block Group 3; Census Tract 45; Kings County; New York","170357","70785",
"1500000US360470045004","Block Group 4; Census Tract 45; Kings County; New York","176875","95059",
"1500000US360470046000","Block Group 0; Census Tract 46; Kings County; New York","-","**",
"1500000US360470046001","Block Group 1; Census Tract 46; Kings County; New York","-","**",
"1500000US360470047001","Block Group 1; Census Tract 47; Kings County; New York","145417","75306",
"1500000US360470049001","Block Group 1; Census Tract 49; Kings County; New York","250,000+","***",
"1500000US360470049002","Block Group 2; Census Tract 49; Kings County; New York","132292","71165",
"1500000US360470049003","Block Group 3; Census Tract 49; Kings County; New York","150642","36721",
"1500000US360470050000","Block Group 0; Census Tract 50; Kings County; New York","-","**",
"1500000US360470050001","Block Group 1; Census Tract 50; Kings County; New York","83833","62427",
"1500000US360470050002","Block Group 2; Census Tract 50; Kings County; New York","142431","38895",
"1500000US360470050003","Block Group 3; Census Tract 50; Kings County; New York","176985","48966",
"1500000US360470051001","Block Group 1; Census Tract 51; Kings County; New York","131944","64656",
"1500000US360470051002","Block Group 2; Census Tract 51; Kings County; New York","184904","111253",
"1500000US360470051003","Block Group 3; Census Tract 51; Kings County; New York","150243","39972",
"1500000US360470052010","Block Group 0; Census Tract 52.01; Kings County; New York","-","**",
"1500000US360470052011","Block Group 1; Census Tract 52.01; Kings County; New York","22625","20655",
"1500000US360470052020","Block Group 0; Census Tract 52.02; Kings County; New York","-","**",
"1500000US360470052021","Block Group 1; Census Tract 52.02; Kings County; New York","111900","28525",
"1500000US360470052022","Block Group 2; Census Tract 52.02; Kings County; New York","95865","19290",
"1500000US360470053010","Block Group 0; Census Tract 53.01; Kings County; New York","-","**",
"1500000US360470053011","Block Group 1; Census Tract 53.01; Kings County; New York","168594","35023",
"1500000US360470053012","Block Group 2; Census Tract 53.01; Kings County; New York","129500","77087",
"1500000US360470053020","Block Group 0; Census Tract 53.02; Kings County; New York","-","**",
"1500000US360470053021","Block Group 1; Census Tract 53.02; Kings County; New York","-","**",
"1500000US360470053022","Block Group 2; Census Tract 53.02; Kings County; New York","-","**",
"1500000US360470053023","Block Group 3; Census Tract 53.02; Kings County; New York","128182","29977",
"1500000US360470053031","Block Group 1; Census Tract 53.03; Kings County; New York","-","**",
"1500000US360470054000","Block Group 0; Census Tract 54; Kings County; New York","-","**",
"1500000US360470054001","Block Group 1; Census Tract 54; Kings County; New York","79278","21244",
"1500000US360470054002","Block Group 2; Census Tract 54; Kings County; New York","81806","31119",
"1500000US360470054003","Block Group 3; Census Tract 54; Kings County; New York","64859","45841",
