,GEOID,B19013_001E
1383,360470088002,100000
1384,360470090011,44026
1385,360470090021,49565
1386,360470092011,136250
1387,360470092012,60078
1388,360470092021,51810
1389,360470092022,53022
1390,360470094011,35729
1391,360470094012,65000
1392,360470094021,71000
1393,360470094022,76250
1394,360470096001,58363
1395,360470096002,64583
1396,360470096003,125345
1397,360470096004,69792
1398,360470098001,83060
1399,360470098002,86797
1400,360470098003,50605
1401,360470098004,62756
1402,360470100001,54863
1403,360470100002,84338
1404,360470100003,58702
1405,360470100004,-
1406,360470101001,70862
1407,360470101002,150865
1408,360470101003,-
1409,360470102001,62365
1410,360470102002,65385
1411,360470102003,41042
1412,360470104011,47143
1413,360470104012,67986
1414,360470104021,33250
1415,360470104022,30804
1416,360470106011,45000
1417,360470106012,31385
1418,360470106021,63323
1419,360470106022,52188
1420,360470108011,70603
1421,360470108012,68200
1422,360470108021,64358
1423,360470108022,35714
1424,360470110001,78750
1425,360470110002,77188
1426,360470112001,68693
1427,360470112002,-
1428,360470112003,39871
1429,360470112004,58523
1430,360470114001,49696
1431,360470114002,73684
1432,360470114003,78625
1433,360470116001,56250
1434,360470116002,46326
1435,360470116003,43065
1436,360470117001,187978
1437,360470117002,88750
1438,360470117003,97079
1439,360470118001,-
1440,360470118002,63879
1441,360470118003,57024
1442,360470119011,129107
1443,360470119012,154097
1444,360470119021,-
1445,360470120001,69030
1446,360470121001,116250
1447,360470121002,111196
1448,360470122001,-
1449,360470122002,76932
1450,360470122003,-
1451,360470122004,71450
1452,360470126001,47464
1453,360470126002,56827
1454,360470126003,63864
1455,360470127001,140833
1456,360470127002,159375
1457,360470127003,19236
1458,360470128011,65313
1459,360470129011,-
1460,360470129012,179917
1461,360470129013,234130
1462,360470129014,233289
1463,360470129021,204321
1464,360470129022,128750
1465,360470130001,63235
1466,360470130002,61667
1467,360470130003,94239
1468,360470130004,98750
1469,360470131001,-
1470,360470131002,186250
1471,360470131003,237500
1472,360470131004,111389
1473,360470132001,64375
1474,360470132002,129375
1475,360470133001,186635
1476,360470133002,"250,000+"
1477,360470133003,212965
1478,360470133004,166625
1479,360470134001,104276
1480,360470134002,120746
1481,360470134003,92383
1482,360470135001,186167
1483,360470135002,243781
1484,360470135003,206319
1485,360470136001,125526
1486,360470136002,136730
1487,360470136003,71442
1488,360470136004,87232
1489,360470137001,213750
1490,360470137002,145625
1491,360470137003,111250
1492,360470138001,106563
1493,360470138002,95375
1494,360470138003,81083
1495,360470139001,170880
1496,360470139002,153000
1497,360470139003,215481
1498,360470139004,154063
1499,360470140001,58566
1500,360470140002,-
1501,360470141011,142750
1502,360470141021,-
1503,360470141022,154182
1504,360470142001,97176
1505,360470142002,74219
1506,360470142003,79692
1507,360470143001,105170
1508,360470143002,142928
1509,360470143003,130083
1510,360470145001,164688
1511,360470145002,127344
1512,360470145003,91940
1513,360470145004,89842
1514,360470147001,208750
1515,360470147002,109650
1516,360470148001,47440
1517,360470148002,94615
1518,360470149011,-
1519,360470149012,141042
1520,360470149021,181447
1521,360470149022,105618
1522,360470149023,136563
1523,360470150001,-
1524,360470150002,89167
1525,360470151001,169844
1526,360470151002,240833
1527,360470151003,204271
1528,360470151004,151250
1529,360470152001,107833
1530,360470152002,67679
1531,360470152003,66705
1532,360470153001,-
1533,360470153002,155625
1534,360470153003,-
1535,360470153004,165054
1536,360470154001,-
1537,360470155001,152625
1538,360470155002,202639
1539,360470155003,158843
1540,360470155004,"250,000+"
1541,360470157001,186265
1542,360470157002,"250,000+"
1543,360470157003,"250,000+"
1544,360470157004,173902
1545,360470159001,202527
1546,360470159002,193750
1547,360470159003,161190
1548,360470159004,"250,000+"
1549,360470159005,-
1550,360470159006,220757
1551,360470160001,99630
1552,360470160002,84052
1553,360470160003,51250
1554,360470160004,110341
1555,360470161001,163036
1556,360470161002,-
1557,360470161003,121964
1558,360470161004,174659
1559,360470162001,76484
1560,360470162002,111382
1561,360470163001,-
1562,360470163002,146442
1563,360470163003,131779
1564,360470163004,216500
1565,360470164000,-
1566,360470164001,136583
1567,360470165001,223846
1568,360470165002,"250,000+"
1569,360470165003,183917
1570,360470165004,"250,000+"
1571,360470166001,122500
1572,360470166002,156389
1573,360470167001,208897
1574,360470167002,221427
1575,360470167003,119583
1576,360470167004,168393
1577,360470168000,-
1578,360470168001,111673
1579,360470169001,153824
1580,360470169002,123897
1581,360470169003,186806
1582,360470169004,166403
1583,360470169005,89707
1584,360470170001,70000
1585,360470170002,120066
1586,360470170003,94698
1587,360470171001,116333
1588,360470171002,238750
1589,360470171003,168750
1590,360470171004,140208
1591,360470172001,98750
1592,360470172002,221136
1593,360470174000,-
1594,360470174001,103750
1595,360470174002,101473
1596,360470175001,-
1597,360470176000,-
1598,360470176001,78125
1599,360470176002,138250
1600,360470177001,-
1601,360470178001,43846
1602,360470178002,97361
1603,360470179001,26555
1604,360470179002,125250
1605,360470179003,151058
1606,360470180001,81354
1607,360470180002,54579
1608,360470181001,91667
1609,360470181002,241250
1610,360470181003,127153
1611,360470181004,236979
1612,360470182001,66250
1613,360470182002,64783
1614,360470183001,180230
1615,360470183002,202375
1616,360470183003,204676
1617,360470184001,70395
1618,360470184002,68125
1619,360470185011,227755
1620,360470185012,39113
1621,360470185013,36548
1622,360470185014,45523
1623,360470186001,85682
1624,360470186002,71765
1625,360470187001,116842
1626,360470188001,89032
1627,360470188002,-
1628,360470190001,68750
1629,360470190002,-
1630,360470190003,-
1631,360470191001,106818
1632,360470191002,157419
1633,360470191003,168558
1634,360470192001,49188
1635,360470192002,65625
1636,360470192003,69038
1637,360470192004,-
1638,360470193001,72949
1639,360470193002,-
1640,360470193003,-
1641,360470193004,91085
1642,360470194001,39167
1643,360470194002,29691
1644,360470194003,165023
1645,360470195001,116058
1646,360470195002,176184
1647,360470195003,106295
1648,360470195004,77434
1649,360470196001,110102
1650,360470196002,87295
1651,360470196003,59219
1652,360470197001,165563
1653,360470197002,159651
1654,360470197003,99444
1655,360470197004,169635
1656,360470198001,113403
1657,360470198002,80521
1658,360470199001,117172
1659,360470199002,147600
1660,360470199003,134211
1661,360470199004,91042
1662,360470200001,78929
1663,360470200002,102228
1664,360470201001,113900
1665,360470201002,191128
1666,360470201003,107566
1667,360470201004,-
1668,360470202001,64674
1669,360470202002,119219
1670,360470203001,208542
1671,360470203002,132969
1672,360470204001,141667
1673,360470204002,80417
1674,360470205001,146250
1675,360470205002,120962
1676,360470205003,161648
1677,360470206001,73833
1678,360470206002,96354
1679,360470207001,137228
1680,360470207002,196645
1681,360470207003,212188
1682,360470208001,88942
1683,360470208002,89405
1684,360470208003,36551
1685,360470210001,56250
1686,360470210002,65069
1687,360470210003,79688
1688,360470211001,76179
1689,360470211002,88050
1690,360470211003,119688
1691,360470212001,62591
1692,360470212002,73636
1693,360470212003,-
1694,360470213001,123563
1695,360470213002,58300
1696,360470213003,83095
1697,360470214001,-
1698,360470214002,74792
1699,360470214003,88864
1700,360470215001,125724
1701,360470215002,-
1702,360470215003,68077
1703,360470215004,140417
1704,360470216001,28594
1705,360470216002,-
1706,360470216003,-
1707,360470217001,62262
1708,360470217002,100458
1709,360470218001,-
1710,360470218002,86563
1711,360470218003,34533
1712,360470219001,103839
1713,360470219002,60952
1714,360470219003,152386
1715,360470220001,29983
1716,360470220002,-
1717,360470220003,46522
1718,360470220004,49034
1719,360470221001,52316
1720,360470221002,49915
1721,360470221003,110694
1722,360470222001,32744
1723,360470222002,70046
1724,360470222003,71792
1725,360470224001,-
1726,360470224002,-
1727,360470224003,74258
1728,360470224004,47734
1729,360470226001,132875
1730,360470226002,64479
1731,360470227001,112125
1732,360470227002,128311
1733,360470227003,190658
1734,360470227004,105417
1735,360470228001,106786
1736,360470228002,24844
1737,360470228003,-
1738,360470229001,123611
1739,360470229002,162258
1740,360470229003,121477
1741,360470229004,98342
1742,360470230001,54083
1743,360470230002,-
1744,360470230003,72383
1745,360470231001,102083
1746,360470231002,155833
1747,360470231003,156080
1748,360470232001,75670
1749,360470232002,113426
1750,360470232003,-
1751,360470232004,-
1752,360470232005,30333
1753,360470233001,174394
1754,360470233002,38523
1755,360470233003,123409
1756,360470234001,-
1757,360470234002,24375
1758,360470234003,33892
1759,360470235001,87778
1760,360470235002,53586
1761,360470236001,29063
1762,360470236002,37198
1763,360470236003,43250
1764,360470236004,-
1765,360470238001,57981
1766,360470238002,33630
1767,360470238003,39395
1768,360470240001,-
1769,360470240002,52179
1770,360470240003,43850
1771,360470241001,-
1772,360470241002,76250
1773,360470242001,56111
1774,360470242002,56296
1775,360470243001,114668
1776,360470243002,-
1777,360470243003,36719
1778,360470244001,69107
1779,360470244002,51607
1780,360470244003,58162
1781,360470245001,137537
1782,360470245002,95833
1783,360470245003,120069
1784,360470245004,-
1785,360470246001,76205
1786,360470246002,62188
1787,360470246003,95130
1788,360470247001,77132
1789,360470247002,54451
1790,360470248001,73844
1791,360470248002,48068
1792,360470249001,77645
1793,360470249002,134331
1794,360470249003,93542
1795,360470249004,109135
1796,360470250001,66071
1797,360470250002,45703
1798,360470251001,-
1799,360470251002,48646
1800,360470251003,47431
1801,360470252001,47005
1802,360470252002,67581
1803,360470252003,58424
1804,360470252004,48056
1805,360470253001,105521
1806,360470253002,80664
1807,360470253003,66573
1808,360470254001,84227
1809,360470254002,91167
1810,360470254003,50435
1811,360470255001,34107
1812,360470255002,16353
1813,360470256001,57056
1814,360470256002,86328
1815,360470257001,154280
1816,360470257002,81696
1817,360470257003,86023
1818,360470258001,55764
1819,360470258002,53693
1820,360470258003,62336
1821,360470259011,75341
1822,360470259021,21674
1823,360470260001,83281
1824,360470260002,38083
1825,360470260003,61573
1826,360470261001,96682
1827,360470261002,96299
1828,360470261003,-
1829,360470261004,88214
1830,360470261005,74196
1831,360470262001,71875
1832,360470262002,112019
1833,360470263001,77546
1834,360470264001,36216
1835,360470264002,90561
1836,360470264003,72540
1837,360470264004,89508
1838,360470265001,43990
1839,360470265002,86902
1840,360470265003,45625
1841,360470265004,114017
1842,360470266001,50543
1843,360470266002,45551
1844,360470266003,87375
1845,360470267001,129844
1846,360470267002,121250
1847,360470267003,117260
1848,360470267004,111859
1849,360470268001,86755
1850,360470268002,92130
1851,360470268003,74107
1852,360470268004,46528
1853,360470269001,94464
1854,360470269002,100064
1855,360470269003,76957
1856,360470270001,57426
1857,360470270002,35272
1858,360470271001,76538
1859,360470271002,105724
1860,360470272001,-
1861,360470272002,101111
1862,360470272003,52775
1863,360470273001,123404
1864,360470273002,114295
1865,360470273003,53306
1866,360470274001,-
1867,360470274002,47112
1868,360470275001,85833
1869,360470275002,66181
1870,360470275003,98650
1871,360470275004,97925
1872,360470276001,39654
1873,360470276002,45694
1874,360470276003,66339
1875,360470277001,53446
1876,360470277002,71250
1877,360470277003,126150
1878,360470277004,35644
1879,360470278001,69286
1880,360470278002,65489
1881,360470279001,72981
1882,360470279002,49894
1883,360470279003,62721
1884,360470279004,114830
1885,360470280000,-
1886,360470280001,65789
1887,360470280002,99464
1888,360470281001,50400
1889,360470281002,27103
1890,360470281003,102675
1891,360470282000,-
1892,360470282001,48484
1893,360470282002,70455
1894,360470282003,-
1895,360470283001,33040
1896,360470283002,54828
1897,360470283003,42622
1898,360470284001,-
1899,360470284002,68594
1900,360470284003,37396
1901,360470285011,55192
1902,360470285021,34659
1903,360470286000,-
1904,360470286001,47000
1905,360470286002,44904
1906,360470286003,46567
1907,360470286004,-
1908,360470286005,46326
1909,360470287001,80976
1910,360470287002,-
1911,360470287003,53969
1912,360470288001,-
1913,360470288002,70938
1914,360470288003,-
1915,360470289001,-
1916,360470289002,81833
1917,360470289003,93679
1918,360470289004,15750
1919,360470290001,76591
1920,360470290002,-
1921,360470290003,47390
1922,360470291001,119063
1923,360470291002,77054
1924,360470291003,-
1925,360470292000,-
1926,360470292001,40114
1927,360470292002,51641
1928,360470292003,-
1929,360470293001,48696
1930,360470293002,22664
1931,360470293003,112321
1932,360470293004,98929
1933,360470294000,-
1934,360470294001,82784
1935,360470295001,71545
1936,360470295002,91450
1937,360470295003,160176
1938,360470295004,-
1939,360470296001,74029
1940,360470296002,-
1941,360470296003,45403
1942,360470296004,78013
1943,360470297001,118618
1944,360470297002,42202
1945,360470297003,101203
1946,360470298001,60893
1947,360470298002,33857
1948,360470298003,45000
1949,360470299001,69091
1950,360470299002,66193
1951,360470300001,35809
1952,360470300002,101635
1953,360470300003,-
1954,360470300004,73958
1955,360470300005,90676
1956,360470300006,-
1957,360470301001,-
1958,360470301002,130016
1959,360470301003,82093
1960,360470302001,120048
1961,360470302002,82955
1962,360470302003,59939
1963,360470303001,46010
1964,360470303002,55281
1965,360470303003,22639
1966,360470304000,-
1967,360470304001,57257
1968,360470304002,40057
1969,360470304003,57697
1970,360470305001,114980
1971,360470305002,94231
1972,360470305003,120972
1973,360470305004,168462
1974,360470306001,55278
1975,360470307001,29478
1976,360470307002,11609
1977,360470307003,83017
1978,360470308001,64545
1979,360470309001,51591
1980,360470309002,140054
1981,360470311001,64750
1982,360470311002,93542
1983,360470311003,83638
1984,360470313001,210714
1985,360470313002,112071
1986,360470313003,98352
1987,360470313004,62433
1988,360470314010,-
1989,360470314011,-
1990,360470314012,109924
1991,360470314013,76369
1992,360470314014,-
1993,360470314015,70000
1994,360470314016,90218
1995,360470314020,-
1996,360470314021,-
1997,360470315001,72724
1998,360470315002,120915
1999,360470315003,-
2000,360470315004,84286
2001,360470317011,104297
2002,360470317012,75938
2003,360470317013,148558
2004,360470317021,94563
2005,360470317022,111063
2006,360470317023,106696
2007,360470319001,105887
2008,360470319002,90761
2009,360470319003,-
2010,360470321001,-
2011,360470321002,-
2012,360470321003,89767
2013,360470321004,65313
2014,360470323001,39250
2015,360470323002,101856
2016,360470323003,43068
2017,360470325001,96227
2018,360470325002,117833
2019,360470325003,64175
2020,360470326001,-
2021,360470326002,35437
2022,360470326003,27254
2023,360470326004,12553
2024,360470326005,135616
2025,360470327001,193357
2026,360470327002,85333
2027,360470327003,45094
2028,360470328001,71125
2029,360470328002,58269
2030,360470328003,-
2031,360470328004,-
2032,360470329001,94603
2033,360470329002,-
2034,360470329003,71141
2035,360470329004,190964
2036,360470330000,-
2037,360470330001,18643
2038,360470330002,88686
2039,360470330003,20850
2040,360470331001,35875
2041,360470331002,76227
2042,360470331003,-
2043,360470333001,96827
2044,360470333002,81696
2045,360470333003,59611
2046,360470335001,84663
2047,360470335002,72344
2048,360470335003,78068
2049,360470336000,-
2050,360470336001,98025
2051,360470336002,81063
2052,360470336003,-
2053,360470336004,-
2054,360470336005,147898
2055,360470337011,103083
2056,360470337012,61345
2057,360470337021,111667
2058,360470337022,72557
2059,360470339001,-
2060,360470339002,67250
2061,360470339003,16966
2062,360470339004,-
2063,360470340001,30643
2064,360470340002,15764
2065,360470341001,76579
2066,360470341002,-
2067,360470341003,-
2068,360470342001,41196
2069,360470342002,47537
2070,360470342003,13714
2071,360470342004,15705
2072,360470343001,-
2073,360470343002,55897
2074,360470343003,-
2075,360470343004,20262
2076,360470345001,50978
2077,360470345002,-
2078,360470347001,-
2079,360470347002,24396
2080,360470347003,37745
2081,360470348001,54050
2082,360470348002,75735
2083,360470349011,44155
2084,360470349012,108852
2085,360470349021,76678
2086,360470349022,59718
2087,360470349023,27011
2088,360470350001,50781
2089,360470350002,-
2090,360470351011,42429
2091,360470351021,26231
2092,360470351022,78973
2093,360470352000,-
2094,360470352001,12110
2095,360470353011,42730
2096,360470353012,37740
2097,360470353021,133068
2098,360470353022,63625
2099,360470354001,41667
2100,360470354002,67663
2101,360470354003,57917
2102,360470355001,58150
2103,360470355002,68843
2104,360470355003,45043
2105,360470356011,30450
2106,360470356021,53646
2107,360470356022,74814
2108,360470356023,35750
2109,360470357011,45296
2110,360470357021,-
2111,360470359001,92861
2112,360470359002,91179
2113,360470359003,41558
2114,360470359004,71162
2115,360470360011,49432
2116,360470360012,22880
2117,360470360013,29654
2118,360470360021,40830
2119,360470360022,32614
2120,360470361001,-
2121,360470361002,19489
2122,360470361003,23707
2123,360470362001,28989
2124,360470362002,39931
2125,360470362003,74699
2126,360470363001,15966
2127,360470363002,44854
2128,360470363003,41995
2129,360470363004,33174
2130,360470364001,57930
2131,360470364002,42446
2132,360470365011,70500
2133,360470365012,-
2134,360470365021,47279
2135,360470366001,48633
2136,360470366002,41159
2137,360470366003,51012
2138,360470367001,-
2139,360470367002,65110
2140,360470367003,68711
2141,360470367004,-
2142,360470369001,27326
2143,360470369002,94091
2144,360470369003,31724
2145,360470369004,48164
2146,360470370001,60556
2147,360470370002,107721
2148,360470370003,64079
2149,360470370004,87618
2150,360470371001,-
2151,360470371002,121207
2152,360470371003,100436
2153,360470371004,56891
2154,360470371005,84914
2155,360470373001,-
2156,360470373002,-
2157,360470373003,61985
2158,360470373004,92917
2159,360470374011,-
2160,360470374012,95781
2161,360470374013,52472
2162,360470374014,71563
2163,360470374015,51667
2164,360470374021,49702
2165,360470374022,61352
2166,360470374023,36176
2167,360470374024,93625
2168,360470375001,92292
2169,360470375002,90272
2170,360470375003,52486
2171,360470377001,85956
2172,360470377002,59339
2173,360470377003,-
2174,360470377004,124643
2175,360470379001,47704
2176,360470379002,41349
2177,360470379003,71875
2178,360470381001,66196
2179,360470381002,32933
2180,360470381003,-
2181,360470381004,104205
2182,360470382001,58015
2183,360470382002,20991
2184,360470382003,17853
2185,360470383001,107632
2186,360470383002,78438
2187,360470383003,134625
2188,360470383004,67810
2189,360470385001,77632
2190,360470385002,245568
2191,360470385003,91165
2192,360470385004,101827
2193,360470386001,56453
2194,360470386002,91334
2195,360470387001,-
2196,360470387002,-
2197,360470387003,62981
2198,360470387004,91181
2199,360470388001,-
2200,360470388002,-
2201,360470388003,100357
2202,360470388004,100455
2203,360470389001,95089
2204,360470389002,83571
2205,360470389003,-
2206,360470390001,77574
2207,360470390002,80515
2208,360470391001,96855
2209,360470391002,100068
2210,360470392001,49707
2211,360470392002,54896
2212,360470393001,113036
2213,360470393002,87292
2214,360470393003,97734
2215,360470394001,-
2216,360470394002,-
2217,360470394003,59188
2218,360470395001,-
2219,360470395002,71029
2220,360470395003,85141
2221,360470396001,69113
2222,360470396002,85481
2223,360470397001,103694
2224,360470397002,-
2225,360470397003,78317
2226,360470398001,79444
2227,360470398002,90477
2228,360470399001,88438
2229,360470399002,76792
2230,360470399003,20526
2231,360470400001,57827
2232,360470400002,107396
2233,360470400003,55616
2234,360470401001,103646
2235,360470401002,-
2236,360470401003,56596
2237,360470402001,-
2238,360470402002,58750
2239,360470402003,-
2240,360470402004,80833
2241,360470403001,79107
2242,360470403002,76490
2243,360470403003,95000
2244,360470404001,142717
2245,360470404002,-
2246,360470405001,85625
2247,360470405002,53906
2248,360470406001,74750
2249,360470406002,74435
2250,360470406003,95714
2251,360470407001,-
2252,360470408001,90625
2253,360470408002,-
2254,360470408003,74500
2255,360470409001,64272
2256,360470409002,59125
2257,360470409003,61335
2258,360470410001,67895
2259,360470410002,43571
2260,360470411001,67750
2261,360470411002,47100
2262,360470411003,-
2263,360470412001,97039
2264,360470412002,121615
2265,360470413001,97121
2266,360470413002,68954
2267,360470413003,101955
2268,360470414011,54813
2269,360470414012,50972
2270,360470414021,52885
2271,360470414022,-
2272,360470415001,92566
2273,360470415002,95597
2274,360470415003,-
2275,360470416001,90714
2276,360470416002,60350
2277,360470417001,-
2278,360470417002,-
2279,360470417003,51179
2280,360470417004,-
2281,360470418001,-
2282,360470418002,53466
2283,360470419001,63620
2284,360470419002,-
2285,360470419003,75795
2286,360470420001,90481
2287,360470420002,75577
2288,360470421001,82431
2289,360470421002,-
2290,360470421003,115375
2291,360470421004,109231
2292,360470422001,-
2293,360470422002,100643
2294,360470422003,63125
2295,360470423001,-
2296,360470423002,89885
2297,360470423003,136154
2298,360470424001,-
2299,360470424002,95570
2300,360470424003,55078
2301,360470425001,110530
2302,360470425002,82768
2303,360470425003,89044
2304,360470426001,-
2305,360470426002,53952
2306,360470426003,93125
2307,360470427001,89583
2308,360470427002,67335
2309,360470427003,114238
2310,360470427004,82431
2311,360470428001,56250
2312,360470428002,72298
2313,360470428003,96845
2314,360470429001,81759
2315,360470429002,71771
2316,360470429003,65714
2317,360470429004,61420
2318,360470430001,97773
2319,360470430002,77031
2320,360470430003,44013
2321,360470431001,87041
2322,360470431002,95000
2323,360470431003,56573
2324,360470431004,-
2325,360470432001,111408
2326,360470432002,65000
2327,360470432003,73385
2328,360470433001,20250
2329,360470433002,90944
2330,360470433003,80941
2331,360470434001,57961
2332,360470434002,-
2333,360470434003,85852
2334,360470435001,78938
2335,360470435002,59625
2336,360470435003,114156
2337,360470436001,79962
2338,360470436002,52026
2339,360470436003,96557
2340,360470437001,78820
2341,360470437002,107438
2342,360470437003,-
2343,360470437004,49583
2344,360470438001,65278
2345,360470438002,75509
2346,360470439001,71581
2347,360470439002,68375
2348,360470439003,72931
2349,360470440001,96429
2350,360470440002,80000
2351,360470440003,75962
2352,360470441001,61000
2353,360470441002,74219
2354,360470441003,63177
2355,360470442001,81635
2356,360470442002,-
2357,360470443001,111010
2358,360470443002,103806
2359,360470443003,84167
2360,360470443004,-
2361,360470444001,69878
2362,360470444002,98785
2363,360470444003,40580
2364,360470445001,93333
2365,360470445002,82604
2366,360470445003,84286
2367,360470446001,73902
2368,360470446002,54650
2369,360470447001,94896
2370,360470447002,79605
2371,360470448001,61458
2372,360470448002,85382
2373,360470449011,42596
2374,360470449012,79494
2375,360470449013,-
2376,360470449014,-
2377,360470449021,-
2378,360470449022,-
2379,360470449023,-
2380,360470450001,84583
2381,360470452001,115968
2382,360470452002,52222
2383,360470453001,48438
2384,360470453002,63523
2385,360470454001,88456
2386,360470454002,88750
2387,360470456001,90461
2388,360470456002,48607
2389,360470458001,50375
2390,360470458002,"250,000+"
2391,360470460001,72365
2392,360470460002,72552
2393,360470460003,165227
2394,360470462011,48214
2395,360470462012,26250
2396,360470462021,66111
2397,360470462022,207885
2398,360470464001,44688
2399,360470464002,108750
2400,360470468001,39262
2401,360470470001,53750
2402,360470470002,90852
2403,360470472001,-
2404,360470472002,89432
2405,360470472003,68382
2406,360470474001,48661
2407,360470474002,82000
2408,360470476001,-
2409,360470476002,52000
2410,360470476003,73514
2411,360470477001,181507
2412,360470477002,161250
2413,360470478001,-
2414,360470478002,55461
2415,360470478003,73341
2416,360470480001,28629
2417,360470480002,35625
2418,360470481001,126719
2419,360470481002,-
2420,360470481003,119808
2421,360470482001,50221
2422,360470482002,-
2423,360470482003,52230
2424,360470482004,57708
2425,360470482005,61250
2426,360470484001,81975
2427,360470484002,53075
2428,360470484003,86691
2429,360470485001,107067
2430,360470485002,106389
2431,360470486001,45809
2432,360470486002,58453
2433,360470486003,75588
2434,360470488001,75795
2435,360470488002,99375
2436,360470488003,70595
2437,360470489001,38777
2438,360470489002,-
2439,360470489003,28762
2440,360470490001,69255
2441,360470490002,72911
2442,360470490003,-
2443,360470491001,37137
2444,360470491002,-
2445,360470491003,-
2446,360470491004,49375
2447,360470492001,-
2448,360470492002,147230
2449,360470492003,-
2450,360470493011,24153
2451,360470493021,83779
2452,360470493022,127171
2453,360470493023,21179
2454,360470493024,-
2455,360470494001,98952
2456,360470494002,33529
2457,360470494003,102684
2458,360470494004,162396
2459,360470495001,135188
2460,360470495002,125000
2461,360470495003,73160
2462,360470496001,72207
2463,360470496002,98878
2464,360470496003,59219
2465,360470497001,128824
2466,360470497002,93429
2467,360470497003,160000
2468,360470498001,59792
2469,360470498002,68864
2470,360470498003,101723
2471,360470499001,105820
2472,360470499002,87083
2473,360470500011,128590
2474,360470500012,105313
2475,360470500021,117708
2476,360470501001,142650
2477,360470501002,57083
2478,360470501003,136019
2479,360470502021,94479
2480,360470502022,93520
2481,360470503001,160494
2482,360470503002,107522
2483,360470503003,189514
2484,360470504011,168897
2485,360470504012,109063
2486,360470504021,-
2487,360470504022,114423
2488,360470505001,21336
2489,360470505002,117144
2490,360470505003,91131
2491,360470506001,82802
2492,360470506002,116067
2493,360470506003,64135
2494,360470506004,61894
2495,360470507001,54342
2496,360470508011,58021
2497,360470508012,76500
2498,360470508031,77625
2499,360470508041,108151
2500,360470508042,90094
2501,360470508043,86595
2502,360470509001,60139
2503,360470509002,34620
2504,360470510011,74554
2505,360470510012,56232
2506,360470510021,49148
2507,360470510022,75740
2508,360470510023,61313
2509,360470511001,49500
2510,360470511002,150568
2511,360470511003,-
2512,360470512001,156029
2513,360470512002,96179
2514,360470512003,93056
2515,360470512004,58458
2516,360470513001,130942
2517,360470513002,85667
2518,360470513003,166528
2519,360470513004,-
2520,360470514001,235707
2521,360470514002,92240
2522,360470514003,88594
2523,360470514004,98750
2524,360470515001,183056
2525,360470516011,68079
2526,360470516012,61324
2527,360470516013,65036
2528,360470516021,71685
2529,360470516022,65357
2530,360470517001,201434
2531,360470517002,180370
2532,360470518001,75129
2533,360470518002,105875
2534,360470518003,58220
2535,360470519001,206470
2536,360470519002,-
2537,360470519003,195577
2538,360470520001,119807
2539,360470520002,174375
2540,360470520003,33646
2541,360470523001,68818
2542,360470523002,60119
2543,360470523003,182647
2544,360470523004,166397
2545,360470523005,-
2546,360470525001,41589
2547,360470525002,16515
2548,360470526001,77923
2549,360470526002,115481
2550,360470526003,83478
2551,360470527001,49012
2552,360470527002,46723
2553,360470527003,-
2554,360470527004,82115
2555,360470527005,-
2556,360470527006,101118
2557,360470527007,77813
2558,360470528001,114583
2559,360470528002,210188
2560,360470529001,-
2561,360470529002,36196
2562,360470529003,42419
2563,360470530001,65139
2564,360470530002,100625
2565,360470530003,-
2566,360470531011,-
2567,360470531012,17047
2568,360470531021,65660
2569,360470531022,70938
2570,360470532001,70995
2571,360470532002,68250
2572,360470533001,23646
2573,360470533002,-
2574,360470533003,-
2575,360470533004,22535
2576,360470533005,-
2577,360470534001,-
2578,360470534002,64135
2579,360470534003,42019
2580,360470534004,73643
2581,360470535001,28152
2582,360470535002,-
2583,360470535003,23204
2584,360470535004,36576
2585,360470537001,49297
2586,360470537002,41290
2587,360470538001,61493
2588,360470538002,93813
2589,360470538003,47065
2590,360470539001,-
2591,360470539002,30179
2592,360470542001,65385
2593,360470542002,50893
2594,360470542003,66765
2595,360470543001,-
2596,360470544001,39968
2597,360470544002,59559
2598,360470544003,135762
2599,360470545001,-
2600,360470545002,37292
2601,360470545003,32612
2602,360470545004,-
2603,360470545005,33817
2604,360470545006,-
2605,360470546001,122548
2606,360470546002,52500
2607,360470546003,45369
2608,360470547001,-
2609,360470547002,-
2610,360470547003,100037
2611,360470548001,83393
2612,360470548002,-
2613,360470549001,-
2614,360470549002,174934
2615,360470550001,34750
2616,360470550002,102610
2617,360470550003,58750
2618,360470551001,141719
2619,360470551002,83734
2620,360470551003,142578
2621,360470551004,104236
2622,360470552001,106364
2623,360470552002,62350
2624,360470552003,63603
2625,360470553001,130313
2626,360470553002,107614
2627,360470553003,138472
2628,360470554001,57368
2629,360470554002,103295
2630,360470554003,51500
2631,360470555001,187115
2632,360470556001,55781
2633,360470556002,70769
2634,360470556003,-
2635,360470557001,115592
2636,360470557002,137031
2637,360470558001,95774
2638,360470558002,61250
2639,360470560001,-
2640,360470560002,72386
2641,360470560003,86696
2642,360470561001,117750
2643,360470561002,195000
2644,360470561003,154562
2645,360470561004,133909
2646,360470562001,124176
2647,360470562002,73750
2648,360470563011,206662
2649,360470563012,104035
2650,360470563013,-
2651,360470563014,173058
2652,360470563020,-
2653,360470563021,28547
2654,360470563022,87727
2655,360470564001,86250
2656,360470564002,59844
2657,360470564003,-
2658,360470565001,78397
2659,360470565002,125729
2660,360470565003,118125
2661,360470566001,96635
2662,360470566002,61500
2663,360470568001,76932
2664,360470568002,102115
2665,360470569001,130250
2666,360470569002,181000
2667,360470570001,76177
2668,360470570002,100341
