,GEOID,B19013_001E
3947,360610136011,243496
3948,360610136021,186544
3949,360610136022,96250
3950,360610136023,213979
3951,360610136031,163676
3952,360610136032,-
3953,360610136033,114706
3954,360610136041,85357
3955,360610136042,215911
3956,360610136043,114250
3957,360610136044,229484
3958,360610137001,"250,000+"
3959,360610137002,151707
3960,360610137003,-
3961,360610137004,-
3962,360610137005,212344
3963,360610137006,207949
3964,360610138001,-
3965,360610138002,124542
3966,360610138003,173018
3967,360610138004,131050
3968,360610138005,"250,000+"
3969,360610138006,113523
3970,360610138007,152091
3971,360610138008,199015
3972,360610138009,106729
3973,360610139001,-
3974,360610139002,120538
3975,360610139003,-
3976,360610139004,125865
3977,360610139005,82560
3978,360610139006,167536
3979,360610139007,73926
3980,360610140001,118917
3981,360610140002,131048
3982,360610140003,-
3983,360610140004,"250,000+"
3984,360610140005,"250,000+"
3985,360610140006,193750
3986,360610142001,222415
3987,360610142002,"250,000+"
3988,360610142003,-
3989,360610142004,-
3990,360610142005,"250,000+"
3991,360610142006,"250,000+"
3992,360610143001,-
3993,360610144011,"250,000+"
3994,360610144012,192407
3995,360610144013,92232
3996,360610144014,197634
3997,360610144021,161518
3998,360610144022,65721
3999,360610144023,183750
4000,360610144024,159537
4001,360610144025,127434
4002,360610144026,121579
4003,360610144027,-
4004,360610145001,232560
4005,360610145002,173542
4006,360610145003,228750
4007,360610145004,196042
4008,360610145005,-
4009,360610146011,"250,000+"
4010,360610146012,163864
4011,360610146013,146422
4012,360610146014,128005
4013,360610146021,147912
4014,360610146022,169458
4015,360610146023,93065
4016,360610146024,-
4017,360610146025,-
4018,360610146026,123216
4019,360610147001,"250,000+"
4020,360610147002,-
4021,360610147003,123523
4022,360610148011,231094
4023,360610148012,"250,000+"
4024,360610148021,131763
4025,360610148022,212212
4026,360610148023,110313
4027,360610148024,210417
4028,360610148025,-
4029,360610149001,170813
4030,360610149002,-
4031,360610149003,237443
4032,360610149004,124375
4033,360610149005,192000
4034,360610150011,224250
4035,360610150012,149330
4036,360610150021,"250,000+"
4037,360610150022,"250,000+"
4038,360610150023,"250,000+"
4039,360610150024,196422
4040,360610151011,-
4041,360610151012,14494
4042,360610151013,48216
4043,360610151020,-
4044,360610151021,139409
4045,360610151022,139336
4046,360610151023,"250,000+"
4047,360610151024,-
4048,360610152000,-
4049,360610152001,-
4050,360610152002,34531
4051,360610152003,201172
4052,360610152004,232969
4053,360610152005,"250,000+"
4054,360610152006,190650
4055,360610152007,-
4056,360610153011,162772
4057,360610153012,89266
4058,360610153013,237250
4059,360610153021,66605
4060,360610153022,"250,000+"
4061,360610153023,183567
4062,360610153024,-
4063,360610153025,"250,000+"
4064,360610153026,-
4065,360610154011,-
4066,360610154012,-
4067,360610154013,114484
4068,360610154014,-
4069,360610154021,165134
4070,360610154022,109143
4071,360610154023,-
4072,360610154031,67299
4073,360610154032,-
4074,360610154033,-
4075,360610154034,174387
4076,360610155011,186116
4077,360610155020,-
4078,360610155021,94654
4079,360610155022,198814
4080,360610155023,126103
4081,360610155024,145950
4082,360610155025,"250,000+"
4083,360610156011,-
4084,360610156012,150859
4085,360610156013,105200
4086,360610156014,161420
4087,360610156021,51404
4088,360610157001,170728
4089,360610157002,-
4090,360610157003,154053
4091,360610157004,171042
4092,360610157005,128333
4093,360610157006,211151
4094,360610157007,-
4095,360610157008,-
4096,360610158011,157500
4097,360610158012,83472
4098,360610158013,195833
4099,360610158014,217697
4100,360610158021,72051
4101,360610158022,152031
4102,360610158023,87083
4103,360610159000,-
4104,360610159001,171759
4105,360610159002,235306
4106,360610159003,-
4107,360610159004,138550
4108,360610159005,145152
4109,360610159006,231326
4110,360610159007,140605
4111,360610160011,"250,000+"
4112,360610160012,"250,000+"
4113,360610160013,192250
4114,360610160014,"250,000+"
4115,360610160021,170625
4116,360610160022,65472
4117,360610161001,198571
4118,360610161002,123772
4119,360610161003,112039
4120,360610161004,149643
4121,360610161005,140250
4122,360610161006,49697
4123,360610162000,-
4124,360610162001,53893
4125,360610162002,60903
4126,360610162003,34167
4127,360610162004,16327
4128,360610162005,-
4129,360610163000,-
4130,360610163001,125500
4131,360610163002,112778
4132,360610163003,111597
4133,360610163004,167906
4134,360610163005,-
4135,360610164001,-
4136,360610164002,-
4137,360610164003,25844
4138,360610164004,21538
4139,360610165001,"250,000+"
4140,360610165002,194127
4141,360610165003,216607
4142,360610165004,"250,000+"
4143,360610165005,184716
4144,360610166001,-
4145,360610166002,66184
4146,360610166003,101316
4147,360610166004,-
4148,360610166005,-
4149,360610166006,20813
4150,360610167000,-
4151,360610167001,166111
4152,360610167002,"250,000+"
4153,360610167003,234792
4154,360610167004,174539
4155,360610167005,"250,000+"
4156,360610168001,28170
4157,360610168002,42784
4158,360610168003,91667
4159,360610169001,228528
4160,360610169002,133029
4161,360610169003,"250,000+"
4162,360610169004,123376
4163,360610169005,178393
4164,360610169006,125797
4165,360610170001,41389
4166,360610170002,20884
4167,360610170003,91250
4168,360610170004,40066
4169,360610170005,54851
4170,360610171000,-
4171,360610171001,-
4172,360610171002,139097
4173,360610171003,131198
4174,360610171004,"250,000+"
4175,360610171005,"250,000+"
4176,360610171006,170081
4177,360610172001,26593
4178,360610172002,21705
4179,360610172003,-
4180,360610172004,96000
4181,360610172005,66616
4182,360610173001,-
4183,360610173002,240505
4184,360610173003,-
4185,360610173004,178229
4186,360610173005,-
4187,360610173006,140857
4188,360610173007,-
4189,360610174011,21438
4190,360610174012,30504
4191,360610174013,140545
4192,360610174021,65391
4193,360610175000,-
4194,360610175001,161724
4195,360610175002,140179
4196,360610175003,"250,000+"
4197,360610175004,"250,000+"
4198,360610175005,166875
4199,360610175006,214000
4200,360610175007,-
4201,360610177001,-
4202,360610177002,63980
4203,360610177003,-
4204,360610177004,175890
4205,360610177005,-
4206,360610177006,-
4207,360610177007,-
4208,360610177008,119670
4209,360610178000,-
4210,360610178001,51296
4211,360610178002,35714
4212,360610178003,59758
4213,360610179000,-
4214,360610179001,113611
4215,360610179002,85863
4216,360610179003,225862
4217,360610179004,"250,000+"
4218,360610179005,96500
4219,360610179006,"250,000+"
4220,360610179007,148309
4221,360610180001,-
4222,360610180002,62813
4223,360610180003,11583
4224,360610180004,14338
4225,360610180005,21105
4226,360610181001,97386
4227,360610181002,97813
4228,360610181003,200898
4229,360610181004,96627
4230,360610181005,153583
4231,360610181006,106861
4232,360610182001,52417
4233,360610182002,16227
4234,360610182003,61036
4235,360610182004,45350
4236,360610182005,-
4237,360610183000,-
4238,360610183001,138564
4239,360610183002,233000
4240,360610183003,88973
4241,360610183004,"250,000+"
4242,360610183005,120912
4243,360610183006,"250,000+"
4244,360610183007,169286
4245,360610184001,123750
4246,360610184002,19179
4247,360610184003,22666
4248,360610184004,26421
4249,360610184005,56063
4250,360610185001,146250
4251,360610185002,125259
4252,360610185003,206146
4253,360610186001,37222
4254,360610186002,70441
4255,360610186003,42500
4256,360610187000,-
4257,360610187001,-
4258,360610187002,"250,000+"
4259,360610187003,115263
4260,360610187004,94866
4261,360610187005,87174
4262,360610187006,196250
4263,360610188001,-
4264,360610188002,81115
4265,360610188003,59688
4266,360610188004,12006
4267,360610189001,89219
4268,360610189002,-
4269,360610189003,-
4270,360610189004,75150
4271,360610189005,57600
4272,360610189006,18268
4273,360610190001,49038
4274,360610190002,118438
4275,360610191000,-
4276,360610191001,-
4277,360610191002,208947
4278,360610191003,170217
4279,360610191004,72813
4280,360610191005,-
4281,360610191006,136153
4282,360610192000,-
4283,360610192001,61250
4284,360610192002,12197
4285,360610192003,16866
4286,360610193001,99491
4287,360610193002,55952
4288,360610193003,90256
4289,360610193004,114122
4290,360610193005,-
4291,360610193006,-
4292,360610194001,17383
4293,360610194002,93456
4294,360610194003,63699
4295,360610194004,-
4296,360610195000,-
4297,360610195001,110893
4298,360610195002,-
4299,360610195003,113935
4300,360610195004,94145
4301,360610195005,92891
4302,360610196001,67675
4303,360610196002,18813
4304,360610196003,-
4305,360610197011,49336
4306,360610197021,97981
4307,360610198001,96771
4308,360610198002,-
4309,360610199000,-
4310,360610199001,247167
4311,360610199002,146444
4312,360610199003,36576
4313,360610199004,61275
4314,360610199005,-
4315,360610199006,184821
4316,360610200001,51012
4317,360610200002,71725
4318,360610201011,151667
4319,360610201021,52206
4320,360610201022,128200
4321,360610201023,-
4322,360610201024,129107
4323,360610203001,63819
4324,360610203002,-
4325,360610205000,-
4326,360610205001,234295
4327,360610205002,185000
4328,360610205003,153088
4329,360610206001,59572
4330,360610206002,28802
4331,360610207011,55250
4332,360610207012,126250
4333,360610208001,61989
4334,360610208002,104487
4335,360610208003,135403
4336,360610209011,86518
4337,360610209012,12985
4338,360610210000,-
4339,360610210001,48939
4340,360610210002,68227
4341,360610210003,41375
4342,360610210004,16513
4343,360610210005,-
4344,360610210006,57310
4345,360610211000,-
4346,360610211001,76441
4347,360610211002,151964
4348,360610211003,81398
4349,360610211004,-
4350,360610211005,-
4351,360610211006,145847
4352,360610211007,-
4353,360610212001,59000
4354,360610212002,-
4355,360610212003,-
4356,360610212004,92188
4357,360610213031,55588
4358,360610213032,47500
4359,360610213033,68441
4360,360610213034,88114
4361,360610214001,68972
4362,360610214002,57995
4363,360610215001,95865
4364,360610215002,52345
4365,360610216001,58079
4366,360610216002,59028
4367,360610216003,-
4368,360610216004,75385
4369,360610216005,47398
4370,360610217031,-
4371,360610218001,114076
4372,360610218002,27973
4373,360610218003,118594
4374,360610218004,61917
4375,360610219000,-
4376,360610219001,16250
4377,360610219002,61957
4378,360610219003,16017
4379,360610219004,-
4380,360610220001,100250
4381,360610220002,79950
4382,360610220003,102728
4383,360610220004,106268
4384,360610220005,59726
4385,360610221021,60125
4386,360610221022,176389
4387,360610222001,56250
4388,360610222002,70357
4389,360610223010,-
4390,360610223011,51173
4391,360610223012,60982
4392,360610223013,67255
4393,360610223014,-
4394,360610223020,-
4395,360610223021,-
4396,360610223022,34167
4397,360610224001,72847
4398,360610224002,63125
4399,360610224003,17813
4400,360610224004,-
4401,360610225000,-
4402,360610225001,37527
4403,360610225002,74063
4404,360610225003,126563
4405,360610225004,-
4406,360610225005,76069
4407,360610226001,50697
4408,360610226002,88412
4409,360610226003,54050
4410,360610227001,54940
4411,360610227002,135709
4412,360610227003,47617
4413,360610228001,80578
4414,360610228002,11831
4415,360610228003,85608
4416,360610228004,159087
4417,360610229000,-
4418,360610229001,54397
4419,360610229002,61307
4420,360610229003,43690
4421,360610229004,64224
4422,360610229005,92935
4423,360610230001,42331
4424,360610230002,25344
4425,360610230003,38538
4426,360610230004,-
4427,360610230005,56977
4428,360610231001,52325
4429,360610231002,82350
4430,360610231003,-
4431,360610231004,64594
4432,360610232001,-
4433,360610232002,32664
4434,360610232003,27455
4435,360610232004,52478
4436,360610233000,-
4437,360610233001,74600
4438,360610233002,92652
4439,360610233003,86591
4440,360610234001,78004
4441,360610234002,58487
4442,360610235011,78558
4443,360610235012,117778
4444,360610235013,49840
4445,360610235014,-
4446,360610235015,77158
4447,360610235021,42267
4448,360610236000,-
4449,360610236001,35753
4450,360610236002,36271
4451,360610236003,47500
4452,360610236004,67332
4453,360610236005,-
4454,360610237000,-
4455,360610237001,45260
4456,360610237002,94605
4457,360610237003,46883
4458,360610238020,-
4459,360610238021,103068
4460,360610238022,-
4461,360610238023,-
4462,360610238030,-
4463,360610238031,58616
4464,360610238032,90664
4465,360610238040,-
4466,360610238041,-
4467,360610238042,199265
4468,360610238043,156594
4469,360610239001,53517
4470,360610239002,21189
4471,360610240000,-
4472,360610240001,-
4473,360610240002,-
4474,360610240003,-
4475,360610241000,-
4476,360610241001,98846
4477,360610241002,60196
4478,360610241003,25250
4479,360610241004,54877
4480,360610241005,12847
4481,360610242000,-
4482,360610242001,29436
4483,360610242002,-
4484,360610242003,-
4485,360610243011,54256
4486,360610243012,88917
4487,360610243013,73182
4488,360610243020,-
4489,360610243021,-
4490,360610243022,26750
4491,360610243023,26667
4492,360610245001,51444
4493,360610245002,51838
4494,360610245003,28052
4495,360610245004,49375
4496,360610245005,47589
4497,360610245006,73770
4498,360610245007,86273
4499,360610247000,-
4500,360610247001,-
4501,360610247002,-
4502,360610247003,157711
4503,360610247004,50833
4504,360610247005,-
4505,360610249001,87917
4506,360610251001,-
4507,360610251002,36607
4508,360610253001,41346
4509,360610253002,56654
4510,360610253003,85379
4511,360610253004,65758
4512,360610253005,70864
4513,360610253006,68920
4514,360610255000,-
4515,360610255001,81250
4516,360610255002,74387
4517,360610255003,53819
4518,360610255004,75179
4519,360610257001,73125
4520,360610257002,75417
4521,360610257003,95456
4522,360610259001,102500
4523,360610259002,57119
4524,360610261001,50625
4525,360610261002,-
4526,360610261003,59524
4527,360610261004,28548
4528,360610261005,45461
4529,360610261006,-
4530,360610261007,66349
4531,360610263001,87547
4532,360610263002,49079
4533,360610263003,-
4534,360610263004,-
4535,360610263005,70756
4536,360610265001,99161
4537,360610265002,56318
4538,360610265003,90446
4539,360610265004,132882
4540,360610265005,93359
4541,360610267001,61667
4542,360610269001,21616
4543,360610269002,103190
4544,360610269003,-
4545,360610269004,65801
4546,360610269005,77718
4547,360610269006,58125
4548,360610271001,61250
4549,360610271002,-
4550,360610271003,106198
4551,360610271004,92644
4552,360610271005,84763
4553,360610273001,132645
4554,360610273002,153859
4555,360610273003,120568
4556,360610273004,102655
4557,360610275000,-
4558,360610275001,120000
4559,360610275002,207222
4560,360610277001,-
4561,360610277002,20797
4562,360610277003,-
4563,360610277004,36523
4564,360610279001,51500
4565,360610279002,85474
4566,360610279003,57222
4567,360610279004,-
4568,360610279005,71500
4569,360610279006,42870
4570,360610279007,-
4571,360610281001,-
4572,360610281002,118550
4573,360610283001,70781
4574,360610283002,59247
4575,360610283003,49538
4576,360610283004,76486
4577,360610285001,42162
4578,360610285002,65147
4579,360610285003,59390
4580,360610285004,47009
4581,360610287000,-
4582,360610287001,143984
4583,360610287002,70578
4584,360610287003,65804
4585,360610291001,47938
4586,360610291002,91513
4587,360610291003,45044
4588,360610291004,-
4589,360610291005,55556
4590,360610291006,48669
4591,360610291007,97926
4592,360610293001,-
4593,360610293002,-
4594,360610293003,51632
4595,360610293004,31250
4596,360610293005,47718
4597,360610295001,114375
4598,360610295002,53487
4599,360610295003,70885
4600,360610295004,78588
4601,360610297000,-
4602,360610297001,-
4603,360610299000,-
4604,360610299001,-
4605,360610299002,-
4606,360610299003,38185
4607,360610303001,61339
4608,360610303002,87273
4609,360610303003,101771
4610,360610307001,-
4611,360610307002,148438
4612,360610307003,113250
4613,360610309001,-
4614,360610309002,55000
4615,360610309003,27991
4616,360610309004,50716
4617,360610309005,46250
4618,360610311000,-
4619,360610311001,-
4620,360610317030,-
4621,360610317031,"250,000+"
4622,360610317032,"250,000+"
4623,360610317033,"250,000+"
4624,360610317040,-
4625,360610317041,170549
4626,360610317042,194315
4627,360610317043,"250,000+"
4628,360610317044,"250,000+"
4629,360610319000,-
4630,360610319001,-
4631,360810001011,131714
4632,360810001012,97344
4633,360810001021,191798
4634,360810001022,226714
4635,360810001031,-
4636,360810001041,-
4637,360810002001,71304
4638,360810002002,83571
4639,360810004001,73393
4640,360810004002,82760
4641,360810004003,78434
4642,360810006001,45568
4643,360810006002,118152
4644,360810006003,81667
4645,360810007011,145625
4646,360810007012,146210
4647,360810007021,108297
4648,360810007022,144338
4649,360810007023,142593
4650,360810008001,104901
4651,360810008002,79500
4652,360810010001,133365
4653,360810010002,74926
4654,360810012001,80547
4655,360810012002,74123
4656,360810012003,77083
4657,360810014001,82102
4658,360810014002,228421
4659,360810014003,56669
4660,360810016001,72772
4661,360810016002,77470
4662,360810018001,108359
4663,360810018002,98382
4664,360810019011,170078
4665,360810019021,157877
4666,360810019031,154432
4667,360810020001,87833
4668,360810022001,71923
4669,360810022002,78567
4670,360810024001,49367
4671,360810024002,81719
4672,360810025001,-
4673,360810025002,21101
4674,360810025003,22714
4675,360810025004,-
4676,360810025005,21032
4677,360810025006,42841
4678,360810026001,125921
4679,360810026002,72692
4680,360810028001,87527
4681,360810028002,103804
4682,360810030001,84750
4683,360810031001,-
4684,360810031002,152619
4685,360810032001,113462
4686,360810033011,154420
4687,360810033021,56701
4688,360810033022,33971
4689,360810034001,-
4690,360810034002,80682
4691,360810036001,93750
4692,360810036002,82821
4693,360810037001,-
4694,360810038001,116250
4695,360810038002,71875
4696,360810039001,53468
4697,360810040011,82969
4698,360810040012,61765
4699,360810040021,46552
4700,360810042001,71964
4701,360810042002,65185
4702,360810042003,163571
4703,360810043001,24625
4704,360810043002,-
4705,360810044011,78425
4706,360810044012,-
4707,360810045001,63661
4708,360810045002,91726
4709,360810045003,76344
4710,360810047001,85625
4711,360810047002,30378
4712,360810050001,-
4713,360810051001,77635
4714,360810051002,87303
4715,360810052001,78375
4716,360810052002,82734
4717,360810053001,108421
4718,360810053002,130315
4719,360810053003,99397
4720,360810053004,116422
4721,360810054001,95833
4722,360810054002,46754
4723,360810054003,89770
4724,360810054004,72095
4725,360810055001,132500
4726,360810057001,118458
4727,360810057002,113500
4728,360810057003,70461
4729,360810058001,83672
4730,360810058002,84487
4731,360810058003,98674
4732,360810058004,68669
4733,360810059001,105625
4734,360810059002,89969
4735,360810059003,79676
4736,360810061001,125260
4737,360810061002,96769
4738,360810061003,116643
4739,360810061004,151250
4740,360810062011,69026
4741,360810062012,69524
4742,360810062013,77556
4743,360810062021,-
4744,360810062022,-
4745,360810062023,112542
4746,360810062024,72025
4747,360810062025,93532
4748,360810062026,-
4749,360810062027,120069
4750,360810063001,80547
4751,360810063002,116500
4752,360810063003,113991
4753,360810063004,126750
4754,360810065011,125568
4755,360810065012,116800
4756,360810065013,61082
4757,360810065021,81176
4758,360810065022,71573
4759,360810065023,89453
4760,360810069001,125250
4761,360810069002,135667
4762,360810069003,93083
4763,360810071001,123529
4764,360810071002,153250
4765,360810071003,105735
4766,360810071004,92066
4767,360810073001,113608
4768,360810073002,114918
4769,360810073003,100759
4770,360810075001,-
4771,360810075002,66838
4772,360810075003,157721
4773,360810077001,118125
4774,360810079001,120341
4775,360810079002,103000
4776,360810081001,116875
4777,360810083001,92147
4778,360810083002,70341
4779,360810085001,91111
4780,360810085002,-
4781,360810086001,62321
4782,360810086002,77583
4783,360810087001,-
4784,360810087002,21128
4785,360810087003,13968
4786,360810088001,113969
4787,360810088002,99554
4788,360810091001,131557
4789,360810091002,86715
4790,360810094001,94783
4791,360810094002,57298
4792,360810095001,96944
4793,360810095002,116250
4794,360810096001,183816
4795,360810096002,100208
4796,360810097001,138728
4797,360810097002,116667
4798,360810097003,114821
4799,360810097004,84921
4800,360810098001,69432
4801,360810098002,102639
4802,360810099001,-
4803,360810100001,123235
4804,360810100002,102721
4805,360810101001,130600
4806,360810101002,101989
4807,360810102001,117000
4808,360810102002,98595
4809,360810103001,-
4810,360810103002,94183
4811,360810103003,85139
4812,360810103004,57639
4813,360810104001,44167
4814,360810104002,109318
4815,360810105001,40769
4816,360810105002,37721
4817,360810105003,92344
4818,360810105004,94063
4819,360810106001,123370
4820,360810106002,84145
4821,360810107010,-
4822,360810107011,-
4823,360810108001,95417
4824,360810108002,87961
4825,360810110001,103824
4826,360810110002,73365
4827,360810111001,104821
4828,360810111002,89250
4829,360810112001,64238
4830,360810112002,88646
4831,360810113001,107514
4832,360810113002,80571
4833,360810113003,172868
4834,360810114001,107670
4835,360810115001,98466
4836,360810115002,114375
4837,360810116001,61845
4838,360810116002,66974
4839,360810117001,141810
4840,360810117002,133641
4841,360810117003,89732
4842,360810117004,105375
4843,360810118001,81622
4844,360810118002,82566
4845,360810119001,60714
4846,360810119002,95417
4847,360810120001,123108
4848,360810120002,77315
4849,360810121001,94118
4850,360810121002,101875
4851,360810122001,92578
4852,360810122002,88750
4853,360810123011,116250
4854,360810123012,112250
4855,360810123013,112054
4856,360810124001,97879
4857,360810124002,68917
4858,360810125001,94250
4859,360810125002,94250
4860,360810126011,76250
4861,360810126012,-
4862,360810126021,71000
4863,360810126022,86058
4864,360810128001,97371
4865,360810128002,95764
4866,360810130001,46781
4867,360810130002,-
4868,360810132001,73654
4869,360810132002,79688
4870,360810134001,64616
4871,360810134002,125421
4872,360810134003,56140
4873,360810134004,100368
4874,360810135001,97167
4875,360810136001,96458
4876,360810136002,78830
4877,360810137001,113708
4878,360810138001,88750
4879,360810138002,119583
4880,360810140001,81913
4881,360810140002,133393
4882,360810141001,103631
4883,360810141002,89313
4884,360810142011,48978
4885,360810142012,78917
4886,360810142021,71652
4887,360810142022,59259
4888,360810143001,71515
4889,360810143002,92070
4890,360810144001,64464
4891,360810145001,71976
4892,360810145002,91078
4893,360810147001,70677
4894,360810147002,105347
4895,360810147003,77031
4896,360810148001,-
4897,360810149001,47247
4898,360810149002,113594
4899,360810150001,104750
4900,360810150002,129911
4901,360810151001,104063
4902,360810151002,66019
4903,360810152001,80750
4904,360810152002,80893
4905,360810153001,94643
4906,360810153002,72122
4907,360810154001,89881
4908,360810154002,90278
4909,360810155001,94750
4910,360810155002,125625
4911,360810156001,78917
4912,360810156002,78710
4913,360810157001,68277
4914,360810158011,88879
4915,360810158012,92750
4916,360810158013,89507
4917,360810158021,113929
4918,360810158022,107724
4919,360810158023,99783
4920,360810159001,89583
4921,360810159002,85897
4922,360810159003,-
4923,360810159004,86750
4924,360810161001,95000
4925,360810161002,95179
4926,360810163001,116250
4927,360810163002,25583
4928,360810163003,33750
4929,360810164001,132882
4930,360810164002,83000
4931,360810166001,65673
4932,360810166002,75840
4933,360810168001,111094
4934,360810168002,112632
4935,360810169001,94286
4936,360810169002,103512
4937,360810169003,41765
4938,360810169004,63140
4939,360810170001,98750
4940,360810170002,76250
4941,360810171011,-
4942,360810171021,-
4943,360810172001,87083
4944,360810172002,69524
4945,360810174001,101250
4946,360810174002,102969
4947,360810176001,102143
4948,360810176002,48802
4949,360810178001,88707
4950,360810178002,57708
4951,360810179011,66379
4952,360810179021,-
4953,360810180001,84643
4954,360810181011,74531
4955,360810181012,81092
4956,360810181013,87727
4957,360810181021,80893
4958,360810181022,84808
4959,360810181023,91111
4960,360810182001,101458
4961,360810182002,80614
4962,360810183001,132986
4963,360810183002,68119
4964,360810183003,97434
4965,360810183004,73047
4966,360810183005,112990
4967,360810184011,55179
4968,360810184021,73977
4969,360810184022,128750
4970,360810185011,70664
4971,360810185012,95733
4972,360810185013,47336
4973,360810185021,121563
4974,360810185022,110833
4975,360810185023,111250
4976,360810186001,88636
4977,360810187001,59269
4978,360810187002,117500
4979,360810187003,83523
4980,360810188001,110417
4981,360810189001,69952
4982,360810189002,100313
4983,360810189003,84038
4984,360810190001,82353
4985,360810190002,76952
4986,360810192001,92250
4987,360810192002,90417
4988,360810194001,85862
4989,360810194002,84750
4990,360810196001,111250
4991,360810196002,73125
4992,360810198001,43348
4993,360810198002,102250
4994,360810198003,103508
4995,360810199011,54583
4996,360810199012,-
4997,360810199021,-
4998,360810199022,-
4999,360810199031,-
5000,360810202001,77440
5001,360810204001,63068
5002,360810204002,46691
5003,360810205001,70700
5004,360810205002,62639
5005,360810206001,75114
5006,360810208001,88375
5007,360810208002,68224
5008,360810212001,49063
5009,360810212002,66797
5010,360810214001,54900
5011,360810214002,64107
5012,360810214003,71271
5013,360810216011,99630
5014,360810216012,-
5015,360810216013,-
5016,360810216021,69178
5017,360810216031,-
5018,360810216032,-
5019,360810219001,-
5020,360810220011,193582
5021,360810220012,81035
5022,360810220013,71250
5023,360810220014,82813
5024,360810220021,-
5025,360810220022,103533
5026,360810220023,69286
5027,360810220024,112212
5028,360810229001,-
5029,360810230001,126563
5030,360810230002,106343
5031,360810232001,111441
5032,360810232002,79728
5033,360810232003,-
5034,360810235011,72983
5035,360810235012,56359
5036,360810235021,65924
5037,360810235022,76914
5038,360810236001,78125
5039,360810236002,67137
5040,360810238001,68125
5041,360810238002,70955
5042,360810238003,57273
5043,360810238004,61773
5044,360810240001,115334
5045,360810240002,59063
5046,360810240003,58250
5047,360810243001,31419
5048,360810243002,96469
5049,360810243003,89688
5050,360810243004,59643
5051,360810245001,55048
5052,360810245002,85833
5053,360810245003,63833
5054,360810245004,55560
5055,360810246001,-
5056,360810247001,59811
5057,360810249001,66578
5058,360810249002,66324
5059,360810249003,93454
5060,360810251001,111607
5061,360810251002,-
5062,360810251003,79098
5063,360810251004,80200
5064,360810253011,87868
5065,360810253012,64244
5066,360810253013,63365
5067,360810253014,69083
5068,360810253021,86786
5069,360810253022,73125
5070,360810254011,91553
5071,360810254012,105329
5072,360810254021,36799
5073,360810254022,95375
5074,360810254023,29059
5075,360810255001,92426
5076,360810257001,81806
5077,360810258001,91912
5078,360810258002,89605
5079,360810259001,89375
5080,360810259002,55313
5081,360810260001,43405
5082,360810260002,84500
5083,360810261001,75861
5084,360810261002,78977
5085,360810261003,38787
5086,360810261004,80451
5087,360810262001,77200
5088,360810263001,32148
5089,360810263002,82829
5090,360810263003,135272
5091,360810264001,83625
5092,360810264002,54375
5093,360810265011,49539
5094,360810265012,64700
5095,360810265021,108720
5096,360810266001,26875
5097,360810267001,57788
5098,360810267002,50803
5099,360810267003,46733
5100,360810269011,41667
5101,360810269012,58393
5102,360810269013,90729
5103,360810269014,87198
5104,360810269021,52442
5105,360810269022,66310
5106,360810270001,111139
5107,360810271011,51722
5108,360810271012,45889
5109,360810271013,77626
5110,360810271021,71679
5111,360810271022,-
5112,360810272001,108281
5113,360810272002,64375
5114,360810273011,95270
5115,360810273012,29906
5116,360810273021,121528
5117,360810273022,43357
5118,360810273023,55719
5119,360810274001,63267
5120,360810275001,63243
5121,360810275002,55625
5122,360810275003,50417
5123,360810276001,95893
5124,360810277011,104073
5125,360810277012,60124
5126,360810277021,129261
5127,360810277022,57780
5128,360810277023,40461
5129,360810278001,114395
5130,360810278002,35956
5131,360810279001,91136
5132,360810279002,91065
5133,360810279003,53846
5134,360810279004,55521
5135,360810280001,70465
5136,360810281001,54005
5137,360810281002,81985
5138,360810281003,96875
5139,360810281004,72273
5140,360810282001,66071
5141,360810283001,94083
5142,360810283002,76379
5143,360810283003,77026
5144,360810283004,35858
5145,360810283005,112837
5146,360810284001,85069
5147,360810284002,105556
5148,360810285001,213098
5149,360810285002,145063
5150,360810285003,92603
5151,360810285004,42727
5152,360810287001,80360
5153,360810287002,132708
5154,360810287003,80060
5155,360810287004,62266
5156,360810288011,59654
5157,360810288012,122768
5158,360810288021,82212
5159,360810288022,100625
5160,360810288031,-
5161,360810289001,56083
5162,360810289002,-
5163,360810289003,89386
5164,360810291001,61847
5165,360810291002,83421
5166,360810291003,63972
5167,360810291004,-
5168,360810293001,70452
5169,360810294001,100637
5170,360810294002,59542
5171,360810294003,118750
5172,360810294004,67690
5173,360810294005,-
5174,360810294006,173727
5175,360810295001,85818
5176,360810295002,78976
5177,360810297001,96042
5178,360810297002,99583
5179,360810299001,-
5180,360810306001,-
5181,360810306002,58988
5182,360810306003,134148
5183,360810306004,80833
5184,360810306005,94327
5185,360810309031,69028
5186,360810309032,70833
5187,360810309033,109167
5188,360810309034,87019
5189,360810309041,110278
5190,360810309042,49139
5191,360810309051,41835
5192,360810309052,100093
5193,360810309061,90882
5194,360810309062,71111
5195,360810309063,79631
5196,360810317001,-
5197,360810317002,87794
5198,360810317003,131026
5199,360810317004,57261
5200,360810317005,59806
5201,360810320001,84899
5202,360810320002,-
5203,360810320003,130027
5204,360810320004,78425
5205,360810327001,61875
5206,360810327002,56809
5207,360810328001,79015
5208,360810328002,135250
5209,360810328003,86597
5210,360810329001,-
5211,360810329002,34840
5212,360810329003,64968
5213,360810330001,114256
5214,360810330002,89613
5215,360810330003,98346
5216,360810330004,85500
5217,360810330005,88523
5218,360810331000,-
5219,360810331001,-
5220,360810334011,69412
5221,360810334012,66208
5222,360810334031,62658
