cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,net_inc_sqft,gross_exp_sqft,standard_address,inc_tar_info,inc_tar_units_0bed,inc_tar_units_1bed,inc_tar_units_2bed,inc_tar_units_3bed,inc_tar_units_4bed,floodplain_flag,applied_filters
9375640,1019230001,36061021800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,7950600,"FRED-DOUG 117, L.CL.",138,2003,1,,,2170 8 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9375716,1019247502,36061022000,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,1289332,2216 CONDOMINIUM,18,2003,1,,,276 West 119 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9375749,1019257501,36061022000,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,4906469,2216 CONDOMINIUM,62,,2,,,2216 Fredrick Douglass Bl,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9365521,1019437503,36061020102,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,11001408,UNAVAILABLE OWNER,116,2005,1,,,304 West 117 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9367131,1019457503,36061025700,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,10984490,UNAVAILABLE OWNER,123,2006,1,,,444 Manhattan Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9367562,1019467502,36061025700,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,11843764,SUSAN'S COURT CONDOMINIUM,125,2007,1,,,454 Manhattan Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9365115,1019540036,36061021500,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,6300000,"SITE 8 APARTMENTS, L.P.",70,2009,1,,,2381 8 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9365122,1019547501,36061021500,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,19097551,UNAVAILABLE OWNER,156,2009,2,,,311 West 127 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9373213,1018477507,36061019702,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,,,957151,WEST 114 LLC,8,2015,1,,,310 West 114th Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9380941,2027427501,36005011900,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,1,1,10245741,962 ALDUS STREET CONDO,300,2005,2,,,951 Hoe Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9334675,1000900017,36061001501,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,1,,20667150,ANN/NASSAU REALTY LLC,168,2012,1,,,113 Nassau Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9335716,1001427501,36061002100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,1,,155863316,270 GREENWICH STREET ASSOCIATES,381,2006,1,,,270 Greenwich Street,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9335776,1001700020,36061003100,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,1,,39115350,"FC FOLEY SQUARE ASSOCIATES,",331,2001,1,,,111 Worth Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9336809,1003467501,36061001402,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1,1,50359051,UNAVAILABLE OWNER,211,2015,1,,,145 Clinton Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9336978,1003527501,36061001800,Lower East Side/Chinatown,City Council District 1,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1,,55478677,UNAVAILABLE OWNER,195,2016,1,,,125 Delancey Street,Breakdown available,40,17,42,5,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9335816,1003777503,36061002602,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1,,16221138,UNAVAILABLE OWNER,78,2010,1,,,101 Avenue D,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9397479,2028140069,36005038100,University Heights/Fordham,City Council District 15,BX 05 - Fordham/University Heights,Bronx,New York City,1,1,2800350,"SENIOR LIVING OPTIONS, INC.",114,2006,1,,,270 East Burnside Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9382959,2028390053,36005022102,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,1,1,1685700,"ATLANTIC LAND EAST CLARKE, LLC",64,2004,1,8.7,7.4,128 East Clarke Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9398314,2028690171,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,1,1,1936800,SENIOR LIVING OPTIONS INC,84,2005,1,7.3,5.5,31 West Tremont Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9384000,2028720036,36005021302,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,1,1,1211400,HIGHBRIDGE COMMUNITY HOUSING DEVELOPMENT,81,2006,1,4.7,8.3,1401 Jesup Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9383602,2028720058,36005021302,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,1,1,2901600,HIGHBRIDGE COMMUNITY HOUSING DEVELOPMENT  FUND CORP,127,2006,1,7.7,7.1,1404 Jesup Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9383616,2028720189,36005021302,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,1,1,713250,HIGHBRIDGE COMMUNITY HOUSING DEVELOPMENT  FUND CORP,49,2006,1,6,6,1450 Jesup Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9398395,2028720320,36005021302,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,1,1,1633500,"ATLANTIC LAND MACOMBS ROAD, LLC",90,2003,2,4.8,8.2,1491 Macombs Road,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9501298,3009007503,36047014700,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1,,1729802,UNAVAILABLE OWNER,7,2006,1,,,324 22 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9337990,1004570001,36061003602,Lower East Side/Chinatown,City Council District 2,MN 03 - Lower East Side/Chinatown,Manhattan,New York City,1,1,3069900,EXTRA PLACE HDFC,42,2005,1,,,3 Extra Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9342776,1005947511,36061003700,Greenwich Village/Financial District,City Council District 3,MN 02 - Greenwich Village/Soho,Manhattan,New York City,1,,28650928,UNAVAILABLE OWNER,201,2017,1,,,261 Hudson Street,Breakdown available,16,16,9,0,0,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9399996,2028780019,36005021501,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,1,1,661950,"UNIMAC DEVELOPER, L.P.",30,2005,1,,,1605 University Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9343045,1005957509,36061003900,Greenwich Village/Financial District,City Council District 1,MN 01 - Financial District,Manhattan,New York City,1,,21201146,UNAVAILABLE OWNER,108,2013,1,,,456 Washington Street,Breakdown available,5,6,11,0,0,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9346993,1007010062,36061009900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,31846950,ELEVENTH AVENUE L.P.,369,2008,1,,,312 11 Avenue,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9346994,1007017501,36061009900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,1,19559476,UNAVAILABLE OWNER,139,2013,1,,,529 West 29 Street,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9346995,1007017502,36061009900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,53135100,UNAVAILABLE OWNER,390,2013,1,,,500 West 30 Street,Breakdown available,26,33,19,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9344673,1007090031,36061009900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,1,81808200,MIDTOWN WEST B L.L.C.,835,2007,1,,,505 West 37 Street,Breakdown available,1,1,1,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9344234,1007237502,36061009300,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,19402200,UNAVAILABLE OWNER,168,2011,1,,,401 West 25 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9345335,1007600068,36061011100,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,23429250,TOWER 37 LLC,207,2008,1,,,352 West 37 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9347872,1007620060,36061011500,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,22530600,379 5 AVE RLTY CORP,205,2013,2,,,334 West 39 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9348346,1007757502,36061009100,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,26865450,UNAVAILABLE OWNER,204,2011,1,,,306 8 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9346765,1007970007,36061008700,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,1,13233600,155 W. 21ST ST. LLC,110,2005,1,,,163 West 21 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9349298,1008067502,36061010100,Chelsea/Clinton/Midtown,City Council District 3,MN 05 - Midtown,Manhattan,New York City,1,,90628949,UNAVAILABLE OWNER,382,2014,1,,,855 Avenue Of The Amer,Breakdown available,16,49,10,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9349308,1008077501,36061010100,Chelsea/Clinton/Midtown,City Council District 3,MN 05 - Midtown,Manhattan,New York City,1,,88222446,"125 WEST 31ST STREET ASSOCIATES, LLC",458,2005,1,,,132 West 32 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9349474,1008270001,36061005800,Chelsea/Clinton/Midtown,City Council District 3,MN 05 - Midtown,Manhattan,New York City,1,,51623550,MARINE ESTATES LLC,407,2005,1,,,55 West 25 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9349505,1008290001,36061005800,Chelsea/Clinton/Midtown,City Council District 3,MN 05 - Midtown,Manhattan,New York City,1,,39601800,"GS 800 6TH, LLC",266,2003,1,,,796 Avenue Of The Amer,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9349788,1008337502,36061007600,Chelsea/Clinton/Midtown,City Council District 4,MN 05 - Midtown,Manhattan,New York City,1,,30617100,TOWER 31 LLC,283,2004,1,,,9 West 31 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9403819,2029750037,36005012500,Morrisania/Belmont,City Council District 17,BX 03 - Morrisania/Crotona,Bronx,New York City,1,1,3393900,1211 SOUTHERN BLVD LLC,123,2006,1,,,1211 Southern Boulevard,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9388780,2029760007,36005012300,Morrisania/Belmont,City Council District 17,BX 03 - Morrisania/Crotona,Bronx,New York City,1,1,2843550,URBAN HORIZONS II HOUSING DEVELOPMENT FU ND,128,2006,1,,,1330 Intervale Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9501299,3009007504,36047014700,Sunset Park,City Council District 38,BK 07 - Sunset Park,Brooklyn,New York City,1,,854998,UNAVAILABLE OWNER,7,2008,1,,,312 23 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9349815,1008397502,36061008400,Chelsea/Clinton/Midtown,City Council District 4,MN 05 - Midtown,Manhattan,New York City,1,,51952317,UNAVAILABLE OWNER,374,2001,1,,,66 West 38 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9350204,1008627504,36061007400,Chelsea/Clinton/Midtown,City Council District 4,MN 05 - Midtown,Manhattan,New York City,1,,40919971,UNAVAILABLE OWNER,318,2013,1,,,160 Madison Avenue,Breakdown available,15,41,8,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9347039,1008340069,36061007600,Chelsea/Clinton/Midtown,City Council District 4,MN 05 - Midtown,Manhattan,New York City,1,,29089350,"38-46 WEST 33 STREET, LLC",223,2016,1,,,42 West 33 Street,Breakdown available,14,26,5,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9352614,1010190001,36061012500,Chelsea/Clinton/Midtown,City Council District 3,MN 05 - Midtown,Manhattan,New York City,1,1,57368250,"BILTMORE OWNER, LLC",464,2001,1,,,770 8 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9352623,1010210001,36061012500,Chelsea/Clinton/Midtown,City Council District 3,MN 05 - Midtown,Manhattan,New York City,1,1,85304250,ASN 50TH ST LLC,550,1998,1,,,250 West 50 Street,Breakdown available,3,20,5,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9350646,1010257502,36061013100,Chelsea/Clinton/Midtown,City Council District 3,MN 05 - Midtown,Manhattan,New York City,1,,56823301,THE MARC CONDOMINUM,394,2003,1,,,890 8 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9352679,1010330001,36061012100,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,18713700,42/9 RESIDENTIAL LLC,256,2002,3,,,360 West 43 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9390312,2030050007,36005035900,Morrisania/Belmont,City Council District 17,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,1448100,VYSE AVENUE ASSOCIAT,96,2005,1,4.7,8.3,1904 Vyse Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9386614,2030240080,36005038302,University Heights/Fordham,City Council District 15,BX 05 - Fordham/University Heights,Bronx,New York City,1,1,2482200,"WEBSTER AVENUE ASSOCIATES, L.P.",130,2000,1,6,7.6,385 East 184 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9391996,2030400003,36005038500,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,2162700,"ATLANTIC LAND PARK AVENUE, LLC",70,2004,1,7,5.9,4648 Park Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9373945,1022180035,36061029100,Washington Heights/Inwood,City Council District 10,MN 12 - Washington Heights/Inwood,Manhattan,New York City,1,1,1568700,228 NAGLE REALTY LLC,100,2005,1,,,228 Nagle Avenue,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9392518,2030500070,36005038500,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,2224800,"BATHGATE GROUND, LLC",89,2007,1,7.6,6.5,2277 Bathgate Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9405937,2030610068,36005037504,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,2078550,LA FONTAINE OWNERS LLC,88,2005,1,6.2,5.3,2007 Lafontaine Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9353601,1010517502,36061011500,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,187983270,UNAVAILABLE OWNER,872,2008,1,,,560 10 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351095,1010640036,36061013900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,19102050,55TH & 9TH,149,2004,1,,,831 9 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351323,1010680003,36061014500,Upper West Side,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,94060350,"400 WEST 59TH ST PTRS, LLC",729,1997,1,,,400 West 59 Street,Breakdown available,3,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9354214,1010700029,36061011700,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,1,39277350,"ESRT VICTORY OWNER, L.L.C.",417,2003,1,,,561 10 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9354223,1010710042,36061012900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,38236500,"520 WEST 43RD STREET REIT, LLC",375,1996,2,,,520 West 43 Street,Breakdown available,9,7,2,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9354256,1010737501,36061012900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,113181060,UNAVAILABLE OWNER,699,2011,1,,,550 West 45 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351718,1010760043,36061012900,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,1,5566050,HBA CLINTO ASSOCIATES,109,2002,1,,,520 West 48 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351886,1010817501,36061013500,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,63407251,APPLE INDUSTRIAL CONDOMINUM,392,2015,1,,,525 West 52 Street,Breakdown available,19,39,21,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9353874,1010827501,36061013500,Chelsea/Clinton/Midtown,City Council District 3,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,1,175573728,UNAVAILABLE OWNER,864,2009,1,,,770 11 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351897,1010840025,36061013500,Chelsea/Clinton/Midtown,City Council District 6,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,52237350,55TH CLINTON ASSOC LLC,371,2002,2,,,841 10 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351019,1011050029,36061013500,Chelsea/Clinton/Midtown,City Council District 6,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,1,54556650,GEORGE FAIRBANKS LYNCH TRUST,597,2003,1,,,601 West 57 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351021,1011057501,36061013500,Chelsea/Clinton/Midtown,City Council District 6,MN 04 - Clinton/Chelsea,Manhattan,New York City,1,,174308850,UNAVAILABLE OWNER,709,2013,1,,,625 West 57 Street,Breakdown available,8,23,5,1,0,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351985,1011320021,36061014500,Upper West Side,City Council District 3,MN 07 - Upper West Side,Manhattan,New York City,1,,29866050,WEST 60TH REALTY LLC,258,2013,1,,,175 West 60 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9351988,1011320035,36061014500,Upper West Side,City Council District 3,MN 07 - Upper West Side,Manhattan,New York City,1,,58590900,WEST 62ND STREET LLC,339,2014,1,,,160 West 62 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9406082,2030690017,36005037504,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,1180350,"SENIOR LIVING OPTIONS, INC",74,2003,1,5.2,8.2,2080 Lafontaine Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9392678,2031080044,36005036501,Morrisania/Belmont,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,1624950,MARMION ASSOCIATES LP,90,2001,1,7,7,825 East 179 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9385037,2022950067,36005001900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,1,1,2801250,70 BRUCKNER HOUSING DEVELOPMENT FUND CO.  INC.,60,2010,1,,,70 Bruckner Boulevard,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9372256,2023597501,36005007100,Mott Haven/Hunts Point,City Council District 17,BX 01 - Mott Haven/Melrose,Bronx,New York City,1,1,9509045,VIA VERDE CONDOMINIUM,222,2010,1,,,700 Brook Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9515990,3014330023,36047030300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,1406250,ATLANTIC COMMONS CORNERSTONE LP,30,2011,1,11.6,14.2,2156 Atlantic Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9519525,3014730034,36047036100,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,1,1316250,ATLANTIC COMMONS CORNERSTONE LP,18,2010,1,17.2,10.3,1734 St Johns Place,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9384453,2023667501,36005014100,Morrisania/Belmont,City Council District 17,BX 03 - Morrisania/Crotona,Bronx,New York City,1,1,4237303,UNAVAILABLE OWNER,80,2009,1,,,505 East 161 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9384458,2023677501,36005014100,Morrisania/Belmont,City Council District 17,BX 03 - Morrisania/Crotona,Bronx,New York City,1,1,4701162,"THE DOE FUND, INC",170,2008,1,,,508 East 163 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9384459,2023677502,36005014100,Morrisania/Belmont,City Council District 17,BX 03 - Morrisania/Crotona,Bronx,New York City,1,,5502415,UNAVAILABLE OWNER,131,2008,1,,,3213 3 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9371840,2023720041,36005014500,Morrisania/Belmont,City Council District 16,BX 03 - Morrisania/Crotona,Bronx,New York City,1,1,4185450,"3463 THIRD AVENUE REALTY, LLC",114,2005,1,,,3463 3 Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9371844,2023730006,36005014500,Morrisania/Belmont,City Council District 16,BX 03 - Morrisania/Crotona,Bronx,New York City,1,1,1846350,"SENIOR LIVING OPTIONS, INC.",100,2003,1,5.7,7.5,1240 Washington Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9356386,1011690016,36061016300,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1,,35302050,L & M 2180 LLC,181,2012,1,,,2180 Broadway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9346447,1011710063,36061015100,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1,,79961400,BRODCOM WEST DEVELOPMENT COMPANY LLC,973,1994,2,,,75 West End Avenue,Breakdown available,32,15,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9346510,1011717506,36061015100,Upper West Side,City Council District 6,MN 07 - Upper West Side,Manhattan,New York City,1,1,29874822,THE 33 WEST END AVE CONDOMINUM,331,2006,1,,,33 West End Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
