cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,net_inc_sqft,gross_exp_sqft,standard_address,inc_tar_info,inc_tar_units_0bed,inc_tar_units_1bed,inc_tar_units_2bed,inc_tar_units_3bed,inc_tar_units_4bed,floodplain_flag,applied_filters
9723943,4004067501,36081003300,Astoria,City Council District 26,QN 01 - Astoria,Queens,New York City,,,4394295,CRESCENT OWNERS LLC,32,2017,1,,,40-05 Crescent Street,Breakdown available,2,6,2,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9569372,3033490032,36047039900,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,805050,522 EVERGREEN PARTNERS LLC,8,2017,1,,,522 Evergreen Avenue,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9571143,3033790031,36047043900,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1,,855900,BEN PUTNAM LLC,8,2015,1,,,1530 Putnam Avenue,Breakdown available,0,1,2,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9571150,3033790054,36047043900,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1,,758700,UNAVAILABLE OWNER,8,2015,1,,,1534 Putnam Avenue,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9559862,3049310031,36047082600,East Flatbush,City Council District 45,BK 17 - East Flatbush,Brooklyn,New York City,1,,792450,EAST 32ND ST 282 LLC,14,2019,3,19.6,13.4,282 East 32 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9367535,1016000026,36061019000,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,4492350,15 WEST 116 LLC,38,2008,1,,,19 West 116 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9369726,1017230153,36061020000,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,1,438300,W 126 GROUP LLC,8,2013,1,,,40 West 126 Street,Breakdown available,0,2,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9727247,4006550012,36081005900,Astoria,City Council District 22,QN 01 - Astoria,Queens,New York City,1,,664200,"A&E NY, LLC",8,2013,1,,,32-63 37 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9403358,2030310054,36005038302,University Heights/Fordham,City Council District 15,BX 06 - Belmont/East Tremont,Bronx,New York City,1,1,6075450,4607 PARK DEVELOPMENT LLC,90,2016,1,,,4607 Park Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9399889,2037387501,36005005002,Soundview/Parkchester,City Council District 17,BX 09 - Parkchester/Soundview,Bronx,New York City,,1,5861700,"1144 EVERGREEN DEVELOPMENT, LLC",73,2018,1,,,1144 Evergreen Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9375962,2025200045,36005021100,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,1,1,2809800,1401 ELG DEVELOPMENT LLC,44,2016,1,,,1355 Grant Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9590980,3045170003,36047122000,East New York/Starrett City,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1,,4213800,EMERAL GREEN PHASE II LIMITED PARTNERSHI P,83,2002,2,12.5,10.2,646 Emerald Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9564465,3032730005,36047039500,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,449550,1207 BROADWAY LLC,7,2015,1,,,1207 Broadway,Breakdown available,0,2,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9514162,3031207501,36047049100,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,8031474,UNAVAILABLE OWNER,45,2018,1,,,46 Cook Street,Breakdown available,0,4,8,2,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9564014,3027710001,36047049500,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,2421900,310 GRAHAM LLC,24,2016,2,,,310 Graham Avenue,Breakdown available,0,2,3,3,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9557599,3048130019,36047087401,South Crown Heights,City Council District 41,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,1,322650,RUTLAND CAPITAL LLC,8,2016,2,,,664 Rutland Road,Breakdown available,0,1,4,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9557600,3048130020,36047087401,South Crown Heights,City Council District 41,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,,322650,RUTLAND CAPITAL LLC,8,2016,2,,,668 Rutland Road,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9570488,3032490035,36047044500,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1,,2784150,BUT WHY CORP.,27,2017,1,,,371 Stockholm Street,Breakdown available,0,0,9,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9790777,4006570008,36081006100,Astoria,City Council District 22,QN 01 - Astoria,Queens,New York City,1,,792900,"LEOPOLD BROADWAY, LLC",6,2013,1,,,37-01 Broadway,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9526319,3015210065,36047037100,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,360000,305 SUMPTER LLC,9,2018,1,,,305 Sumpter Street,Breakdown available,0,0,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9493293,3010510065,36047011700,Park Slope/Carroll Gardens,City Council District 39,BK 07 - Sunset Park,Brooklyn,New York City,1,,747000,PROSPECT PLAZA 1 LLC,9,2019,1,,,135 Prospect Avenue,Breakdown available,0,2,2,2,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9412955,2033310048,36005042500,Kingsbridge Heights/Mosholu,City Council District 11,BX 07 - Kingsbridge Heights/Bedford,Bronx,New York City,1,1,1544400,"WEBSTER 204 REALTY,",33,1927,1,,,390 East 204 Street,Breakdown available,0,0,10,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9367761,1020067502,36061022800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,,,21033434,BRP RENNY LLC,134,2015,1,,,152 West 137th Street,Breakdown available,0,13,14,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9520602,3013320012,36047080600,South Crown Heights,City Council District 40,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,,633600,486 LEFFERTS BH LLC,9,2018,1,,,486 Lefferts Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/940.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9740929,4012237503,36081026300,Sunnyside/Woodside,City Council District 26,QN 02 - Woodside/Sunnyside,Queens,New York City,1,,654852,TRUE LIGHT OF NEW YORK CITY LLC,10,2017,1,,,65-25 Roosevelt Ave,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9516425,3012247504,36047022100,North Crown Heights/Prospect Heights,City Council District 35,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,1091250,681 FRANKLIN AVENUE HOLDINGS LLC,8,2015,1,,,681 Franklin Avenue,Breakdown available,1,1,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9790812,4006570032,36081006100,Astoria,City Council District 22,QN 01 - Astoria,Queens,New York City,1,,2161800,TLC3137 LLC,38,2019,1,,,31-19 37 Street,Breakdown available,2,4,6,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9565833,3050850040,36047082000,South Crown Heights,City Council District 40,BK 17 - East Flatbush,Brooklyn,New York City,1,1,2333700,250 LENOX REALTY LLC,24,2019,1,28,7,250 Lenox Road,Breakdown available,4,4,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9696249,3067350080,36047076800,Flatbush,City Council District 44,BK 14 - Flatbush/Midwood,Brooklyn,New York City,1,,24574050,"VITAGRAPH REIT, LLC (THE)",302,2017,1,,,1263 East 14 Street,Breakdown available,0,45,46,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9560962,3049490031,36047083000,East Flatbush,City Council District 45,BK 17 - East Flatbush,Brooklyn,New York City,1,1,2035800,1270 NY AVE. LLC,39,2019,1,22.3,19,1270 New York Avenue,Breakdown available,0,12,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9526694,3035100024,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1,,295650,2019 EQUITIES LLC,8,1930,1,,,2019 Union Street,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9599740,3048370027,36047081800,East Flatbush,City Council District 40,BK 17 - East Flatbush,Brooklyn,New York City,1,,18993150,SANDY 350 LLC,250,2016,1,,,318 Clarkson Avenue,Breakdown available,27,31,14,3,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9557825,3030620036,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,765450,"187 JOHNSON, LLC",8,2018,1,,,187 Johnson Avenue,Breakdown available,0,0,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9506063,3024477501,36047052500,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,28584988,HAVEMEYER OWNER LLC,172,2018,2,,,277 South 5th Street,Breakdown available,19,24,6,5,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9491823,3018020013,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,711000,194 LEXINGTON AVE LLC,8,2019,1,,,194 Lexington Avenue,Breakdown available,0,1,2,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9526875,3015720039,36047036700,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1,,525150,YBK 2365 LLC,8,2015,1,,,2365 Atlantic Avenue,Breakdown available,0,0,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9547211,3019410016,36047023300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,1007100,FRANKLIN AVENUE GROUP LLC,16,2019,1,,,263 Franklin Avenue,Breakdown available,0,3,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9479394,3014270020,36047035500,South Crown Heights,City Council District 41,BK 09 - South Crown Heights/Lefferts Gardens,Brooklyn,New York City,1,,2881800,800-830 EMPIRE BLVD LLC,35,2019,1,,,830 Empire Boulevard,Breakdown available,0,5,6,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9384136,2023090023,36005001900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,1,,390600,"20 BRUCKNER, LLC",7,2018,1,,,141 Alexander Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/966.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9384137,2023090024,36005001900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,1,,512550,"20 BRUCKNER, LLC",7,2018,1,,,139 Alexander Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/966.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9556664,3024630001,36047052700,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,564750,312-314 KEAP LLC,7,2018,1,,,312 Keap Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/970.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
10039984,5005930740,36085003900,North Shore,City Council District 49,SI 01 - St. George/Stapleton,Staten Island,New York City,1,1,320850,"VICTORY HIGHLAND, LLC",6,2017,1,,,7 Highland Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/971.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
10039983,5005930735,36085003900,North Shore,City Council District 49,SI 01 - St. George/Stapleton,Staten Island,New York City,1,,373050,"VICTORY HIGHLAND, LLC",6,2017,1,,,11 Highland Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/971.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
10039935,5005930730,36085003900,North Shore,City Council District 49,SI 01 - St. George/Stapleton,Staten Island,New York City,1,,388800,"VICTORY HIGHLAND, LLC",6,2017,1,,,15 Highland Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/971.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9558734,3030820012,36047048500,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,819900,216 BOERUM VENTURE LLC,8,2016,1,,,Boerum Street,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9628455,3051930021,36047082800,East Flatbush,City Council District 45,BK 17 - East Flatbush,Brooklyn,New York City,1,,328500,EAST 28 TERRACE LLC,7,2019,1,,,336 East 28 Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/974.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9607638,3051640043,36047051602,Flatbush,City Council District 40,BK 14 - Flatbush/Midwood,Brooklyn,New York City,1,,796500,481E21 LLC,10,2019,1,,,481 East 21 Street,Breakdown available,0,1,2,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9402864,2029720007,36005012500,Morrisania/Belmont,City Council District 16,BX 03 - Morrisania/Crotona,Bronx,New York City,1,1,483750,FREEMAN CORNER LLC,8,2015,1,,,1315 Rev James Polite Ave,Breakdown available,0,0,2,1,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9411830,2042350020,36005030000,Throgs Neck/Co-op City,City Council District 13,BX 10 - Throgs Neck/Co-op City,Bronx,New York City,1,,589050,"TINAJ, PJERIN",9,2018,1,,,1950 Hobart Avenue,Breakdown available,0,2,1,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9514709,3013870064,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,1008900,1603 LINCOLN LLC,13,1910,2,17,3.9,1603 Lincoln Place,Breakdown available,3,1,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9447463,2046610074,36005038000,Williamsbridge/Baychester,City Council District 12,BX 12 - Williamsbridge/Baychester,Bronx,New York City,1,,472950,3603 BARNES AVE LLC,10,2019,1,,,3603 Barnes Avenue,Breakdown available,1,1,1,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9481464,3015190004,36047037900,Bedford Stuyvesant,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,414000,HOWARD GARDENS CORP.,6,2018,1,,,225 Howard Avenue,Breakdown available,0,1,1,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9370087,1017280070,36061020800,Central Harlem,City Council District 9,MN 10 - Central Harlem,Manhattan,New York City,1,,900450,416 LENOX LLC,12,2018,1,20.4,9.4,416 Lenox Avenue,Breakdown available,0,4,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9532870,3017150014,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,3071250,PARK LANE DEVELOPMENT I LLC,13,2019,1,,,765 Bedford Avenue,Breakdown available,0,0,0,9,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9625239,3051080027,36047082400,East Flatbush,City Council District 40,BK 17 - East Flatbush,Brooklyn,New York City,1,,673200,146 ERASMUS LLC,10,2019,1,,,146 Erasmus Street,Breakdown available,0,2,1,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9362943,1017710017,36061019600,East Harlem,City Council District 9,MN 11 - East Harlem,Manhattan,New York City,1,,1222200,"LEX 162, INC.",10,2015,1,,,139 East 122 Street,Breakdown available,0,0,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9564211,3027887502,36047049500,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,1606949,"JAROAH, INC.",5,1920,1,,,710 Grand Street,Breakdown available,0,2,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9644660,3068000001,36047055200,Sheepshead Bay/Gravesend,City Council District 48,BK 15 - Sheepshead Bay,Brooklyn,New York City,1,1,2971800,1705 E 17 REALTY LLC,35,2019,1,,,Quebtin Road,Breakdown available,2,3,6,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9532856,3017080065,36047029900,North Crown Heights/Prospect Heights,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,724050,15 HUNTERFLY MANAGEMENT LLC,8,2019,1,,,Hunterfly Place,Breakdown available,0,1,2,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9999084,4097670059,36081044602,Jamaica,City Council District 24,QN 12 - Jamaica/Hollis,Queens,New York City,1,1,3495600,89TH AVE PROJECT LLC,51,2019,1,20.2,5.4,88-56 162 Street,Breakdown available,0,8,8,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9540289,3019730039,36047022900,Brooklyn Heights/Fort Greene,City Council District 35,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,633600,102 QUINCY LLC,7,2016,1,,,102 Quincy Street,Breakdown available,0,2,1,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9568412,3033660041,36047039700,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,377550,1140 REALTY GROUP LLC,8,2016,1,,,1140 Bushwick Avenue,Breakdown available,0,1,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9399385,2033090023,36005041300,Kingsbridge Heights/Mosholu,City Council District 11,BX 07 - Kingsbridge Heights/Bedford,Bronx,New York City,1,1,1772100,3055 VALENTINE AVE LLC,30,2017,1,22.2,8.6,3055 Valentine Avenue,Breakdown available,4,2,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9561551,3031860049,36047042700,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,964350,STARR PROP LLC,8,2017,1,,,81 Starr Street,Breakdown available,0,0,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9546379,3019110019,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1,,1708650,610 MYRTLE LLC,20,2019,1,,,610 Myrtle Avenue,Breakdown available,0,6,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9599891,3042450005,36047119400,East New York/Starrett City,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1,1,260100,MK 277-275 LLC,6,2017,1,,,275 Milford Street,Breakdown available,0,0,0,2,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9513488,3013710005,36047034500,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,412650,213 TROY LLC,8,2019,1,,,213 Troy Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/1020.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9513490,3013710007,36047034500,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,1,488700,TROY AVE REALTY LLC,9,2019,1,,,209 Troy Avenue,Breakdown available,0,0,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9513489,3013710006,36047034500,North Crown Heights/Prospect Heights,City Council District 36,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,360900,TROY AVE REALTY LLC,7,2019,1,,,211 Troy Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/1020.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9638387,3054280016,36047048200,Flatbush,City Council District 40,BK 14 - Flatbush/Midwood,Brooklyn,New York City,1,1,3081600,206-210 PARKVILLE AVENUE REALTY LLC,43,2020,1,26.5,13.3,206-210 Parkville Avenue,Breakdown available,0,9,4,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9514711,3013870066,36047035900,North Crown Heights/Prospect Heights,City Council District 41,BK 08 - Crown Heights/Prospect Heights,Brooklyn,New York City,1,,326250,YC LINCOLN LLC,9,1910,2,,,1597 Lincoln Place,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9903261,4050147502,36081116300,Flushing/Whitestone,City Council District 20,QN 07 - Flushing/Whitestone,Queens,New York City,1,,18885150,HOGSETT FAMILY LIMITED PARTNERSHIP,103,2019,1,,,144-74 Northern Blvd,Breakdown available,7,14,10,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9527550,3015430014,36047036900,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1,,377550,102 SOMERS ST LLC,8,2017,1,,,102 Somers Street,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9375142,2022680021,36005004100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,1,1,521550,SHG 538 LLC,8,2018,1,-0.7,1.9,538 East 142 Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/1025.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9383468,2022680022,36005004100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,1,,521550,SHG 540 LLC,8,2018,1,,,540 East 142 Street,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/1025.pdf,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9566265,3030730014,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,1078650,BOERUM JOHNSON LLC,10,2019,1,,,Bushwick Place,Breakdown available,0,0,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9629368,3052140060,36047082800,East Flatbush,City Council District 45,BK 17 - East Flatbush,Brooklyn,New York City,1,,1282050,486 E 28 LLC,22,2019,1,18.4,11.2,486 East 28 Street,Breakdown available,0,7,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9389258,2029870040,36005012300,Morrisania/Belmont,City Council District 17,BX 03 - Morrisania/Crotona,Bronx,New York City,1,,478800,1431 VYSE LLC,12,2019,1,17.9,7.8,1431 Vyse Avenue,Breakdown available,3,0,1,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9552794,3022177505,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1733580,YESH PROPERTIES LLC,11,2019,1,,,85-87 Rutledge Street,Breakdown available,0,0,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9605504,3050830024,36047079602,South Crown Heights,City Council District 40,BK 14 - Flatbush/Midwood,Brooklyn,New York City,1,,4106700,53 CAMBRIDGE 26 LLC,30,2017,1,,,2155 Caton Avenue,Breakdown available,0,4,5,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9566564,3033230001,36047041700,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,6480000,KRE BKLYNER 93 LINDEN LLC,68,2019,1,,,93 Linden Street,Breakdown available,2,16,3,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9389220,2031710036,36005023704,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,1,1,1005300,2245 CRESTON AVE LLC,16,2020,1,,,2245 Creston Avenue,Breakdown available,3,2,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9567614,3032430054,36047042100,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1,,504450,81 STOCKHOLM GROUP LLC,8,2018,1,,,83 Stockholm Street,Breakdown available,0,3,0,0,0,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
9511849,3027790031,36047051300,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,1,,1150650,555 GRAND LLC,12,1920,1,38.3,17.5,555 Grand Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Subsidy Subtype is ""421-a Tax Incentive Program"""
