PARID,BORO,BLOCK,LOT,EASE,RECTYPE,YEAR,REUC,PERIOD,EXMP_CODE,EXMP_CODE-SUFFIX,EXMP_SEQ,NYS_EXMP_CODE,PSTATUS,COOP_NUM,CONDO_NUMBER,CONDO_SFX,PYEXMPTOT,PYEXMPTRN,PYEXMPTXBL,TENEXMPTOT,TENEXMPTRN,TENEXMPTXBL,CBNEXMPTOT,CBNEXMPTRN,CBNEXMPTXBL,FINEXMPTOT,FINEXMPTRN,FINEXMPTXBL,CUREXMPTOT,CUREXMPTRN,CUREXMPTXBL,Create date,EXNAME,Percent 1,Percent 2,ENTER_DATE,Percent 4,OWNER2,PYINCRPCT1,PYINCRPCT2,PYINCRPCT3,PYINCRPCT4,STATUS,COMPUTE_FLG,PYPARTIALPCT,NO_YEARS,BASEYR,BASETOT,BASETRNTOT,GARGCOMACT,GARGCOMPCT,GARGCOMTRN,BENFTSTART,ICIP_APPNO,421G_CERT,EFF_DATE,PRELIMDATE,421G base value ACT,J51 prev exmpt ACT,J51 prev exmpt TRN,J51 base val ACT,J51 vase val TRN,CASENO,LLINE,EXTRACTDT,BLDG-CLASS,FINTAXCLASS,Percent 3,J51 Govt Financed
3044520385,3,4452,385,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128232,+0001,20220517,B2,1,+000.000000,N
3044520386,3,4452,386,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128243,+0001,20220517,B2,1,+000.000000,N
3044520387,3,4452,387,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128251,+0001,20220517,B2,1,+000.000000,N
3044520388,3,4452,388,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128259,+0001,20220517,B2,1,+000.000000,N
3044520389,3,4452,389,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128265,+0001,20220517,B2,1,+000.000000,N
3044520390,3,4452,390,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128273,+0001,20220517,B2,1,+000.000000,N
3044520391,3,4452,391,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128282,+0001,20220517,B2,1,+000.000000,N
3044520392,3,4452,392,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128290,+0001,20220517,B2,1,+000.000000,N
3044520393,3,4452,393,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128298,+0001,20220517,B2,1,+000.000000,N
3044520394,3,4452,394,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128305,+0001,20220517,B2,1,+000.000000,N
3044520395,3,4452,395,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128310,+0001,20220517,B2,1,+000.000000,N
3044520396,3,4452,396,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128316,+0001,20220517,B2,1,+000.000000,N
3044520397,3,4452,397,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128322,+0001,20220517,B2,1,+000.000000,N
3044520398,3,4452,398,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128329,+0001,20220517,B2,1,+000.000000,N
3044520399,3,4452,399,,1,2023,,3,5112,51121,6,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128336,+0001,20220517,B2,1,+000.000000,N
3044520402,3,4452,402,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128343,+0001,20220517,B2,1,+000.000000,N
3044520403,3,4452,403,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128350,+0001,20220517,B2,1,+000.000000,N
3044520404,3,4452,404,,1,2023,,3,5112,51121,5,48106,A,0,,,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,35820,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000035820,+00000035820,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128362,+0001,20220517,B2,1,+000.000000,N
3044520405,3,4452,405,,1,2023,,3,5112,51121,5,48106,A,0,,,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018840,+00000018840,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128370,+0001,20220517,B2,1,+000.000000,N
3044520406,3,4452,406,,1,2023,,3,5112,51121,5,48106,A,0,,,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000008700,+00000008700,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128379,+0001,20220517,A5,1,+000.000000,N
3044520407,3,4452,407,,1,2023,,3,5112,51121,5,48106,A,0,,,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,12420,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000012420,+00000012420,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128387,+0001,20220517,A5,1,+000.000000,N
3044520408,3,4452,408,,1,2023,,3,5112,51121,5,48106,A,0,,,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000019740,+00000019740,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128395,+0001,20220517,A5,1,+000.000000,N
3044520409,3,4452,409,,1,2023,,3,5112,51121,6,48106,A,0,,,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000016260,+00000016260,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128408,+0001,20220517,A5,1,+000.000000,N
3044520410,3,4452,410,,1,2023,,3,5112,51121,5,48106,A,0,,,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000019740,+00000019740,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128420,+0001,20220517,A5,1,+000.000000,N
3044520411,3,4452,411,,1,2023,,3,5112,51121,5,48106,A,0,,,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000019740,+00000019740,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128429,+0001,20220517,A5,1,+000.000000,N
3044520412,3,4452,412,,1,2023,,3,5112,51121,5,48106,A,0,,,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000019740,+00000019740,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128441,+0001,20220517,A5,1,+000.000000,N
3044520413,3,4452,413,,1,2023,,3,5112,51121,5,48106,A,0,,,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000019740,+00000019740,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128449,+0001,20220517,A5,1,+000.000000,N
3044520414,3,4452,414,,1,2023,,3,5112,51121,5,48106,A,0,,,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,16260,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000016260,+00000016260,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128457,+0001,20220517,A5,1,+000.000000,N
3044520415,3,4452,415,,1,2023,,3,5112,51121,5,48106,A,0,,,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,19740,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000019740,+00000019740,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128467,+0001,20220517,A5,1,+000.000000,N
3044520416,3,4452,416,,1,2023,,3,5112,51121,5,48106,A,0,,,19800,19800,19800,19800,19800,19800,19800,19800,19800,19800,19800,19800,19800,19800,19800,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000019800,+00000019800,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128475,+0001,20220517,A5,1,+000.000000,N
3044520451,3,4452,451,,1,2023,,3,5112,51121,6,48106,A,0,,,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000003480,+00000003480,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128498,+0001,20220517,A5,1,+000.000000,N
3044520452,3,4452,452,,1,2023,,3,5112,51121,5,48106,A,0,,,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000015060,+00000015060,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128513,+0001,20220517,A5,1,+000.000000,N
3044520453,3,4452,453,,1,2023,,3,5112,51121,5,48106,A,0,,,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,15060,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000015060,+00000015060,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128523,+0001,20220517,A5,1,+000.000000,N
3044520454,3,4452,454,,1,2023,,3,5112,51121,5,48106,A,0,,,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018780,+00000018780,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128532,+0001,20220517,A5,1,+000.000000,N
3044520455,3,4452,455,,1,2023,,3,5112,51121,6,48106,A,0,,,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018780,+00000018780,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128543,+0001,20220517,A5,1,+000.000000,N
3044520456,3,4452,456,,1,2023,,3,5112,51121,6,48106,A,0,,,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018780,+00000018780,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128553,+0001,20220517,A5,1,+000.000000,N
3044520457,3,4452,457,,1,2023,,3,5112,51121,5,48106,A,0,,,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018780,+00000018780,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128566,+0001,20220517,A5,1,+000.000000,N
3044520458,3,4452,458,,1,2023,,3,5112,51121,6,48106,A,0,,,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018780,+00000018780,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128577,+0001,20220517,A5,1,+000.000000,N
3044520459,3,4452,459,,1,2023,,3,5112,51121,5,48106,A,0,,,29940,32062,29940,32062,31736,31736,32062,31736,31736,32062,31736,31736,32062,31736,31736,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000032062,+00000032062,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128592,+0001,20220517,A5,1,+000.000000,N
3044520461,3,4452,461,,1,2023,,3,5112,51121,6,48106,A,0,,,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018780,+00000018780,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128610,+0001,20220517,A5,1,+000.000000,N
3044520462,3,4452,462,,1,2023,,3,5112,51121,5,48106,A,0,,,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,18780,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000018780,+00000018780,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128619,+0001,20220517,A5,1,+000.000000,N
3044520463,3,4452,463,,1,2023,,3,5112,51121,5,48106,A,0,,,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,3480,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,0,0,,0,,0,0,0,0,A,M,+100,20,+2015,+00000003480,+00000003480,+00000000000,+000.0000000,+00000000000,+2016,0,,2016,2015,0,0,0,0,0,27128628,+0001,20220517,A5,1,+000.000000,N
3065571101,3,6557,1101,,1,2023,,3,1986,19861,11,47666,A,0,301904,C1,857752,1012413,857752,832494,991094,832494,832494,991094,832494,832494,991094,832494,832494,991094,832494,01/01/2009,THE 24TH AVENUE CONDOMINIUM HOMEOWNERS,0,0,,0,,0,0,0,0,A,A,+100,25,+2007,+00000209939,+00000209939,+00000000000,+000.0000000,+00000000000,+2009,11913,,2009,2007,0,0,0,0,0,27055675,+0001,20220517,RB,4,+000.000000,N
3070140002,3,7014,2,,1,2023,,3,5109,51091,5,48656,A,0,,,4175550,4175550,4175550,5580000,4651470,5580000,5580000,4651470,5580000,5580000,4651470,5580000,5580000,4651470,5580000,01/01/2013,SEABEACH III HOMEOWNERS ASSOC INC,0,0,,0,"CO OCEAN GATE LP,SEABEACH III HMWNR",0,0,0,0,A,A,+100,11,+0000,+00000336600,+00000336600,+00000000000,+000.0000000,+00000000000,+2013,0,,2013,0,0,0,0,0,0,26638534,+0001,20220517,D1,2,+000.000000,N
4050661018,4,5066,1018,,1,2023,,3,5113,51131,5,48806,A,0,400664,R1,34185,38320,34185,33083,31333,31333,33083,31333,31333,33083,31333,31333,33083,31333,31333,01/01/2012,"SKY VIEW PARC HOMEOWNERS ASSOCIATION, IN",0,0,,0,,0,0,0,0,A,A,+100,15,+2006,+00000000251,+00000000251,+00000000000,+000.0000000,+00000000000,+2012,0,,2012,2006,0,0,0,0,0,27032686,+0001,20220517,R4,2,+000.000000,N
4050661204,4,5066,1204,,1,2023,,3,5113,51131,6,48806,A,0,400656,C3,253953,303632,253953,215575,223944,215575,215575,223944,215575,215575,223944,215575,215575,223944,215575,01/01/2011,"SKY VIEW PARC HOMEOWNERS ASSOCIATION, IN",0,0,,0,,0,0,0,0,A,A,+100,15,+2006,+00000007009,+00000007009,+00000000000,+000.0000000,+00000000000,+2011,0,,2011,2006,0,0,0,0,0,27034710,+0001,20220517,RK,4,+000.000000,N
4050661318,4,5066,1318,,1,2023,,3,5113,51131,5,48806,A,0,400760,R1,46763,52216,46763,37445,41136,37445,37445,41136,37445,37445,41136,37445,37445,41136,37445,01/01/2012,"SKY VIEW PARC HOMEOWNERS ASSOCIATION, IN",0,0,,0,,0,0,0,0,A,A,+100,15,+2006,+00000000181,+00000000181,+00000000000,+000.0000000,+00000000000,+2012,0,,2012,2006,0,0,0,0,0,27035293,+0001,20220517,R4,2,+000.000000,N
3011241101,3,1124,1101,,1,2021,,3,5114,51141,3,48806,A,0,302060,C1,64874,59876,64874,66787,63770,66787,66787,63770,66787,66787,63770,66787,66787,63770,66787,01/01/2010,PACIFIC BLUE HOMEOWNERS ASSOCIATION INC,100,0,,0,,0,0,0,0,A,A,100,25,2005,67051,64034,0,0,0,2010,0,,2010,2005,0,0,0,0,0,27122327,1,20200523,RA,4,0,N
3011321201,3,1132,1201,,1,2021,,3,5114,51141,5,48806,A,0,302930,C1,390551,385088,390551,422051,395951,422051,422051,395951,422051,422051,395951,422051,422051,395951,422051,01/01/2011,"PACIFIC BLUE HOMEOWNERS ASSOCIATION, INC",100,0,,0,,0,0,0,0,A,A,100,25,2006,426150,400050,0,0,0,2011,0,,2011,2006,0,0,0,0,0,27129084,1,20200523,RK,4,0,N
3021341101,3,2134,1101,,1,2021,,3,5114,51141,4,48806,A,0,301396,C1,299612,264637,299612,336894,287767,336894,336894,287767,336894,336894,287767,336894,336894,287767,336894,01/01/2008,THE SCHAEFER LANDING HOMEOWNERS ASSOCIAT,100,0,,0,,0,0,0,0,A,A,100,25,2003,338850,289723,0,0,0,2008,0,,2008,2003,0,0,0,0,0,27071866,1,20200523,RB,4,0,N
3044520208,3,4452,208,,1,2021,,3,5112,51121,3,48106,A,0,,,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,13380,13380,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126854,1,20200523,A5,1,0,N
3044520209,3,4452,209,,1,2021,,3,5112,51121,3,48106,A,0,,,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,18900,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,18900,18900,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126868,1,20200523,A5,1,0,N
3044520210,3,4452,210,,1,2021,,3,5112,51121,3,48106,A,0,,,19020,19020,19020,19020,19020,19020,19020,19020,19020,19020,19020,19020,19020,19020,19020,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,19020,19020,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126880,1,20200523,A5,1,0,N
3044520211,3,4452,211,,1,2021,,3,5112,51121,3,48106,A,0,,,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,19140,19140,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126892,1,20200523,A5,1,0,N
3044520212,3,4452,212,,1,2021,,3,5112,51121,4,48106,A,0,,,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,19140,19140,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126904,1,20200523,A5,1,0,N
3044520213,3,4452,213,,1,2021,,3,5112,51121,3,48106,A,0,,,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,19140,19140,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126916,1,20200523,A5,1,0,N
3044520214,3,4452,214,,1,2021,,3,5112,51121,4,48106,A,0,,,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,19140,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,19140,19140,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126928,1,20200523,A5,1,0,N
3044520215,3,4452,215,,1,2021,,3,5112,51121,3,48106,A,0,,,12300,12300,12300,12300,12300,12300,12300,12300,12300,12300,12300,12300,12300,12300,12300,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,12300,12300,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126941,1,20200523,A5,1,0,N
3044520216,3,4452,216,,1,2021,,3,5112,51121,3,48106,A,0,,,16320,16320,16320,16320,16320,16320,16320,16320,16320,16320,16320,16320,16320,16320,16320,01/01/2016,NEHEMIAH SPRING CREEK AFFORDABLE HOMEOWN,100,0,,0,,0,0,0,0,A,M,100,20,2015,16320,16320,0,0,0,2016,0,,2016,2015,0,0,0,0,0,27126953,1,20200523,A5,1,0,N
