bbl,UnitCount_by_BBL,borough,block,lot,cd,bct2020,address,latitude,longitude,FIPS,GEOID,geometry
3029227501,8,BK,2922,7501,301,048100,292 POWERS STREET,40.7128943,-73.9390716,047,047048100,POINT (-73.9390716 40.7128943)
3029230025,22,BK,2923,25,301,048100,897 GRAND STREET,40.7128033,-73.9381807,047,047048100,POINT (-73.9381807 40.7128033)
3030220003,25,BK,3022,3,301,051100,288 UNION AVENUE,40.7091175,-73.9504911,047,047051100,POINT (-73.9504911 40.7091175)
3030230013,14,BK,3023,13,301,051100,58 TEN EYCK STREET,40.7095584,-73.9480993,047,047051100,POINT (-73.9480993 40.7095584)
3030230029,15,BK,3023,29,301,051100,163 LEONARD STREET,40.7093383,-73.9471292,047,047051100,POINT (-73.9471292 40.7093383)
3030237501,16,BK,3023,7501,301,051100,63 STAGG STREET,40.709303,-73.9478074,047,047051100,POINT (-73.9478074 40.709303)
3030237502,6,BK,3023,7502,301,051100,61 STAGG STREET,40.7092838,-73.9480021,047,047051100,POINT (-73.9480021 40.7092838)
3030237503,8,BK,3023,7503,301,051100,52 TEN EYCK STREET,40.7095474,-73.9482436,047,047051100,POINT (-73.9482436 40.7095474)
3030237504,10,BK,3023,7504,301,051100,78 TEN EYCK STREET,40.7097666,-73.9471866,047,047051100,POINT (-73.9471866 40.7097666)
3030237505,8,BK,3023,7505,301,051100,406 LORIMER STREET,40.709166,-73.9483449,047,047051100,POINT (-73.9483449 40.709166)
3030320009,8,BK,3032,9,301,051100,58 STAGG STREET,40.7088447,-73.9479989,047,047051100,POINT (-73.9479989 40.7088447)
3030320025,9,BK,3032,25,301,051100,145 LEONARD STREET,40.7086164,-73.9470829,047,047051100,POINT (-73.9470829 40.7086164)
3030320026,9,BK,3032,26,301,051100,143 LEONARD STREET,40.7085451,-73.9470721,047,047051100,POINT (-73.9470721 40.7085451)
3030320028,8,BK,3032,28,301,051100,71 SCHOLES STREET,40.7086248,-73.947321,047,047051100,POINT (-73.947321 40.7086248)
3030327501,28,BK,3032,7501,301,051100,390 LORIMER STREET,40.7085264,-73.9481687,047,047051100,POINT (-73.9481687 40.7085264)
3030377501,16,BK,3037,7501,301,048500,236 STAGG ST,40.7096339,-73.9397167,047,047048500,POINT (-73.9397167 40.7096339)
3030400004,9,BK,3040,4,301,051100,244 UNION AVENUE,40.7077341,-73.9502613,047,047051100,POINT (-73.9502613 40.7077341)
3030400005,9,BK,3040,5,301,051100,246 UNION AVENUE,40.7078027,-73.950272,047,047051100,POINT (-73.950272 40.7078027)
3030400022,8,BK,3040,22,301,051100,36 SCHOLES STREET,40.7080327,-73.9489914,047,047051100,POINT (-73.9489914 40.7080327)
3030400023,8,BK,3040,23,301,051100,38 SCHOLES STREET,40.7080271,-73.9489012,047,047051100,POINT (-73.9489012 40.7080271)
3030400039,8,BK,3040,39,301,051100,29 MESEROLE STREET,40.7077308,-73.9492117,047,047051100,POINT (-73.9492117 40.7077308)
3030407501,16,BK,3040,7501,301,051100,25 MESEROLE STREET,40.7077227,-73.9493018,047,047051100,POINT (-73.9493018 40.7077227)
3030407502,7,BK,3040,7502,301,051100,42 SCHOLES STREET,40.7080682,-73.9487173,047,047051100,POINT (-73.9487173 40.7080682)
3030407503,20,BK,3040,7503,301,051100,11 MESEROLE STREET,40.7076625,-73.9499259,047,047051100,POINT (-73.9499259 40.7076625)
3030420005,7,BK,3042,5,301,050500,92 SCHOLES STREET,40.7082922,-73.9462283,047,047050500,POINT (-73.9462283 40.7082922)
3030420006,8,BK,3042,6,301,050500,94 SCHOLES STREET,40.7083004,-73.9461417,047,047050500,POINT (-73.9461417 40.7083004)
3030427501,15,BK,3042,7501,301,050500,151 MANHATTAN AVENUE,40.708138,-73.9453159,047,047050500,POINT (-73.9453159 40.708138)
3030427502,8,BK,3042,7502,301,050500,103 MESEROLE STREET,40.7080668,-73.9456442,047,047050500,POINT (-73.9456442 40.7080668)
3030427503,6,BK,3042,7503,301,050500,159 MANHATTAN AVENUE,40.7084098,-73.9453301,047,047050500,POINT (-73.9453301 40.7084098)
3030427504,6,BK,3042,7504,301,050500,147 MANHATTAN AVENUE,40.707998,-73.9452655,047,047050500,POINT (-73.9452655 40.707998)
3030430010,8,BK,3043,10,301,050500,128 SCHOLES STREET,40.7084533,-73.9445762,047,047050500,POINT (-73.9445762 40.7084533)
3030430011,8,BK,3043,11,301,050500,130 SCHOLES STREET,40.7084615,-73.9444897,047,047050500,POINT (-73.9444897 40.7084615)
3030430012,8,BK,3043,12,301,050500,132 SCHOLES STREET,40.7084697,-73.9443995,047,047050500,POINT (-73.9443995 40.7084697)
3030437501,8,BK,3043,7501,301,050500,158 MANHATTAN AVENUE,40.7082558,-73.944782,047,047050500,POINT (-73.944782 40.7082558)
3030437502,8,BK,3043,7502,301,050500,160 MANHATTAN AVENUE,40.7083244,-73.9447927,047,047050500,POINT (-73.9447927 40.7083244)
3030437504,8,BK,3043,7504,301,050500,127 MESEROLE STREET,40.7081733,-73.9445332,047,047050500,POINT (-73.9445332 40.7081733)
3030437505,8,BK,3043,7505,301,050500,129 MESEROLE STREET,40.7081815,-73.9444466,047,047050500,POINT (-73.9444466 40.7081815)
3030440010,8,BK,3044,10,301,049302,170 SCHOLES STREET,40.7086472,-73.9425021,047,047049302,POINT (-73.9425021 40.7086472)
3030440014,8,BK,3044,14,301,049302,174 SCHOLES STREET,40.708669,-73.9422748,047,047049302,POINT (-73.9422748 40.708669)
3030440016,34,BK,3044,16,301,049302,180 SCHOLES STREET,40.7086579,-73.9420007,047,047049302,POINT (-73.9420007 40.7086579)
3030447501,8,BK,3044,7501,301,049302,166 SCHOLES STREET,40.7086308,-73.9426824,047,047049302,POINT (-73.9426824 40.7086308)
3030447502,8,BK,3044,7502,301,049302,162 SCHOLES STREET,40.7086144,-73.9428592,047,047049302,POINT (-73.9428592 40.7086144)
3030447503,7,BK,3044,7503,301,049302,160 SCHOLES STREET,40.7086502,-73.942971,047,047049302,POINT (-73.942971 40.7086502)
3030447504,8,BK,3044,7504,301,049302,164 SCHOLES STREET,40.7086226,-73.942769,047,047049302,POINT (-73.942769 40.7086226)
3030447505,8,BK,3044,7505,301,049302,199 HUMBOLDT STREET,40.7084493,-73.9419648,047,047049302,POINT (-73.9419648 40.7084493)
3030457501,8,BK,3045,7501,301,049302,196 SCHOLES STREET,40.708781,-73.9411277,047,047049302,POINT (-73.9411277 40.708781)
3030490010,7,BK,3049,10,301,051100,12 MESEROLE STREET,40.7072179,-73.9499515,047,047051100,POINT (-73.9499515 40.7072179)
3030490011,7,BK,3049,11,301,051100,14 MESEROLE STREET,40.7072261,-73.9498757,047,047051100,POINT (-73.9498757 40.7072261)
3030490012,7,BK,3049,12,301,051100,16 MESEROLE STREET,40.7072316,-73.9498036,047,047051100,POINT (-73.9498036 40.7072316)
3030490013,7,BK,3049,13,301,051100,18 MESEROLE STREET,40.7072398,-73.9497278,047,047051100,POINT (-73.9497278 40.7072398)
3030490027,7,BK,3049,27,301,051100,46 MESEROLE STREET,40.707382,-73.9486168,047,047051100,POINT (-73.9486168 40.707382)
3030490037,10,BK,3049,37,301,051100,37 MONTROSE AVENUE,40.7070444,-73.9487361,047,047051100,POINT (-73.9487361 40.7070444)
3030490043,30,BK,3049,43,301,051100,21 MONTROSE AVENUE,40.7069871,-73.9493601,047,047051100,POINT (-73.9493601 40.7069871)
3030490125,6,BK,3049,125,301,051100,42 MESEROLE STREET,40.7073299,-73.9487864,047,047051100,POINT (-73.9487864 40.7073299)
3030490126,6,BK,3049,126,301,051100,44 MESEROLE STREET,40.7073354,-73.9487034,047,047051100,POINT (-73.9487034 40.7073354)
3030497501,14,BK,3049,7501,301,051100,38 MESEROLE STREET,40.7073163,-73.9489306,047,047051100,POINT (-73.9489306 40.7073163)
3030497502,10,BK,3049,7502,301,051100,29 MONTROSE AVENUE,40.7070117,-73.9490932,047,047051100,POINT (-73.9490932 40.7070117)
3030500018,49,BK,3050,18,301,051100,76 MESEROLE STREET,40.7075048,-73.947109,047,047051100,POINT (-73.947109 40.7075048)
3030500023,40,BK,3050,23,301,051100,73 MONTROSE AVENUE,40.707233,-73.9468568,047,047051100,POINT (-73.9468568 40.707233)
3030510005,8,BK,3051,5,301,050500,90 MESEROLE STREET,40.7075676,-73.9462938,047,047050500,POINT (-73.9462938 40.7075676)
3030510006,8,BK,3051,6,301,050500,92 MESEROLE STREET,40.7075758,-73.9462,047,047050500,POINT (-73.9462 40.7075758)
3030510007,8,BK,3051,7,301,050500,94 MESEROLE STREET,40.707584,-73.9461099,047,047050500,POINT (-73.9461099 40.707584)
3030510008,8,BK,3051,8,301,050500,96 MESEROLE STREET,40.7075922,-73.9460233,047,047050500,POINT (-73.9460233 40.7075922)
3030520005,8,BK,3052,5,301,050500,142 MANHATTAN AVENUE,40.707619,-73.9446743,047,047050500,POINT (-73.9446743 40.707619)
3030530010,8,BK,3053,10,301,049302,168 MESEROLE STREET,40.7079117,-73.9426542,047,047049302,POINT (-73.9426542 40.7079117)
3030530011,8,BK,3053,11,301,049302,170 MESEROLE STREET,40.7079199,-73.942564,047,047049302,POINT (-73.942564 40.7079199)
3030530012,8,BK,3053,12,301,049302,172 MESEROLE STREET,40.7079308,-73.9424775,047,047049302,POINT (-73.9424775 40.7079308)
3030530019,7,BK,3053,19,301,049302,186 MESEROLE STREET,40.7079881,-73.9418498,047,047049302,POINT (-73.9418498 40.7079881)
3030530020,8,BK,3053,20,301,049302,188 MESEROLE STREET,40.707999,-73.941756,047,047049302,POINT (-73.941756 40.707999)
3030530022,8,BK,3053,22,301,049302,183 HUMBOLDT STREET,40.7078125,-73.9418608,047,047049302,POINT (-73.9418608 40.7078125)
3030540012,7,BK,3054,12,301,049302,202 MESEROLE STREET,40.708081,-73.9409155,047,047049302,POINT (-73.9409155 40.708081)
3030540013,7,BK,3054,13,301,049302,204 MESEROLE STREET,40.7080892,-73.940829,047,047049302,POINT (-73.940829 40.7080892)
3030540014,7,BK,3054,14,301,049302,206 MESEROLE STREET,40.7081001,-73.9407388,047,047049302,POINT (-73.9407388 40.7081001)
3030540015,7,BK,3054,15,301,049302,208 MESEROLE STREET,40.7081083,-73.9406486,047,047049302,POINT (-73.9406486 40.7081083)
3030540034,8,BK,3054,34,301,049302,207 MONTROSE AVENUE,40.7078009,-73.9407787,047,047049302,POINT (-73.9407787 40.7078009)
3030540035,8,BK,3054,35,301,049302,205 MONTROSE AVENUE,40.7077927,-73.9408689,047,047049302,POINT (-73.9408689 40.7077927)
3030540036,8,BK,3054,36,301,049302,201 MONTROSE AVENUE,40.7077846,-73.9409591,047,047049302,POINT (-73.9409591 40.7077846)
3030547501,8,BK,3054,7501,301,049302,194 MESEROLE STREET,40.7080482,-73.9412727,047,047049302,POINT (-73.9412727 40.7080482)
3030547503,30,BK,3054,7503,301,049302,228 BUSHWICK AVENUE,40.7080587,-73.9402375,047,047049302,POINT (-73.9402375 40.7080587)
3030547504,55,BK,3054,7504,301,049302,195 MONTROSE AVENUE,40.70776,-73.9412332,047,047049302,POINT (-73.9412332 40.70776)
3030620029,6,BK,3062,29,301,049302,201 JOHNSON AVENUE,40.7068957,-73.9418508,047,047049302,POINT (-73.9418508 40.7068957)
3030620033,8,BK,3062,33,301,049302,193 JOHNSON AVENUE,40.7068959,-73.9422114,047,047049302,POINT (-73.9422114 40.7068959)
3030620034,8,BK,3062,34,301,049302,191 JOHNSON AVENUE,40.7068877,-73.9423016,047,047049302,POINT (-73.9423016 40.7068877)
3030620036,8,BK,3062,36,301,049302,187 JOHNSON AVENUE,40.7068686,-73.9424856,047,047049302,POINT (-73.9424856 40.7068686)
3030630017,20,BK,3063,17,301,049302,258 BUSHWICK AVENUE,40.7071418,-73.9400291,047,047049302,POINT (-73.9400291 40.7071418)
3030630114,8,BK,3063,114,301,049302,224 MONTROSE AVENUE,40.7073779,-73.9401623,047,047049302,POINT (-73.9401623 40.7073779)
3030630115,8,BK,3063,115,301,049302,226 MONTROSE AVENUE,40.7073888,-73.9400722,047,047049302,POINT (-73.9400722 40.7073888)
3030700003,8,BK,3070,3,301,050500,104 MANHATTAN AVENUE,40.7060077,-73.9444123,047,047050500,POINT (-73.9444123 40.7060077)
3030700015,42,BK,3070,15,301,050500,150 JOHNSON AVENUE,40.7063311,-73.9435969,047,047050500,POINT (-73.9435969 40.7063311)
3030700023,5,BK,3070,23,301,050500,127 GRAHAM AVENUE,40.7061801,-73.9433302,047,047050500,POINT (-73.9433302 40.7061801)
3030730006,30,BK,3073,6,301,049302,246 JOHNSON AVENUE,40.7067707,-73.9390628,047,047049302,POINT (-73.9390628 40.7067707)
3030730014,10,BK,3073,14,301,049302, BUSHWICK PLACE,40.706403,-73.9391677,047,047049302,POINT (-73.9391677 40.706403)
3030730097,20,BK,3073,97,301,048500,83 BUSHWICK PLACE,40.7064714,-73.9387276,047,047048500,POINT (-73.9387276 40.7064714)
3030790012,8,BK,3079,12,301,050500,122 BOERUM STREET,40.7055711,-73.9440124,047,047050500,POINT (-73.9440124 40.7055711)
3030790014,8,BK,3079,14,301,050500,126 BOERUM STREET,40.7055874,-73.9438392,047,047050500,POINT (-73.9438392 40.7055874)
3030820012,8,BK,3082,12,301,048500, BOERUM STREET,40.7060462,-73.939114,047,047048500,POINT (-73.939114 40.7060462)
3030970014,8,BK,3097,14,301,049100,114 SEIGEL STREET,40.7043458,-73.9417953,047,047049100,POINT (-73.9417953 40.7043458)
3030970026,6,BK,3097,26,301,049100,109 MOORE STREET,40.7040738,-73.941287,047,047049100,POINT (-73.941287 40.7040738)
3030977501,6,BK,3097,7501,301,049100,97 MOORE STREET,40.7040549,-73.9418352,047,047049100,POINT (-73.9418352 40.7040549)
3031050022,8,BK,3105,22,301,049100,57 GRAHAM AVENUE,40.7034845,-73.9428924,047,047049100,POINT (-73.9428924 40.7034845)
3031060008,8,BK,3106,8,301,049100,78 GRAHAM AVENUE,40.7036791,-73.9422828,047,047049100,POINT (-73.9422828 40.7036791)
3031060028,8,BK,3106,28,301,049100,103 VARET STREET,40.7033794,-73.9413633,047,047049100,POINT (-73.9413633 40.7033794)
3031060033,8,BK,3106,33,301,049100,91 VARET STREET,40.7033412,-73.9417709,047,047049100,POINT (-73.9417709 40.7033412)
3031197501,8,BK,3119,7501,301,049100,26 COOK STREET,40.7020709,-73.9429189,047,047049100,POINT (-73.9429189 40.7020709)
3031197502,8,BK,3119,7502,301,049100,24 COOK STREET,40.70206,-73.9430488,047,047049100,POINT (-73.9430488 40.70206)
3031207501,45,BK,3120,7501,301,049100,46 COOK STREET,40.7020045,-73.9417216,047,047049100,POINT (-73.9417216 40.7020045)
3031317501,42,BK,3131,7501,304,038900,810 FLUSHING AVENUE,40.7009878,-73.9396415,047,047038900,POINT (-73.9396415 40.7009878)
3031327501,6,BK,3132,7501,304,038900,22 FAYETTE STREET,40.7003565,-73.9395988,047,047038900,POINT (-73.9395988 40.7003565)
3031327502,6,BK,3132,7502,304,038900,26 FAYETTE STREET,40.7004662,-73.9394941,047,047038900,POINT (-73.9394941 40.7004662)
3031327503,6,BK,3132,7503,304,038900,28 FAYETTE STREET,40.7005211,-73.93944,047,047038900,POINT (-73.93944 40.7005211)
3031360022,8,BK,3136,22,304,038900,34 BELVIDERE STREET,40.6989,-73.936376,047,047038900,POINT (-73.936376 40.6989)
3031377501,88,BK,3137,7501,304,038900,68 BEAVER STREET,40.7000282,-73.9365589,047,047038900,POINT (-73.9365589 40.7000282)
3031380020,19,BK,3138,20,304,038900,848 FLUSHING AVENUE,40.7014343,-73.9379028,047,047038900,POINT (-73.9379028 40.7014343)
3031390021,136,BK,3139,21,304,039100,908 FLUSHING AVENUE,40.7019133,-73.935522,047,047039100,POINT (-73.935522 40.7019133)
3031410001,500,BK,3141,1,304,039100,10 MONTIETH STREET,40.7012135,-73.9357463,047,047039100,POINT (-73.9357463 40.7012135)
3031500033,7,BK,3150,33,304,038900,45 MELROSE STREET,40.6984685,-73.9353198,047,047038900,POINT (-73.9353198 40.6984685)
3031500034,7,BK,3150,34,304,038900,41 MELROSE STREET,40.6984137,-73.9353703,047,047038900,POINT (-73.9353703 40.6984137)
3031520001,443,BK,3152,1,304,039100,54 NOLL STREET,40.700345,-73.9337095,047,047039100,POINT (-73.9337095 40.700345)
3031520048,468,BK,3152,48,304,039100,123 MELROSE STREET,40.6997657,-73.9334612,047,047039100,POINT (-73.9334612 40.6997657)
3031540033,16,BK,3154,33,304,042500,22 WILSON AVENUE,40.7030329,-73.9303274,047,047042500,POINT (-73.9303274 40.7030329)
3031557501,32,BK,3155,7501,304,042700,184 NOLL STREET,40.7039438,-73.9297782,047,047042700,POINT (-73.9297782 40.7039438)
3031577501,15,BK,3157,7501,304,042500,38 WILSON AVENUE,40.7027334,-73.9297939,047,047042500,POINT (-73.9297939 40.7027334)
3031580004,8,BK,3158,4,304,042700,37 WILSON AVENUE,40.7030021,-73.929249,047,047042700,POINT (-73.929249 40.7030021)
3031607501,6,BK,3160,7501,304,038900,28 MELROSE STREET,40.6978838,-73.9351869,047,047038900,POINT (-73.9351869 40.6978838)
3031607502,10,BK,3160,7502,304,038900,13 JEFFERSON STREET,40.6974446,-73.9350827,047,047038900,POINT (-73.9350827 40.6974446)
3031620042,8,BK,3162,42,304,039100,81 JEFFERSON STREET,40.6991203,-73.9326756,047,047039100,POINT (-73.9326756 40.6991203)
3031647501,8,BK,3164,7501,304,042500,161 JEFFERSON STREET,40.7009657,-73.9297309,047,047042500,POINT (-73.9297309 40.7009657)
3031650015,8,BK,3165,15,304,042700,324 MELROSE STREET,40.7030865,-73.9282716,047,047042700,POINT (-73.9282716 40.7030865)
3031650029,8,BK,3165,29,304,042700,176 KNICKERBOCKER AVENUE,40.7037558,-73.9275567,047,047042700,POINT (-73.9275567 40.7037558)
3031657501,8,BK,3165,7501,304,042700,326 MELROSE STREET,40.7031414,-73.9282174,047,047042700,POINT (-73.9282174 40.7031414)
3031700009,10,BK,3170,9,304,038900,1157 MYRTLE AVENUE,40.6972303,-73.934679,047,047038900,POINT (-73.934679 40.6972303)
3031700019,8,BK,3170,19,304,038900,20 JEFFERSON STREET,40.6975266,-73.9344155,047,047038900,POINT (-73.9344155 40.6975266)
3031700026,99,BK,3170,26,304,038900,626 BUSHWICK AVENUE,40.6978392,-73.9339319,047,047038900,POINT (-73.9339319 40.6978392)
3031710013,8,BK,3171,13,304,039100,48 JEFFERSON STREET,40.6984043,-73.9333652,047,047039100,POINT (-73.9333652 40.6984043)
3031710014,8,BK,3171,14,304,039100,50 JEFFERSON STREET,40.6984097,-73.9332642,047,047039100,POINT (-73.9332642 40.6984097)
3031710018,6,BK,3171,18,304,039100,56 JEFFERSON STREET,40.6985111,-73.9330189,047,047039100,POINT (-73.9330189 40.6985111)
3031710020,8,BK,3171,20,304,039100,60 JEFFERSON STREET,40.6985769,-73.9328637,047,047039100,POINT (-73.9328637 40.6985769)
3031710024,8,BK,3171,24,304,039100,68 JEFFERSON STREET,40.6987112,-73.9325498,047,047039100,POINT (-73.9325498 40.6987112)
3031710033,15,BK,3171,33,304,039100,88 JEFFERSON STREET,40.6990155,-73.9318282,047,047039100,POINT (-73.9318282 40.6990155)
3031710052,8,BK,3171,52,304,039100,63 TROUTMAN STREET,40.698719,-73.9317672,047,047039100,POINT (-73.9317672 40.698719)
3031710053,8,BK,3171,53,304,039100,61 TROUTMAN STREET,40.6986861,-73.931843,047,047039100,POINT (-73.931843 40.6986861)
3031710065,6,BK,3171,65,304,039100,39 TROUTMAN STREET,40.6983243,-73.9326981,047,047039100,POINT (-73.9326981 40.6983243)
3031710068,9,BK,3171,68,304,039100,33 TROUTMAN STREET,40.6982311,-73.9329182,047,047039100,POINT (-73.9329182 40.6982311)
3031710069,9,BK,3171,69,304,039100, TROUTMAN STREET,40.6981955,-73.9330011,047,047039100,POINT (-73.9330011 40.6981955)
3031720010,8,BK,3172,10,304,042500,114 JEFFERSON STREET,40.6993826,-73.9307423,047,047042500,POINT (-73.9307423 40.6993826)
3031720026,8,BK,3172,26,304,042500,146 JEFFERSON STREET,40.7002083,-73.92993,047,047042500,POINT (-73.92993 40.7002083)
3031720027,8,BK,3172,27,304,042500,148 JEFFERSON STREET,40.7002632,-73.9298759,047,047042500,POINT (-73.9298759 40.7002632)
3031720032,8,BK,3172,32,304,042500,102 CENTRAL AVENUE,40.7003371,-73.9296305,047,047042500,POINT (-73.9296305 40.7003371)
3031720033,8,BK,3172,33,304,042500,104 CENTRAL AVENUE,40.7002959,-73.9295585,047,047042500,POINT (-73.9295585 40.7002959)
3031720040,8,BK,3172,40,304,042500,129 TROUTMAN STREET,40.6999831,-73.9296886,047,047042500,POINT (-73.9296886 40.6999831)
3031720044,6,BK,3172,44,304,042500,117 TROUTMAN STREET,40.6997636,-73.9299052,047,047042500,POINT (-73.9299052 40.6997636)
3031720047,8,BK,3172,47,304,042500,111 TROUTMAN STREET,40.699599,-73.9300677,047,047042500,POINT (-73.9300677 40.699599)
3031720051,8,BK,3172,51,304,042500,103 TROUTMAN STREET,40.6993796,-73.9302843,047,047042500,POINT (-73.9302843 40.6993796)
3031720052,8,BK,3172,52,304,042500,101 TROUTMAN STREET,40.699322,-73.9303385,047,047042500,POINT (-73.9303385 40.699322)
3031720053,8,BK,3172,53,304,042500,99 TROUTMAN STREET,40.6992671,-73.9303926,047,047042500,POINT (-73.9303926 40.6992671)
3031730016,8,BK,3173,16,304,042500,182 JEFFERSON STREET,40.7012425,-73.9289191,047,047042500,POINT (-73.9289191 40.7012425)
3031740050,6,BK,3174,50,304,042700,221 TROUTMAN STREET,40.7023284,-73.9273852,047,047042700,POINT (-73.9273852 40.7023284)
3031830023,13,BK,3183,23,304,039100,44 TROUTMAN STREET,40.6981208,-73.9319987,047,047039100,POINT (-73.9319987 40.6981208)
3031830027,7,BK,3183,27,304,039100,54 TROUTMAN STREET,40.6982743,-73.9317497,047,047039100,POINT (-73.9317497 40.6982743)
3031830052,63,BK,3183,52,304,039100,965 WILLOUGHBY AVENUE,40.6981777,-73.9307508,047,047039100,POINT (-73.9307508 40.6981777)
3031830066,39,BK,3183,66,304,039100,16 CHARLES PLACE,40.6979915,-73.9314723,047,047039100,POINT (-73.9314723 40.6979915)
3031837501,20,BK,3183,7501,304,039100,651 BUSHWICK AVENUE,40.6978275,-73.9326373,047,047039100,POINT (-73.9326373 40.6978275)
3031840001,8,BK,3184,1,304,042300,159 EVERGREEN AVENUE,40.6984735,-73.9298345,047,047042300,POINT (-73.9298345 40.6984735)
3031840019,144,BK,3184,19,304,042300,114 TROUTMAN STREET,40.6995134,-73.9291229,047,047042300,POINT (-73.9291229 40.6995134)
3031840056,18,BK,3184,56,304,042300,999 WILLOUGHBY AVENUE,40.6989563,-73.9292533,047,047042300,POINT (-73.9292533 40.6989563)
3031840060,36,BK,3184,60,304,042300,991 WILLOUGHBY AVENUE,40.6988961,-73.929578,047,047042300,POINT (-73.929578 40.6988961)
3031840062,32,BK,3184,62,304,042300,989 WILLOUGHBY AVENUE,40.698726,-73.9297008,047,047042300,POINT (-73.9297008 40.698726)
3031860016,16,BK,3186,16,304,042700,230 TROUTMAN STREET,40.70221,-73.926801,047,047042700,POINT (-73.926801 40.70221)
3031860049,8,BK,3186,49,304,042700,81 STARR STREET,40.7020122,-73.9265307,047,047042700,POINT (-73.9265307 40.7020122)
3031860051,24,BK,3186,51,304,042700,73 STARR STREET,40.7018449,-73.9266932,047,047042700,POINT (-73.9266932 40.7018449)
3031970042,32,BK,3197,42,304,042900,1127 WILLOUGHBY AVENUE,40.7018853,-73.9254814,047,047042900,POINT (-73.9254814 40.7018853)
3032040030,20,BK,3204,30,304,039300,690 BUSHWICK AVENUE,40.6966137,-73.9317261,047,047039300,POINT (-73.9317261 40.6966137)
3032040032,37,BK,3204,32,304,039300,692 BUSHWICK AVENUE,40.6965148,-73.9315531,047,047039300,POINT (-73.9315531 40.6965148)
3032060001,87,BK,3206,1,304,039100,950 WILLOUGHBY AVENUE,40.6977656,-73.9301814,047,047039100,POINT (-73.9301814 40.6977656)
3032070051,8,BK,3207,51,304,042300,115 SUYDAM STREET,40.6985962,-73.9284026,047,047042300,POINT (-73.9284026 40.6985962)
3032180047,24,BK,3218,47,304,042300,705 HART STREET,40.6994727,-73.9255057,047,047042300,POINT (-73.9255057 40.6994727)
3032227501,9,BK,3222,7501,304,044500,93 WYCKOFF AVENUE,40.7050903,-73.9200461,047,047044500,POINT (-73.9200461 40.7050903)
3032260037,25,BK,3226,37,304,039300,17 CEDAR STREET,40.6963981,-73.9291046,047,047039300,POINT (-73.9291046 40.6963981)
3032290010,7,BK,3229,10,304,039300,26 LAWTON STREET,40.6953063,-73.9302633,047,047039300,POINT (-73.9302633 40.6953063)
3032290033,48,BK,3229,33,304,039300,24 LAWTON STREET,40.695128,-73.9303032,047,047039300,POINT (-73.9303032 40.695128)
3032300002,35,BK,3230,2,304,039300,1143 DEKALB AVENUE,40.6944386,-73.9296728,047,047039300,POINT (-73.9296728 40.6944386)
3032300019,14,BK,3230,19,304,039300,774 BUSHWICK AVENUE,40.695215,-73.9290517,047,047039300,POINT (-73.9290517 40.695215)
3032307501,6,BK,3230,7501,304,039300,1101 BROADWAY,40.6943318,-73.9300227,047,047039300,POINT (-73.9300227 40.6943318)
3032310012,8,BK,3231,12,304,039300,24 CEDAR STREET,40.6962275,-73.9284737,047,047039300,POINT (-73.9284737 40.6962275)
3032310033,127,BK,3231,33,304,039300,1209 DEKALB AVENUE,40.6958485,-73.9281712,047,047039300,POINT (-73.9281712 40.6958485)
3032320074,28,BK,3232,74,304,042300,1251 DEKALB AVENUE,40.696685,-73.9271533,047,047042300,POINT (-73.9271533 40.696685)
3032340045,8,BK,3234,45,304,042300,1369 DEKALB AVENUE,40.6992113,-73.92459,047,047042300,POINT (-73.92459 40.6992113)
3032340046,7,BK,3234,46,304,042300,1367 DEKALB AVENUE,40.6991455,-73.9246297,047,047042300,POINT (-73.9246297 40.6991455)
3032350042,25,BK,3235,42,304,042900,1433 DEKALB AVENUE,40.7005197,-73.9233118,047,047042900,POINT (-73.9233118 40.7005197)
3032357502,24,BK,3235,7502,304,042900,782 HART STREET,40.7007998,-73.9234954,047,047042900,POINT (-73.9234954 40.7007998)
3032410078,10,BK,3241,78,304,039300,1119 BROADWAY,40.6939362,-73.929356,047,047039300,POINT (-73.929356 40.6939362)
3032430003,7,BK,3243,3,304,042100,253 EVERGREEN AVENUE,40.6960122,-73.9266239,047,047042100,POINT (-73.9266239 40.6960122)
3032430054,8,BK,3243,54,304,042100,83 STOCKHOLM STREET,40.6972027,-73.9253964,047,047042100,POINT (-73.9253964 40.6972027)
3032430063,8,BK,3243,63,304,042100,67 STOCKHOLM STREET,40.696761,-73.9258297,047,047042100,POINT (-73.9258297 40.696761)
3032440004,8,BK,3244,4,304,042100,1288 MYRTLE AVENUE,40.6979872,-73.9246671,047,047042100,POINT (-73.9246671 40.6979872)
3032447501,7,BK,3244,7501,304,042100,1296 MYRTLE AVENUE,40.6980063,-73.9244723,047,047042100,POINT (-73.9244723 40.6980063)
3032450015,9,BK,3245,15,304,042100,1342 DEKALB AVENUE,40.6985114,-73.9246449,047,047042100,POINT (-73.9246449 40.6985114)
3032450019,8,BK,3245,19,304,042100,1352 DEKALB AVENUE,40.6986787,-73.9244066,047,047042100,POINT (-73.9244066 40.6986787)
3032450020,8,BK,3245,20,304,042100,1356 DEKALB AVENUE,40.6987336,-73.9243561,047,047042100,POINT (-73.9243561 40.6987336)
3032480050,8,BK,3248,50,304,044500,305 STOCKHOLM STREET,40.7030945,-73.9196048,047,047044500,POINT (-73.9196048 40.7030945)
